solver,solver_label,wall_time_seconds,results_dir
modflownwt,MODFLOW-NWT,6.399090600000136,C:\codes\HydroModPy-GH\out\sih_sloping_substratum_10deg_20260414\validation\investigate_slopi_62f9eb2d8a\sloping_substratu_6a70813a83_16e64d64
modflow6,MODFLOW 6 structured,9.390894899999921,C:\codes\HydroModPy-GH\out\sih_sloping_substratum_10deg_20260414\validation\investigate_slopi_62f9eb2d8a\sloping_substratu_8c05ec3c51_2203c092
modflow6_irregular_tri,MODFLOW 6 irregular triangles,12.922673499999974,C:\codes\HydroModPy-GH\out\sih_sloping_substratum_10deg_20260414\validation\investigate_slopi_62f9eb2d8a\sloping_substratu_de581b6b00_92e37133
boussinesq,Boussinesq,10.443160499999976,C:\codes\HydroModPy-GH\out\sih_sloping_substratum_10deg_20260414\validation\investigate_slopi_62f9eb2d8a\sloping_substratu_db8131e9e1_e662a9a5
