case_id,site_id,site_label,cluster_id,cluster_label,cluster_family,cluster_scale,region_id,site_status,maturity,tags,recipe_id,recipe_label,launcher,reason,detail,missing_fields,config_path,status,returncode,duration_seconds,reused_from_report,child_artifacts_json,child_wall_time_seconds,child_success,site_tags,cluster_tags
headwater_mf6_reference::headwater_100km2_outlet_10,headwater_100km2_outlet_10,Headwater 100 km2 outlet 10,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_mf6_reference,Headwater reference replay,simulation,missing_required_fields,Missing required field(s): simulation_reference_config,"[""simulation_reference_config""]",,skipped_missing_required_fields,,,false,,,,,
headwater_mf6_reference::headwater_100km2_outlet_2,headwater_100km2_outlet_2,Headwater 100 km2 outlet 2,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,ready,validated,"[""regional_headwater"", ""simulation_ready"", ""backend_ready"", ""transient_ready""]",headwater_mf6_reference,Headwater reference replay,simulation,,,,C:\codes\HydroModPy-GH\examples\projects\launcher_simulation\run_headwater_100km2_outlet_2_mf6_transient_reference.toml,skipped_existing_ok,0,0.0,true,"{""child_artifact_kind"": ""simulation"", ""child_artifact_status"": ""resolved"", ""child_project_root"": ""C:\\codes\\HydroModPy-GH\\examples\\projects\\launcher_simulation\\results_reused_real_meshes\\headwater_100km2_outlet_2_mf6"", ""child_output_root"": ""C:\\codes\\HydroModPy-GH\\examples\\projects\\launcher_simulation\\results_reused_real_meshes\\headwater_100km2_outlet_2_mf6"", ""child_run_id"": ""headwater_100km2_outlet_2_mf6_transient_reference"", ""child_run_folder"": ""C:\\codes\\HydroModPy-GH\\examples\\projects\\launcher_simulation\\results_reused_real_meshes\\headwater_100km2_outlet_2_mf6\\results_simulations\\headwater_100km2_outlet_2_mf6_transient_reference"", ""child_metrics_json"": ""C:\\codes\\HydroModPy-GH\\examples\\projects\\launcher_simulation\\results_reused_real_meshes\\headwater_100km2_outlet_2_mf6\\results_simulations\\headwater_100km2_outlet_2_mf6_transient_reference\\_metrics.json"", ""child_wall_time_seconds"": 212.52, ""child_success"": true, ""child_mesh_output_mesh"": ""C:\\codes\\HydroModPy-GH\\examples\\mesh_gallery\\100km2\\mesh_headwater_100km2_outlet_2_geology_rivers_buffer30\\bundle\\mesh_2d.msh"", ""child_mesh_output_exchange_bundle_dir"": ""C:\\codes\\HydroModPy-GH\\examples\\mesh_gallery\\100km2\\mesh_headwater_100km2_outlet_2_geology_rivers_buffer30\\bundle""}",212.52,true,"[""regional_headwater"", ""simulation_ready"", ""backend_ready"", ""transient_ready""]",[]
headwater_mf6_reference::headwater_100km2_outlet_27,headwater_100km2_outlet_27,Headwater 100 km2 outlet 27,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,ok,screening,"[""regional_headwater"", ""mesh_ready"", ""simulation_ready"", ""bundle_sanitized_from_mean""]",headwater_mf6_reference,Headwater reference replay,simulation,missing_required_fields,Missing required field(s): simulation_reference_config,"[""simulation_reference_config""]",,skipped_missing_required_fields,,,false,,,,,
headwater_mf6_reference::headwater_100km2_outlet_3,headwater_100km2_outlet_3,Headwater 100 km2 outlet 3,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_mf6_reference,Headwater reference replay,simulation,missing_required_fields,Missing required field(s): simulation_reference_config,"[""simulation_reference_config""]",,skipped_missing_required_fields,,,false,,,,,
headwater_mf6_reference::headwater_100km2_outlet_4,headwater_100km2_outlet_4,Headwater 100 km2 outlet 4,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_mf6_reference,Headwater reference replay,simulation,missing_required_fields,Missing required field(s): simulation_reference_config,"[""simulation_reference_config""]",,skipped_missing_required_fields,,,false,,,,,
headwater_mf6_reference::headwater_100km2_outlet_5,headwater_100km2_outlet_5,Headwater 100 km2 outlet 5,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_mf6_reference,Headwater reference replay,simulation,missing_required_fields,Missing required field(s): simulation_reference_config,"[""simulation_reference_config""]",,skipped_missing_required_fields,,,false,,,,,
headwater_mf6_reference::headwater_100km2_outlet_6,headwater_100km2_outlet_6,Headwater 100 km2 outlet 6,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_mf6_reference,Headwater reference replay,simulation,missing_required_fields,Missing required field(s): simulation_reference_config,"[""simulation_reference_config""]",,skipped_missing_required_fields,,,false,,,,,
headwater_mf6_reference::headwater_100km2_outlet_7,headwater_100km2_outlet_7,Headwater 100 km2 outlet 7,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_mf6_reference,Headwater reference replay,simulation,missing_required_fields,Missing required field(s): simulation_reference_config,"[""simulation_reference_config""]",,skipped_missing_required_fields,,,false,,,,,
headwater_mf6_reference::headwater_100km2_outlet_8,headwater_100km2_outlet_8,Headwater 100 km2 outlet 8,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_mf6_reference,Headwater reference replay,simulation,missing_required_fields,Missing required field(s): simulation_reference_config,"[""simulation_reference_config""]",,skipped_missing_required_fields,,,false,,,,,
headwater_mf6_reference::headwater_100km2_outlet_9,headwater_100km2_outlet_9,Headwater 100 km2 outlet 9,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_mf6_reference,Headwater reference replay,simulation,missing_required_fields,Missing required field(s): simulation_reference_config,"[""simulation_reference_config""]",,skipped_missing_required_fields,,,false,,,,,
headwater_transient_backend_compare::headwater_100km2_outlet_10,headwater_100km2_outlet_10,Headwater 100 km2 outlet 10,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_transient_backend_compare,Headwater transient backend comparison,method-comparison,unsupported_platform,Recipe only supports platform(s): linux. Current platform: windows,[],,skipped_unsupported_platform,,,false,,,,,
headwater_transient_backend_compare::headwater_100km2_outlet_2,headwater_100km2_outlet_2,Headwater 100 km2 outlet 2,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,ready,validated,"[""regional_headwater"", ""simulation_ready"", ""backend_ready"", ""transient_ready""]",headwater_transient_backend_compare,Headwater transient backend comparison,method-comparison,unsupported_platform,Recipe only supports platform(s): linux. Current platform: windows,[],,skipped_unsupported_platform,,,false,,,,,
headwater_transient_backend_compare::headwater_100km2_outlet_27,headwater_100km2_outlet_27,Headwater 100 km2 outlet 27,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,ok,screening,"[""regional_headwater"", ""mesh_ready"", ""simulation_ready"", ""bundle_sanitized_from_mean""]",headwater_transient_backend_compare,Headwater transient backend comparison,method-comparison,unsupported_platform,Recipe only supports platform(s): linux. Current platform: windows,[],,skipped_unsupported_platform,,,false,,,,,
headwater_transient_backend_compare::headwater_100km2_outlet_3,headwater_100km2_outlet_3,Headwater 100 km2 outlet 3,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_transient_backend_compare,Headwater transient backend comparison,method-comparison,unsupported_platform,Recipe only supports platform(s): linux. Current platform: windows,[],,skipped_unsupported_platform,,,false,,,,,
headwater_transient_backend_compare::headwater_100km2_outlet_4,headwater_100km2_outlet_4,Headwater 100 km2 outlet 4,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_transient_backend_compare,Headwater transient backend comparison,method-comparison,unsupported_platform,Recipe only supports platform(s): linux. Current platform: windows,[],,skipped_unsupported_platform,,,false,,,,,
headwater_transient_backend_compare::headwater_100km2_outlet_5,headwater_100km2_outlet_5,Headwater 100 km2 outlet 5,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_transient_backend_compare,Headwater transient backend comparison,method-comparison,unsupported_platform,Recipe only supports platform(s): linux. Current platform: windows,[],,skipped_unsupported_platform,,,false,,,,,
headwater_transient_backend_compare::headwater_100km2_outlet_6,headwater_100km2_outlet_6,Headwater 100 km2 outlet 6,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_transient_backend_compare,Headwater transient backend comparison,method-comparison,unsupported_platform,Recipe only supports platform(s): linux. Current platform: windows,[],,skipped_unsupported_platform,,,false,,,,,
headwater_transient_backend_compare::headwater_100km2_outlet_7,headwater_100km2_outlet_7,Headwater 100 km2 outlet 7,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_transient_backend_compare,Headwater transient backend comparison,method-comparison,unsupported_platform,Recipe only supports platform(s): linux. Current platform: windows,[],,skipped_unsupported_platform,,,false,,,,,
headwater_transient_backend_compare::headwater_100km2_outlet_8,headwater_100km2_outlet_8,Headwater 100 km2 outlet 8,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_transient_backend_compare,Headwater transient backend comparison,method-comparison,unsupported_platform,Recipe only supports platform(s): linux. Current platform: windows,[],,skipped_unsupported_platform,,,false,,,,,
headwater_transient_backend_compare::headwater_100km2_outlet_9,headwater_100km2_outlet_9,Headwater 100 km2 outlet 9,headwater_100km2,Headwater 100 km2,headwater,100km2,brittany,inventory,screening,"[""regional_headwater""]",headwater_transient_backend_compare,Headwater transient backend comparison,method-comparison,unsupported_platform,Recipe only supports platform(s): linux. Current platform: windows,[],,skipped_unsupported_platform,,,false,,,,,
s3_future_reference::s3_10km2_outlet_10,s3_10km2_outlet_10,Strahler 3 10 km2 outlet 10,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,inventory,screening,"[""regional_screening"", ""mesh_ready"", ""boussinesq_steady_ready"", ""simulation_ready""]",s3_future_reference,S3 local mesh replay,simulation,,,,C:\codes\HydroModPy-GH\reporting\regional_lab_pilot_2026-04-12\child_configs\run_s3_10km2_outlet_10_boussinesq_local_mesh_replay.toml,skipped_existing_ok,0,0.0,true,"{""child_artifact_kind"": ""simulation"", ""child_artifact_status"": ""resolved"", ""child_project_root"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_10"", ""child_output_root"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_10"", ""child_run_id"": ""s3_10km2_outlet_10_local_boussinesq_mesh_replay"", ""child_run_folder"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_10\\results_simulations\\s3_10km2_outlet_10_local_boussinesq_mesh_replay"", ""child_metrics_json"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_10\\results_simulations\\s3_10km2_outlet_10_local_boussinesq_mesh_replay\\_metrics.json"", ""child_wall_time_seconds"": 4.95, ""child_success"": true, ""child_mesh_output_mesh"": ""C:\\Users\\dreuzy\\HydroModPy\\mesh_catchment_runs\\s3_10km2\\mesh_outlet_10\\mesh_catchment_outlet_10.msh"", ""child_mesh_output_exchange_bundle_dir"": ""C:\\Users\\dreuzy\\HydroModPy\\mesh_catchment_runs\\s3_10km2\\mesh_outlet_10\\mesh_catchment_outlet_10_bundle"", ""child_boussinesq_summary_json"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_10\\results_simulations\\flow_main__boussinesq\\_boussinesq_summary.json"", ""child_runtime_backend"": ""scipy_sparse"", ""child_runtime_engine"": ""scipy_sparse"", ""child_n_cells"": 1030, ""child_solve_stage"": ""solved"", ""child_steady_residual_norm_inf"": 9.242941411746264e-08, ""child_steady_nonlinear_iterations"": 20, ""child_surface_peak_active_fraction"": 0.09805825242718447, ""child_surface_final_total_m3_day"": 24494.57182093173}",4.95,true,"[""regional_screening"", ""mesh_ready"", ""boussinesq_steady_ready"", ""simulation_ready""]",[]
s3_future_reference::s3_10km2_outlet_11,s3_10km2_outlet_11,Strahler 3 10 km2 outlet 11,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,inventory,screening,"[""regional_screening"", ""mesh_ready"", ""boussinesq_steady_ready"", ""simulation_ready""]",s3_future_reference,S3 local mesh replay,simulation,,,,C:\codes\HydroModPy-GH\reporting\regional_lab_pilot_2026-04-12\child_configs\run_s3_10km2_outlet_11_boussinesq_local_mesh_replay.toml,skipped_existing_ok,0,0.0,true,"{""child_artifact_kind"": ""simulation"", ""child_artifact_status"": ""resolved"", ""child_project_root"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_11"", ""child_output_root"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_11"", ""child_run_id"": ""s3_10km2_outlet_11_local_boussinesq_mesh_replay"", ""child_run_folder"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_11\\results_simulations\\s3_10km2_outlet_11_local_boussinesq_mesh_replay"", ""child_metrics_json"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_11\\results_simulations\\s3_10km2_outlet_11_local_boussinesq_mesh_replay\\_metrics.json"", ""child_wall_time_seconds"": 5.27, ""child_success"": true, ""child_mesh_output_mesh"": ""C:\\Users\\dreuzy\\HydroModPy\\mesh_catchment_runs\\s3_10km2\\mesh_outlet_11\\mesh_catchment_outlet_11.msh"", ""child_mesh_output_exchange_bundle_dir"": ""C:\\Users\\dreuzy\\HydroModPy\\mesh_catchment_runs\\s3_10km2\\mesh_outlet_11\\mesh_catchment_outlet_11_bundle"", ""child_boussinesq_summary_json"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_11\\results_simulations\\flow_main__boussinesq\\_boussinesq_summary.json"", ""child_runtime_backend"": ""scipy_sparse"", ""child_runtime_engine"": ""scipy_sparse"", ""child_n_cells"": 1304, ""child_solve_stage"": ""solved"", ""child_steady_residual_norm_inf"": 8.563936444759904e-08, ""child_steady_nonlinear_iterations"": 28, ""child_surface_peak_active_fraction"": 0.04141104294478527, ""child_surface_final_total_m3_day"": 30326.455099700124}",5.27,true,"[""regional_screening"", ""mesh_ready"", ""boussinesq_steady_ready"", ""simulation_ready""]",[]
s3_future_reference::s3_10km2_outlet_12,s3_10km2_outlet_12,Strahler 3 10 km2 outlet 12,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,inventory,screening,"[""regional_screening"", ""mesh_ready"", ""boussinesq_steady_ready"", ""simulation_ready""]",s3_future_reference,S3 local mesh replay,simulation,,,,C:\codes\HydroModPy-GH\reporting\regional_lab_pilot_2026-04-12\child_configs\run_s3_10km2_outlet_12_boussinesq_local_mesh_replay.toml,skipped_existing_ok,0,0.0,true,"{""child_artifact_kind"": ""simulation"", ""child_artifact_status"": ""resolved"", ""child_project_root"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_12"", ""child_output_root"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_12"", ""child_run_id"": ""s3_10km2_outlet_12_local_boussinesq_mesh_replay"", ""child_run_folder"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_12\\results_simulations\\s3_10km2_outlet_12_local_boussinesq_mesh_replay"", ""child_metrics_json"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_12\\results_simulations\\s3_10km2_outlet_12_local_boussinesq_mesh_replay\\_metrics.json"", ""child_wall_time_seconds"": 3.53, ""child_success"": true, ""child_mesh_output_mesh"": ""C:\\Users\\dreuzy\\HydroModPy\\mesh_catchment_runs\\s3_10km2\\mesh_outlet_12\\mesh_catchment_outlet_12.msh"", ""child_mesh_output_exchange_bundle_dir"": ""C:\\Users\\dreuzy\\HydroModPy\\mesh_catchment_runs\\s3_10km2\\mesh_outlet_12\\mesh_catchment_outlet_12_bundle"", ""child_boussinesq_summary_json"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_12\\results_simulations\\flow_main__boussinesq\\_boussinesq_summary.json"", ""child_runtime_backend"": ""scipy_sparse"", ""child_runtime_engine"": ""scipy_sparse"", ""child_n_cells"": 1196, ""child_solve_stage"": ""solved"", ""child_steady_residual_norm_inf"": 7.974752989003617e-08, ""child_steady_nonlinear_iterations"": 19, ""child_surface_peak_active_fraction"": 0.27842809364548493, ""child_surface_final_total_m3_day"": 32659.15940068115}",3.53,true,"[""regional_screening"", ""mesh_ready"", ""boussinesq_steady_ready"", ""simulation_ready""]",[]
s3_future_reference::s3_10km2_outlet_13,s3_10km2_outlet_13,Strahler 3 10 km2 outlet 13,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,inventory,screening,"[""regional_screening"", ""mesh_ready"", ""boussinesq_steady_ready"", ""simulation_ready""]",s3_future_reference,S3 local mesh replay,simulation,,,,C:\codes\HydroModPy-GH\reporting\regional_lab_pilot_2026-04-12\child_configs\run_s3_10km2_outlet_13_boussinesq_local_mesh_replay.toml,skipped_existing_ok,0,0.0,true,"{""child_artifact_kind"": ""simulation"", ""child_artifact_status"": ""resolved"", ""child_project_root"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_13"", ""child_output_root"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_13"", ""child_run_id"": ""s3_10km2_outlet_13_local_boussinesq_mesh_replay"", ""child_run_folder"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_13\\results_simulations\\s3_10km2_outlet_13_local_boussinesq_mesh_replay"", ""child_metrics_json"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_13\\results_simulations\\s3_10km2_outlet_13_local_boussinesq_mesh_replay\\_metrics.json"", ""child_wall_time_seconds"": 2.47, ""child_success"": true, ""child_mesh_output_mesh"": ""C:\\Users\\dreuzy\\HydroModPy\\mesh_catchment_runs\\s3_10km2\\mesh_outlet_13\\mesh_catchment_outlet_13.msh"", ""child_mesh_output_exchange_bundle_dir"": ""C:\\Users\\dreuzy\\HydroModPy\\mesh_catchment_runs\\s3_10km2\\mesh_outlet_13\\mesh_catchment_outlet_13_bundle"", ""child_boussinesq_summary_json"": ""C:\\codes\\HydroModPy-GH\\reporting\\regional_lab_pilot_2026-04-12\\outputs\\child_runs\\s3_10km2_outlet_13\\results_simulations\\flow_main__boussinesq\\_boussinesq_summary.json"", ""child_runtime_backend"": ""scipy_sparse"", ""child_runtime_engine"": ""scipy_sparse"", ""child_n_cells"": 944, ""child_solve_stage"": ""solved"", ""child_steady_residual_norm_inf"": 6.348253132350788e-08, ""child_steady_nonlinear_iterations"": 21, ""child_surface_peak_active_fraction"": 0.09639830508474577, ""child_surface_final_total_m3_day"": 25495.58504752496}",2.47,true,"[""regional_screening"", ""mesh_ready"", ""boussinesq_steady_ready"", ""simulation_ready""]",[]
