=== TOP 120 CUMULATIVE ===
         75213680 function calls (71746190 primitive calls) in 105.090 seconds

   Ordered by: cumulative time
   List reduced from 3007 to 120 due to restriction <120>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    49541    0.281    0.000    0.416    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexes\base.py:5323(__contains__)
47433/34473    0.276    0.000    7.411    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexing.py:1176(__getitem__)
   529821    0.271    0.000    0.732    0.000 C:\Python312\Lib\site-packages\flopy\mf6\data\mfdatastorage.py:2484(_resolve_layer)
       61    0.269    0.004    0.294    0.005 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\rasterio\__init__.py:112(open)
518373/514026    0.262    0.000    4.777    0.000 C:\Python312\Lib\site-packages\flopy\mf6\data\mfdatastorage.py:683(get_data)
    16564    0.260    0.000    0.543    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexers\utils.py:239(maybe_convert_indices)
    12960    0.258    0.000    2.458    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexing.py:2348(_align_series)
    12960    0.252    0.000    6.785    0.001 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexing.py:1946(_setitem_with_indexer_split_path)
   131083    0.249    0.000    3.064    0.000 C:\Python312\Lib\site-packages\flopy\utils\binaryfile\__init__.py:168(binaryread)
    52824    0.248    0.000    0.541    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexes\base.py:5373(__getitem__)
    16200    0.247    0.000    0.383    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexes\base.py:3955(_get_indexer)
    31590    0.247    0.000    1.107    0.000 C:\Python312\Lib\site-packages\flopy\mf6\data\mfdatalist.py:753(search_data)
   541647    0.245    0.000    0.946    0.000 C:\Python312\Lib\site-packages\flopy\utils\datautil.py:588(first_item)
