solver,solver_label,onset_day,peak_drainage_flux_m3_day,peak_drainage_day,peak_total_outflow_m3_day,peak_total_outflow_day,max_clearance_m,results_dir,postprocess_dir
modflownwt,MODFLOW-NWT,30.0,52.28933464240981,180.0,77.16450964071555,180.0,0.7365090052286778,C:\codes\HydroModPy-GH\out\sih_transient_year_plus_dry_fixed_20260413\validation\investigate_surfa_062b168c50\transient_modflownwt_a9f567a2,C:\codes\HydroModPy-GH\out\sih_transient_year_plus_dry_fixed_20260413\validation\investigate_surfa_062b168c50\transient_modflownwt_a9f567a2\results_simulations\hillslope_surface_transient_modflownwt\_postprocess
modflow6,MODFLOW 6,30.0,52.32303074213735,180.0,77.19960436507168,180.0,0.7367990330937388,C:\codes\HydroModPy-GH\out\sih_transient_year_plus_dry_fixed_20260413\validation\investigate_surfa_062b168c50\transient_modflow6_68a13e0b,C:\codes\HydroModPy-GH\out\sih_transient_year_plus_dry_fixed_20260413\validation\investigate_surfa_062b168c50\transient_modflow6_68a13e0b\results_simulations\hillslope_surface_transient_modflow6\_postprocess
boussinesq,Boussinesq,30.0,0.008732072456419075,30.0,85.98732656625772,180.0,-1.2205926864794492e-05,C:\codes\HydroModPy-GH\out\sih_transient_year_plus_dry_fixed_20260413\validation\investigate_surfa_062b168c50\hillslope_surface_baba065f89_1873bdf3,C:\codes\HydroModPy-GH\out\sih_transient_year_plus_dry_fixed_20260413\validation\investigate_surfa_062b168c50\hillslope_surface_baba065f89_1873bdf3\results_simulations\flow_validation__boussinesq\_postprocess
