site_id,site_label,cluster_id,cluster_label,cluster_family,cluster_scale,region_id,source_selection_id,site_status,maturity,enabled,tags,outlet_id,x,y,area_km2,mesh_manifest_status,mesh_output_mesh,mesh_summary_json,mesh_bundle_dir,mesh_figure,mesh_figure_regional,notes
s3_10km2_outlet_45,Strahler 3 10 km2 outlet 45,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,45,230925.0,6846450.0,9.995625,,,,,,,
s3_10km2_outlet_46,Strahler 3 10 km2 outlet 46,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,46,267600.0,6844650.0,9.995625,,,,,,,
s3_10km2_outlet_48,Strahler 3 10 km2 outlet 48,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,48,358275.0,6832575.0,9.995625,,,,,,,
s3_10km2_outlet_49,Strahler 3 10 km2 outlet 49,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,49,153225.0,6799725.0,9.995625,,,,,,,
s3_10km2_outlet_57,Strahler 3 10 km2 outlet 57,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,57,427275.0,6688500.0,9.995625,,,,,,,
s3_10km2_outlet_50,Strahler 3 10 km2 outlet 50,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,50,162075.0,6779850.0,9.995625,,,,,,,
s3_10km2_outlet_51,Strahler 3 10 km2 outlet 51,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,51,215100.0,6803100.0,9.995625,,,,,,,
s3_10km2_outlet_52,Strahler 3 10 km2 outlet 52,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,52,377925.0,6795525.0,9.995625,,,,,,,
s3_10km2_outlet_53,Strahler 3 10 km2 outlet 53,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,53,187275.0,6779175.0,9.995625,,,,,,,
s3_10km2_outlet_54,Strahler 3 10 km2 outlet 54,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,54,288750.0,6765300.0,9.995625,,,,,,,
s3_10km2_outlet_55,Strahler 3 10 km2 outlet 55,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,55,393600.0,6776850.0,9.995625,,,,,,,
s3_10km2_outlet_56,Strahler 3 10 km2 outlet 56,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,56,380100.0,6712050.0,9.995625,,,,,,,
s3_10km2_outlet_61,Strahler 3 10 km2 outlet 61,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,61,353400.0,6618225.0,9.995625,,,,,,,
s3_10km2_outlet_58,Strahler 3 10 km2 outlet 58,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,58,312225.0,6651675.0,9.995625,,,,,,,
s3_10km2_outlet_59,Strahler 3 10 km2 outlet 59,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,59,339300.0,6636300.0,9.995625,,,,,,,
s3_10km2_outlet_60,Strahler 3 10 km2 outlet 60,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,60,403875.0,6653775.0,9.995625,,,,,,,
s3_10km2_outlet_47,Strahler 3 10 km2 outlet 47,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,47,328200.0,6825000.0,9.99,,,,,,,
s3_10km2_outlet_62,Strahler 3 10 km2 outlet 62,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,62,273900.0,6731400.0,9.984375,,,,,,,
s3_10km2_outlet_63,Strahler 3 10 km2 outlet 63,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,63,351900.0,6944025.0,9.86625,,,,,,,
s3_10km2_outlet_64,Strahler 3 10 km2 outlet 64,s3_10km2,Strahler 3 10 km2,s3,10km2,brittany,scan_s3_10km2,inventory,screening,true,regional_screening,64,466875.0,6604500.0,8.150625,,,,,,,
