comparison_id,variable,time_index,time_label,value__mf6_mod_s60,value__nwt_mod_s60
ex12_mf6_nwt_moderate_same_s60,intermit_areas,8,2003-09-01,0.0,0.0
ex12_mf6_nwt_moderate_same_s60,outflow_drain,8,2003-09-01,4.654671213060911e-09,5.402771951748093e-09
ex12_mf6_nwt_moderate_same_s60,perenn_areas,8,2003-09-01,20.666666666666668,23.75
ex12_mf6_nwt_moderate_same_s60,recharge,8,2003-09-01,2.3148148148148148e-09,2.3148148148148148e-09
ex12_mf6_nwt_moderate_same_s60,seepage_areas,8,2003-09-01,20.63888888888889,23.75
ex12_mf6_nwt_moderate_same_s60,total_areas,8,2003-09-01,20.666666666666668,23.75
ex12_mf6_nwt_moderate_same_s60,watertable_depth,8,2003-09-01,4471.124310819032,3.0659252449213756
ex12_mf6_nwt_moderate_same_s60,watertable_elevation,8,2003-09-01,64.49183700701533,119.18672805998061
ex12_mf6_nwt_moderate_same_s60,accumulation_flux,9,2003-10-01,0.01580837182700634,0.01782091148197651
ex12_mf6_nwt_moderate_same_s60,intermit_areas,9,2003-10-01,3.194444444444444,3.5833333333333335
ex12_mf6_nwt_moderate_same_s60,outflow_drain,9,2003-10-01,6.174535389289639e-09,6.992276816744723e-09
ex12_mf6_nwt_moderate_same_s60,perenn_areas,9,2003-10-01,20.666666666666668,23.75
ex12_mf6_nwt_moderate_same_s60,recharge,9,2003-10-01,8.101851851851851e-09,8.101851851851851e-09
ex12_mf6_nwt_moderate_same_s60,seepage_areas,9,2003-10-01,23.833333333333336,27.333333333333332
ex12_mf6_nwt_moderate_same_s60,total_areas,9,2003-10-01,23.86111111111111,27.333333333333332
ex12_mf6_nwt_moderate_same_s60,watertable_depth,9,2003-10-01,4470.873413694191,2.7934013047038273
ex12_mf6_nwt_moderate_same_s60,watertable_elevation,9,2003-10-01,64.91340221415138,119.63774009492663
ex12_mf6_nwt_moderate_same_s60,accumulation_flux,10,2003-11-01,0.03526078537106514,0.01801779679954052
ex12_mf6_nwt_moderate_same_s60,intermit_areas,10,2003-11-01,31.38888888888889,3.75
ex12_mf6_nwt_moderate_same_s60,outflow_drain,10,2003-11-01,1.5449226549492743e-08,7.080570564778012e-09
ex12_mf6_nwt_moderate_same_s60,perenn_areas,10,2003-11-01,20.666666666666668,23.75
ex12_mf6_nwt_moderate_same_s60,recharge,10,2003-11-01,2.0833333333333335e-08,2.0833333333333335e-08
ex12_mf6_nwt_moderate_same_s60,seepage_areas,10,2003-11-01,52.0,27.500000000000004
ex12_mf6_nwt_moderate_same_s60,total_areas,10,2003-11-01,52.05555555555556,27.500000000000004
ex12_mf6_nwt_moderate_same_s60,watertable_depth,10,2003-11-01,4470.103202050559,2.7553282903663017
ex12_mf6_nwt_moderate_same_s60,watertable_elevation,10,2003-11-01,66.72508438596935,119.68572777218289
ex12_mf6_nwt_moderate_same_s60,accumulation_flux,11,2003-12-01,0.07262229174375534,0.04580403119325638
ex12_mf6_nwt_moderate_same_s60,intermit_areas,11,2003-12-01,35.22222222222222,54.77777777777778
ex12_mf6_nwt_moderate_same_s60,outflow_drain,11,2003-12-01,3.465175596946221e-08,2.1574176617059507e-08
ex12_mf6_nwt_moderate_same_s60,perenn_areas,11,2003-12-01,20.666666666666668,23.75
ex12_mf6_nwt_moderate_same_s60,recharge,11,2003-12-01,3.472222222222222e-08,3.472222222222222e-08
ex12_mf6_nwt_moderate_same_s60,seepage_areas,11,2003-12-01,55.86111111111111,78.08333333333334
ex12_mf6_nwt_moderate_same_s60,total_areas,11,2003-12-01,55.888888888888886,78.52777777777777
ex12_mf6_nwt_moderate_same_s60,watertable_depth,11,2003-12-01,4470.086029495767,0.1954716189469172
ex12_mf6_nwt_moderate_same_s60,watertable_elevation,11,2003-12-01,68.89854097512641,123.8730956225925
