id,x,y,crs,name
4204300,-1.562663068,48.122928829,EPSG:4326,VILAINE à CESSON-SEVIGNE
4161595,-1.19673031,48.375663162,EPSG:4326,NANCON à LECOUSSE
4161600,-1.199593917,48.363830293,EPSG:4326,NANCON à FOUGERES
04161600,-1.199593917,48.363830293,EPSG:4326,NANCON à FOUGERES
