;qmax;qmin;qmed;qmean;q10;q90;q0;qmid;qsep;hi;long;short;excent;short_p;short_n;area;area_p;area_n;slope
1994;45.63156923076923;1.2310153846153846;10.639753846153846;18.148089940828406;2.917403076923077;44.581513846153854;9.333046153846153;27.482307692307693;23.431292307692306;57.56876704331806;148.5172879056348;20.333592911117975;7.304035669191975;0.3338111405739467;19.99978177054403;2713.0110120000004;235.00111518086246;2289.5285208162286;0.3132866738130452
1995;45.38455384615385;0.9551999999999999;9.71556923076923;17.72209704142012;2.3003815384615383;44.76276923076924;9.71556923076923;27.55006153846154;23.169876923076924;51.612534245867565;145.76603302274071;21.61490733630986;6.743773209606838;1.334038562390855;20.280868773919003;2459.012131846154;154.2270244429732;2232.074306492466;0.3200270391569102
1996;43.42006153846154;0.8761846153846153;9.245353846153847;16.655034319526628;2.1554953846153846;43.07202461538462;8.067876923076923;25.74396923076923;22.148123076923078;49.33905702129077;139.38637554885312;19.89606761767291;7.005724861180186;1.178098171632538;18.71796944604037;2253.4428692307692;183.253518451892;1941.6755742319674;0.32051739874996726
1997;36.353353846153844;0.7962461538461538;9.311815384615384;14.320231952662725;2.1041723076923082;35.35510153846154;6.191076923076922;21.272215384615382;18.5748;57.53762439156643;137.21218434396545;17.25734120545038;7.950945786517205;0.872542128321197;16.384799077129184;2108.0223623076927;161.26211458324298;1924.5975663995246;0.26830490618606084
1998;42.62492307692308;0.984553846153846;10.555015384615384;16.26237159763314;2.4228553846153846;40.94662153846155;7.138892307692307;24.881907692307696;21.804738461538463;63.49887995768015;135.1592489424042;21.965168966062944;6.15334437678265;2.7420900189914597;19.223078947071485;2612.6372723076925;276.4831849945639;2206.876350185232;0.32383535584064393
1999;45.44141538461539;1.2631384615384615;15.371261538461539;18.14144378698225;2.742683076923077;42.38828307692309;9.355384615384615;27.398400000000002;23.352276923076925;53.69850966883713;119.40810013098806;22.29203892190972;5.356535602206753;0.5445167053207958;21.747522216588926;2629.235422615385;339.0788557782446;2280.5066741124597;0.39823569588567137
2000;58.698276923076925;1.4296615384615385;18.74307692307692;22.970783431952665;2.8389046153846156;54.60073846153848;16.233784615384614;37.46603076923077;30.06396923076923;42.37841295941506;128.24238508804726;29.315559271379232;4.374550180021646;0.7815084966028445;28.53405077477639;3355.7879644615386;484.0228307060743;2862.32766120851;0.49909464799873965
2001;59.18824615384616;1.5029538461538463;19.031999999999993;23.22117869822485;2.5139815384615387;54.99031384615387;15.888369230769232;37.5383076923077;30.3456;41.32746770622691;142.48429448056342;27.939401162087854;5.099761933119251;0.2251625690644023;27.714238593023452;3237.204628615383;258.6078462510179;2968.316691840941;0.442762346453485
2002;60.39544615384615;1.4366769230769232;18.95593846153846;23.758310059171592;1.981329230769231;56.09852307692309;17.490276923076923;38.942861538461536;30.916061538461538;39.40080409224545;144.60075274426168;29.933953887943023;4.830659968461595;1.9367491002997936;27.99720478764323;3388.582276615384;202.9665344899605;3157.5451786923118;0.4465389421802493
2003;57.83261538461538;1.3873846153846148;17.597723076923074;22.311124260355026;1.936578461538462;53.6372676923077;17.096861538461535;37.46473846153846;29.609999999999996;37.92140056612459;117.31210370883186;32.07676795118115;3.6572295527832983;3.827766579158646;28.2490013720225;3407.0287610769233;1023.7834917011112;2383.2452693758123;0.5488645543488015
2004;48.14529230769231;1.274584615384615;17.292369230769225;19.7616;1.8496615384615387;45.201193846153856;16.012061538461538;32.07867692307693;24.70993846153846;37.48519163351142;109.88737570611899;27.20712310246684;4.038919340801439;4.379294133976071;22.82782896849077;2836.9746461538452;567.0223050057971;2165.628302053543;0.4715837377231887
2005;46.77563076923077;1.4484923076923073;17.114953846153846;19.706044970414204;1.863175384615385;44.203495384615394;16.07243076923077;31.42403076923077;24.11206153846154;74.93107881142458;107.01814101408921;29.40387261984474;3.6395934099463627;7.2104547034960405;22.1934179163487;2938.996082769231;716.4099204533921;2222.586162315839;0.4675551958485578
2006;51.41944615384615;1.8348923076923076;18.007199999999994;22.016563313609463;2.775175384615385;49.01756307692308;16.848;34.133723076923076;26.62716923076923;75.91990612642832;115.04409624192861;33.699578706810364;3.4138140788887457;9.050805937387006;24.64877276942336;3324.6673559999995;652.9460870823739;2580.7313969799816;0.47764718087037705
2007;55.008923076923075;1.7791384615384611;19.560184615384618;23.02307218934911;2.801058461538462;51.93570461538462;17.035015384615384;36.02196923076923;28.394030769230767;69.44998078423654;120.8449008862196;33.18285474995408;3.6417873566585417;6.95131344290556;26.231541307048523;3210.8853295384615;692.9539829947341;2517.9313465437276;0.4906423137190949
2008;53.930769230769236;1.4545846153846154;18.504369230769232;22.570693491124263;2.7772430769230776;50.9988553846154;16.90430769230769;35.41753846153846;27.692676923076927;65.69434576330511;127.33118304951041;31.726998751139853;4.013338420323662;6.034270587082822;25.69272816405703;3125.891376;20.245450175057403;2576.7723005566454;0.452322411889709
2009;52.992000000000004;1.2487384615384614;15.719999999999999;21.569680473372784;2.4394707692307693;50.63929846153847;15.719999999999999;34.356;27.12036923076923;65.61194118983093;133.52806498874173;36.0783519069725;3.701057779275558;10.123065061166503;25.955286845806;3457.7800730769227;8.85451445047341;2754.4396828757367;0.42035226076170074
2010;41.02707692307693;1.182461538461538;10.249476923076923;17.232766863905322;2.330658461538462;39.24387692307694;10.249476923076923;25.63827692307693;21.104769230769236;76.51517080363807;117.44540763753996;30.80051325136429;3.8130990441316035;11.259318540647758;19.541194710716532;2914.6465486153857;5.10515427507211;2212.4785050938685;0.36065003063554846
2011;40.618153846153845;1.2369230769230768;10.6392;17.12098934911243;2.30843076923077;38.5859076923077;9.90203076923077;25.260092307692307;20.92753846153846;86.27411412615305;108.94201192331364;29.47075196742099;3.69661459754219;9.750348875178105;19.720403092242886;2968.1041246153845;614.312187692308;2353.791936923076;0.3877059391506847
2012;41.497107692307694;1.2642461538461536;10.999753846153848;17.93423431952663;2.4103015384615385;39.88150153846155;8.09409230769231;24.7956;21.380676923076923;86.46939016633317;106.38598767024263;32.58695766141916;3.264679961093659;12.6628779503862;19.924079711032967;3124.5998460000005;776.5449184615388;2348.0549275384615;0.408517657901828
2013;47.04313846153847;1.2040615384615383;10.867384615384617;20.19284733727811;2.3647015384615386;46.587692307692315;9.203446153846155;28.12329230769231;24.123600000000003;92.99274722274271;113.46639589834412;35.075302677212576;3.234937042241406;12.12981278012324;22.945489897089338;3771.643606153846;929.5314890769232;2842.1121170769234;0.44163087743221663
2014;50.08375384615385;1.3059692307692308;11.412923076923079;21.334608284023666;2.4142523076923075;49.84308923076924;10.635323076923077;30.359538461538463;25.694861538461538;94.70935824553455;122.29838417569077;36.901953276574154;3.3141439223849267;12.313516079187877;24.588437197386277;4217.505051230769;3098.388771878993;2.948973044083635;0.4349334339312046
2015;51.47963076923078;1.1719384615384614;11.477538461538462;21.557865088757396;2.4349292307692307;51.33644307692309;10.293969230769232;30.886800000000008;26.32578461538462;94.80121771308296;133.96480696558126;40.296001538142924;3.3245186085962994;15.978001507363972;24.318000030778954;4354.856612769231;2720.5569129910496;0.54713254741272;0.4051843774781921
2016;47.41440000000001;0.8357538461538461;11.060861538461538;19.346996449704143;1.4766276923076924;47.06344615384616;9.569169230769232;28.49178461538462;24.125076923076925;83.36097370106685;97.72460477037095;36.79272404799961;2.6560850629836454;13.027883266550745;23.764840781448864;3790.491192;1163.7703319999998;2626.7208600000004;0.5421795617954385
2017;47.64590769230769;0.704123076923077;9.727015384615385;18.87097278106509;1.406289230769231;43.69901538461538;9.341169230769232;28.49353846153846;24.17501538461538;90.34405663646059;104.39425830895662;36.19038420081002;2.88458552221228;11.741739626644376;24.448644574165645;4008.555721384616;1034.7954059999997;2973.760315384615;0.503424147304248
2018;45.8592;0.7085538461538462;10.409353846153845;17.70705798816568;1.3209969230769232;39.02824615384615;8.497107692307694;27.178153846153847;23.283876923076924;94.7532143368339;96.72914696775645;35.512231924403245;2.7238261783621165;11.832762792742782;23.67946913166046;3902.9813418461536;1177.1570104615382;2725.8243313846147;0.5277999433496539
xi;42.376832579185525;1.6984977375565609;15.405791855203619;19.1532084928646;2.38324705882353;42.00008687782806;10.960615384615386;26.668723981900456;22.03766515837104;71.13396786218513;101.85050813133104;30.06825040564422;3.3873107599307577;12.021765544250043;18.04648486139418;2983.1483160322946;1497.7704270073634;1485.3778890249312;0.43564710462255624
