region_id,site_count,planned_case_count,skipped_case_count,executed_case_count,reused_case_count,successful_case_count,failed_case_count,pending_case_count,execution_duration_seconds_mean,child_wall_time_seconds_mean
brittany,20,12,29,0,0,0,0,12,,
