cell_id,geology_key,fraction
0,1341,1.0
1,1341,1.0
2,1,1.0
3,1,1.0
4,1341,1.0
5,1,1.0
6,1341,1.0
7,1721,0.10714285714285714
7,1341,0.8928571428571429
8,1,1.0
9,1,1.0
10,1,1.0
11,11,1.0
12,1,1.0
13,1341,1.0
14,1341,1.0
15,1341,1.0
16,1,1.0
17,1341,1.0
18,1341,1.0
19,1,1.0
20,1,1.0
21,1,1.0
22,1471,0.03571428571428571
22,1371,0.17857142857142858
22,11,0.03571428571428571
22,1731,0.75
23,1,0.25
23,11,0.75
24,1341,1.0
25,1341,1.0
26,1341,1.0
27,1341,1.0
28,1,1.0
29,1,1.0
30,1341,1.0
31,1341,1.0
32,1,1.0
33,1341,1.0
34,1341,1.0
35,1,0.6428571428571429
35,11,0.35714285714285715
36,1341,1.0
37,1341,1.0
38,1,1.0
39,1,1.0
40,1,0.07142857142857142
40,11,0.9285714285714286
41,1,1.0
42,1341,1.0
43,1,0.07142857142857142
43,1341,0.9285714285714286
44,11,1.0
45,1341,1.0
46,1,1.0
47,1,1.0
48,1341,1.0
49,1,1.0
50,1,0.5714285714285714
50,1341,0.42857142857142855
51,1341,1.0
52,1,1.0
53,1,0.03571428571428571
53,1341,0.9642857142857143
54,1341,1.0
55,1,0.9642857142857143
55,11,0.03571428571428571
56,1341,1.0
57,1471,0.07142857142857142
57,11,0.5714285714285714
57,1731,0.35714285714285715
58,1,1.0
59,1,0.9642857142857143
59,1341,0.03571428571428571
60,1,1.0
61,1,1.0
62,1,1.0
63,1341,1.0
64,1341,1.0
65,1,1.0
66,1,0.39285714285714285
66,1341,0.6071428571428571
67,1341,1.0
68,1341,1.0
69,1341,1.0
70,1341,1.0
71,1341,1.0
72,1341,1.0
73,1341,1.0
74,1341,1.0
75,1341,1.0
76,1,1.0
77,1,0.25
77,1341,0.75
78,1,1.0
79,1,1.0
80,1,1.0
81,1341,1.0
82,1,1.0
83,1,1.0
84,1,1.0
85,1341,1.0
86,1341,1.0
87,1341,1.0
88,1341,1.0
89,1341,1.0
90,1341,1.0
91,1371,1.0
92,1341,1.0
93,1341,1.0
94,1721,0.07142857142857142
94,1341,0.9285714285714286
95,1,1.0
96,1341,1.0
97,1,1.0
98,1341,1.0
99,1,1.0
100,1,1.0
101,1,1.0
102,1341,1.0
103,1341,1.0
104,1,0.03571428571428571
104,1341,0.9642857142857143
105,1,0.10714285714285714
105,1341,0.8928571428571429
106,1,1.0
107,1341,1.0
108,1,1.0
109,1341,1.0
110,1341,1.0
111,1,1.0
112,1,1.0
113,1341,1.0
114,1,0.07142857142857142
114,1341,0.9285714285714286
115,1,1.0
116,1371,0.75
116,11,0.25
117,1341,1.0
118,1,1.0
119,1341,1.0
120,1341,1.0
121,1341,1.0
122,1341,1.0
123,1341,1.0
124,1341,1.0
125,1,1.0
126,1,1.0
127,1,1.0
128,1341,1.0
129,1341,1.0
130,1,1.0
131,1,1.0
132,1,1.0
133,1341,1.0
134,1341,1.0
135,1,0.6071428571428571
135,1341,0.39285714285714285
136,1341,1.0
137,1,1.0
138,1341,1.0
139,1341,1.0
140,1341,1.0
141,1,0.8571428571428571
141,11,0.14285714285714285
142,1341,1.0
143,1341,1.0
144,1,0.8571428571428571
144,1721,0.14285714285714285
145,1,1.0
146,1,0.8928571428571429
146,1341,0.10714285714285714
147,1,1.0
148,11,1.0
149,1,1.0
150,1,0.07142857142857142
150,1341,0.9285714285714286
151,1,0.07142857142857142
151,1341,0.9285714285714286
152,11,1.0
153,1,1.0
154,1,1.0
155,1,1.0
156,1341,1.0
157,1341,1.0
158,11,1.0
159,1,0.07142857142857142
159,1341,0.9285714285714286
160,1341,1.0
161,1341,1.0
162,1341,1.0
163,1341,1.0
164,1,1.0
165,11,1.0
166,1,1.0
167,1,1.0
168,1,1.0
169,1341,1.0
170,1,0.9642857142857143
170,1341,0.03571428571428571
171,1,0.75
171,1341,0.25
