edge_id,node_a,node_b,cell_a,cell_b,length_m,edge_kind,is_river,geology_a_key,geology_b_key
0,0,719,1071,,1908.333333333023,boundary,False,1841,
1,0,752,1078,,1882.5,boundary,False,1701,
2,0,1820,1071,1078,1849.547823512044,geology_interface,False,1841,1701
3,1,726,1337,,1908.333333333023,boundary,False,2021,
4,1,727,1352,,1882.5,boundary,False,2021,
5,1,1842,1337,1352,1763.8082539446978,internal,False,2021,2021
6,2,735,1362,,1882.5,boundary,False,901,
7,2,736,1351,,1908.333333333023,boundary,False,801,
8,2,1838,1351,1362,1732.1042635979484,geology_interface,False,801,901
9,3,743,514,,1908.333333333023,boundary,False,2021,
10,3,744,507,,1882.5,boundary,False,1841,
11,3,1679,507,514,2257.9524706348534,geology_interface,False,1841,2021
12,4,5,66,1162,75.0,internal,True,2021,2021
13,4,692,718,3718,235.36866095305749,internal,False,2021,2021
14,4,758,223,3718,344.99741940445426,internal,False,2021,2021
15,4,1049,66,718,184.51639079911084,internal,False,2021,2021
16,4,1300,1162,1709,159.0990257669732,internal,False,2021,2021
17,4,1829,223,1709,224.39374618078435,internal,False,2021,2021
18,5,6,409,2635,75.0,internal,True,2021,2021
19,5,1049,66,409,148.74441119017698,internal,False,2021,2021
20,5,1300,1162,2635,118.58541225631423,internal,False,2021,2021
21,6,7,177,2928,106.06601717798213,internal,True,2021,2021
22,6,1049,409,1558,146.47013773153452,internal,False,2021,2021
23,6,1300,2635,2928,118.58541225631423,internal,False,2021,2021
24,6,1466,1558,1768,268.91874347093864,internal,False,2021,2021
25,6,1837,177,1768,216.63850591089056,internal,False,2021,2021
26,7,8,589,2072,106.06601717798213,internal,True,2021,2021
27,7,1300,589,2928,118.58541225631423,internal,False,2021,2021
28,7,1837,177,2072,156.30816435247985,internal,False,2021,2021
29,8,9,262,590,106.06601717798213,internal,True,2021,2021
30,8,1300,433,589,191.21323175972944,internal,False,2021,2021
31,8,1301,590,2244,184.54474739910586,internal,False,2021,2021
32,8,1660,262,433,203.04045910214373,internal,False,2021,2021
33,8,1837,2072,2244,156.30816435228434,internal,False,2021,2021
34,9,10,1364,2929,106.06601717798213,internal,True,2021,2021
35,9,1301,590,2929,118.69339362754111,internal,False,2021,2021
