X Y Z facies
163494.156250 2323440.250000 -50.000000 6666.000000
163501.687500 2323464.000000 -50.000000 6666.000000
163509.218750 2323488.000000 -50.000000 6666.000000
163516.750000 2323511.750000 -50.000000 6666.000000
163524.281250 2323535.500000 -50.000000 6666.000000
163531.812500 2323559.500000 -50.000000 6666.000000
163539.343750 2323583.250000 -50.000000 6666.000000
163546.875000 2323607.000000 -50.000000 6666.000000
163554.406250 2323631.000000 -50.000000 6666.000000
163561.937500 2323654.750000 -50.000000 6666.000000
163569.468750 2323678.500000 -50.000000 6666.000000
163577.000000 2323702.500000 -50.000000 6666.000000
163584.531250 2323726.250000 -50.000000 6666.000000
163592.062500 2323750.250000 -50.000000 6666.000000
163599.593750 2323774.000000 -50.000000 6666.000000
163607.125000 2323797.750000 -50.000000 6666.000000
163614.656250 2323821.750000 -50.000000 6666.000000
163622.187500 2323845.500000 -50.000000 6666.000000
163629.718750 2323869.250000 -50.000000 6666.000000
163637.250000 2323893.250000 -50.000000 6666.000000
163644.781250 2323917.000000 -50.000000 6666.000000
163652.312500 2323940.750000 -50.000000 6666.000000
163659.843750 2323964.750000 -50.000000 6666.000000
163667.375000 2323988.500000 -50.000000 6666.000000
163674.906250 2324012.250000 -50.000000 6666.000000
163682.437500 2324036.250000 -50.000000 6666.000000
163689.968750 2324060.000000 -50.000000 6666.000000
163697.515625 2324084.000000 -50.000000 6666.000000
163705.046875 2324107.750000 -50.000000 6666.000000
163712.578125 2324131.500000 -50.000000 6666.000000
163720.109375 2324155.500000 -50.000000 6666.000000
163727.640625 2324179.250000 -50.000000 6666.000000
163735.171875 2324203.000000 -50.000000 6666.000000
163742.703125 2324227.000000 -50.000000 6666.000000
163750.234375 2324250.750000 -50.000000 6666.000000
163757.765625 2324274.500000 -50.000000 6666.000000
163765.296875 2324298.500000 -50.000000 6666.000000
