comparison_id,simulation_id,simulation_label,solver,mesh_label,mesh_mode,sim_id,run_name,run_folder,source_variable,threshold,persistence_threshold,n_timesteps,catchment_cell_count,active_cell_count_mean,active_cell_count_max,active_cell_count_last,active_cell_count_any,persistent_cell_count,always_active_cell_count,perennial_cell_count,drainage_density_mean_pct,drainage_density_max_pct,drainage_density_last_pct,active_any_ratio,persistent_ratio,always_active_ratio,perennial_ratio,persistence_mean,persistence_max
site_03_natural_n1_10km2_mf6_bouss,mf6_ref,MODFLOW 6 reference,modflow6,generated_geology_river_catchment_mesh,mesh_catchment,8499ad9d-8d27-4c6a-a49c-a5e481724746,site_03_natural_n1_10km2_mf6_bouss__mf6_ref,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_03_natural_n1_10km2_mf6_bouss/workspaces/mf6_ref,accumulation_flux,0.0,0.5,24,2034,565.0833333333334,891,349,931,517,346,346,27.781874795149132,43.80530973451327,17.158308751229104,0.4577187807276303,0.25417895771878074,0.17010816125860373,0.17010816125860373,0.2778187479514913,1.0
