comparison_id,simulation_id,simulation_label,solver,mesh_label,mesh_mode,sim_id,run_name,run_folder,network_role,source_variable,threshold,mode,persistence_threshold,timestep,network_buffer_m,distance_method,catchment_cell_count,active_cell_count,network_cell_count,sim_to_network_sample_count,sim_to_network_distance_mean_m,sim_to_network_distance_median_m,sim_to_network_distance_p95_m,sim_to_network_distance_max_m,network_to_sim_sample_count,network_to_sim_distance_mean_m,network_to_sim_distance_median_m,network_to_sim_distance_p95_m,network_to_sim_distance_max_m,bidirectional_distance_mean_m,bidirectional_distance_quadratic_mean_m,bidirectional_distance_absolute_difference_m,planar_distance_ratio,planar_distance_log10_ratio
site_03_natural_n1_10km2_mf6_bouss,mf6_ref,MODFLOW 6 reference,modflow6,generated_geology_river_catchment_mesh,mesh_catchment,8499ad9d-8d27-4c6a-a49c-a5e481724746,site_03_natural_n1_10km2_mf6_bouss__mf6_ref,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_03_natural_n1_10km2_mf6_bouss/workspaces/mf6_ref,reference,release_flux,0.0,persistent,0.5,-1,0.0,raw_planar_cell_centroid_to_network,2034,398,76,398,548.0935926728384,130.08262625077384,1972.7843305803765,2588.168792741081,76,5.7253859129378695,0.0,20.76134966287627,60.069742645807004,276.90948929288817,548.1234955490153,542.3682067599005,95.73041905075617,1.9810499599999034
site_03_natural_n1_10km2_mf6_bouss,bouss_candidate,Boussinesq PETSc TS/SNESVI candidate,boussinesq,generated_geology_river_catchment_mesh,mesh_catchment,30862bea-9d79-486f-8b53-5153a92a3297,site_03_natural_n1_10km2_mf6_bouss__bouss_candidate,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_03_natural_n1_10km2_mf6_bouss/workspaces/bouss_candidate,reference,release_flux,0.0,persistent,0.5,-1,0.0,raw_planar_cell_centroid_to_network,2034,1201,76,1201,1054.554005359329,1142.181036881551,1998.0996371214899,2606.481913341491,76,4.761986938274626,0.0,17.706963196563105,26.376543977726346,529.6579961488019,1054.5647570154258,1049.7920184210543,221.45251951098746,2.345280625706776
