comparison_id,simulation_id,simulation_label,solver,mesh_label,mesh_mode,sim_id,run_name,run_folder,network_role,source_variable,threshold,mode,persistence_threshold,timestep,network_buffer_m,distance_method,catchment_cell_count,active_cell_count,network_cell_count,sim_to_network_sample_count,sim_to_network_distance_mean_m,sim_to_network_distance_median_m,sim_to_network_distance_p95_m,sim_to_network_distance_max_m,network_to_sim_sample_count,network_to_sim_distance_mean_m,network_to_sim_distance_median_m,network_to_sim_distance_p95_m,network_to_sim_distance_max_m,bidirectional_distance_mean_m,bidirectional_distance_quadratic_mean_m,bidirectional_distance_absolute_difference_m,planar_distance_ratio,planar_distance_log10_ratio
site_03_natural_n1_10km2_mf6_bouss,mf6_ref,MODFLOW 6 reference,modflow6,generated_geology_river_catchment_mesh,mesh_catchment,8499ad9d-8d27-4c6a-a49c-a5e481724746,site_03_natural_n1_10km2_mf6_bouss__mf6_ref,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_03_natural_n1_10km2_mf6_bouss/workspaces/mf6_ref,reference,accumulation_flux,0.0,persistent,0.5,-1,0.0,planar_cell_centroid_to_network,2034,517,76,517,523.5646198181271,124.87365214277408,1877.2983411469081,2588.168792741081,76,1.4569523227256016,0.0,13.383770497425045,18.307675646211102,262.5107860704263,523.5666469852436,522.1076674954015,359.35604182205884,2.5555249510097213
