comparison_id,simulation_id,simulation_label,solver,mesh_label,mesh_mode,sim_id,run_name,run_folder,reference_role,candidate_role,reference_feature_name,candidate_feature_name,tolerance_m,crs,reference_segment_count,candidate_segment_count,reference_matched_segment_count,reference_missing_segment_count,candidate_matched_segment_count,candidate_extra_segment_count,reference_total_length_m,candidate_total_length_m,matched_reference_length_m,matched_candidate_length_m,missing_reference_length_m,extra_candidate_length_m,reference_coverage_ratio,candidate_match_ratio,missing_reference_ratio,extra_candidate_ratio,length_balance_ratio,length_f1_ratio,hausdorff_distance_m
site_03_natural_n1_10km2_mf6_bouss,mf6_ref,MODFLOW 6 reference,modflow6,generated_geology_river_catchment_mesh,mesh_catchment,8499ad9d-8d27-4c6a-a49c-a5e481724746,site_03_natural_n1_10km2_mf6_bouss__mf6_ref,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_03_natural_n1_10km2_mf6_bouss/workspaces/mf6_ref,reference,generated,hydrographic_network_reference,hydrographic_network_generated,50.0,EPSG:2154,1,8,4,4,8,9,1786.1112111143898,3337.957249080741,1262.9721711130085,1394.1668451731805,523.1390400013814,1943.7904039075604,0.707107241281474,0.4176706713536035,0.2928927587185261,0.5823293286463965,1.8688406569029505,0.5251489256098988,673.4407244322706
site_03_natural_n1_10km2_mf6_bouss,bouss_candidate,Boussinesq PETSc TS/SNESVI candidate,boussinesq,generated_geology_river_catchment_mesh,mesh_catchment,30862bea-9d79-486f-8b53-5153a92a3297,site_03_natural_n1_10km2_mf6_bouss__bouss_candidate,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_03_natural_n1_10km2_mf6_bouss/workspaces/bouss_candidate,reference,generated,hydrographic_network_reference,hydrographic_network_generated,50.0,EPSG:2154,1,8,4,4,8,9,1786.1112111143898,3337.957249080741,1262.9721711130085,1394.1668451731805,523.1390400013814,1943.7904039075604,0.707107241281474,0.4176706713536035,0.2928927587185261,0.5823293286463965,1.8688406569029505,0.5251489256098988,673.4407244322706
