comparison_id,simulation_id,simulation_label,solver,mesh_label,mesh_mode,sim_id,run_name,run_folder,network_role,source_variable,threshold,mode,persistence_threshold,timestep,buffer_m,catchment_cell_count,active_cell_count,network_cell_count,overlap_cell_count,missing_network_cell_count,extra_active_cell_count,network_coverage_ratio,active_precision_ratio,cell_f1_ratio,cell_jaccard_ratio
site_03_natural_n1_10km2_mf6_bouss,mf6_ref,MODFLOW 6 reference,modflow6,generated_geology_river_catchment_mesh,mesh_catchment,8499ad9d-8d27-4c6a-a49c-a5e481724746,site_03_natural_n1_10km2_mf6_bouss__mf6_ref,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_03_natural_n1_10km2_mf6_bouss/workspaces/mf6_ref,reference,accumulation_flux,0.0,persistent,0.5,-1,0.0,2034,517,76,68,8,449,0.8947368421052632,0.13152804642166344,0.22934232715008432,0.1295238095238095
