cell_id,geology_key,fraction
0,1721,0.8571428571428571
0,621,0.03571428571428571
0,161,0.10714285714285714
1,601,1.0
2,1721,0.8214285714285714
2,601,0.17857142857142858
3,2081,0.07142857142857142
3,1901,0.9285714285714286
4,1321,0.8928571428571429
4,601,0.10714285714285714
5,601,1.0
6,2201,1.0
7,1,0.8928571428571429
7,401,0.10714285714285714
8,1721,1.0
9,601,1.0
10,1721,0.5714285714285714
10,161,0.42857142857142855
11,1721,0.8928571428571429
11,161,0.10714285714285714
12,1321,1.0
13,1321,0.25
13,1981,0.6785714285714286
13,601,0.07142857142857142
14,1901,1.0
15,621,1.0
16,241,0.03571428571428571
16,601,0.9642857142857143
17,1,0.8214285714285714
17,2201,0.17857142857142858
18,1321,1.0
19,1981,1.0
20,2201,1.0
21,1721,0.2857142857142857
21,601,0.7142857142857143
22,1721,1.0
23,1721,1.0
24,1721,1.0
25,1321,1.0
26,1981,0.07142857142857142
26,1901,0.9285714285714286
27,1,0.39285714285714285
27,1321,0.6071428571428571
28,1721,0.9642857142857143
28,621,0.03571428571428571
29,1721,1.0
30,1901,1.0
31,1981,0.21428571428571427
31,601,0.7857142857142857
32,1,0.14285714285714285
32,1721,0.10714285714285714
32,1861,0.75
33,1981,0.21428571428571427
33,2201,0.7857142857142857
34,1321,1.0
35,1981,0.07142857142857142
35,2081,0.9285714285714286
36,1981,1.0
37,1721,1.0
38,1,0.25
38,1981,0.42857142857142855
38,1901,0.32142857142857145
39,601,1.0
40,1981,1.0
41,2201,1.0
42,1721,1.0
43,1321,1.0
44,1,1.0
45,2081,1.0
46,1521,1.0
47,1321,1.0
48,2201,1.0
49,1901,1.0
50,601,1.0
51,1721,1.0
52,1901,1.0
53,1901,1.0
54,1901,1.0
55,1901,1.0
56,1721,1.0
57,601,1.0
58,601,1.0
59,1721,1.0
60,1321,1.0
61,1721,1.0
62,1,0.6785714285714286
62,1901,0.32142857142857145
63,1721,1.0
64,1321,1.0
65,1901,1.0
66,1721,0.17857142857142858
66,601,0.8214285714285714
67,1721,0.5714285714285714
67,1861,0.42857142857142855
68,1981,0.03571428571428571
68,2081,0.9642857142857143
69,1441,1.0
70,1721,1.0
71,1721,1.0
72,1721,1.0
73,1721,1.0
74,1441,1.0
75,1441,1.0
76,1721,1.0
77,1901,1.0
