node_id,x,y,z_top,z_bottom
0,209062.5,6776662.5,98.0,48.0
1,209062.5,6844462.5,183.10000610351562,133.10000610351562
2,275962.5,6844462.5,31.8799991607666,-18.1200008392334
3,275962.5,6776662.5,110.19999694824219,60.19999694824219
4,249300.0,6812945.255980931,185.9540131425062,135.9540131425062
5,251427.2809431693,6813398.306471341,199.21780435439692,149.21780435439692
6,251688.5376341922,6813451.554922794,201.71216951831872,151.71216951831872
7,251925.0,6813499.780182479,199.63714147813744,149.63714147813744
8,251925.0,6813525.0,199.1999969482422,149.1999969482422
9,251925.0,6813600.0,198.10000610351562,148.10000610351562
10,251850.0,6813675.0,196.6999969482422,146.6999969482422
11,251775.0,6813750.0,195.0,145.0
12,251700.0,6813750.0,195.39999389648438,145.39999389648438
13,251625.0,6813675.0,194.6999969482422,144.6999969482422
14,251550.0,6813675.0,193.6999969482422,143.6999969482422
15,251475.0,6813600.0,193.8000030517578,143.8000030517578
16,251400.0,6813600.0,193.3000030517578,143.3000030517578
17,251325.0,6813600.0,193.5,143.5
18,251250.0,6813600.0,193.10000610351562,143.10000610351562
19,251175.0,6813600.0,192.6999969482422,142.6999969482422
20,251100.0,6813675.0,192.6999969482422,142.6999969482422
21,251025.0,6813675.0,192.5,142.5
22,250950.0,6813675.0,191.89999389648438,141.89999389648438
23,250875.0,6813675.0,192.1999969482422,142.1999969482422
24,250800.0,6813675.0,191.6999969482422,141.6999969482422
25,250725.0,6813675.0,191.60000610351562,141.60000610351562
26,250650.0,6813675.0,191.8000030517578,141.8000030517578
27,250575.0,6813675.0,191.6999969482422,141.6999969482422
28,250500.0,6813675.0,191.1999969482422,141.1999969482422
29,250425.0,6813750.0,190.8000030517578,140.8000030517578
30,250350.0,6813750.0,190.60000610351562,140.60000610351562
31,250275.0,6813675.0,190.1999969482422,140.1999969482422
32,250200.0,6813675.0,189.89999389648438,139.89999389648438
33,250125.0,6813675.0,189.60000610351562,139.60000610351562
34,250050.0,6813600.0,189.60000610351562,139.60000610351562
35,249975.0,6813600.0,189.3000030517578,139.3000030517578
36,249900.0,6813600.0,189.0,139.0
37,249825.0,6813600.0,188.60000610351562,138.60000610351562
38,249750.0,6813600.0,188.3000030517578,138.3000030517578
39,249675.0,6813600.0,188.0,138.0
40,249600.0,6813525.0,188.1999969482422,138.1999969482422
41,249525.0,6813450.0,188.10000610351562,138.10000610351562
42,249525.0,6813375.0,187.1999969482422,137.1999969482422
43,249450.0,6813300.0,186.60000610351562,136.60000610351562
44,249450.0,6813225.0,186.5,136.5
45,249450.0,6813150.0,186.60000610351562,136.60000610351562
46,249375.0,6813075.0,186.10000610351562,136.10000610351562
47,249300.0,6813000.0,186.10000610351562,136.10000610351562
48,249120.4447467377,6812907.01580593,187.41769736261557,137.4176973626156
49,247420.6674677223,6812571.701078225,207.05164784669472,157.05164784669475
50,244899.3570287053,6811842.589307991,176.1534066223652,126.15340662236518
51,244331.0798622183,6811526.398221991,174.0868879615121,124.08688796151209
52,244327.8222354571,6811123.494020438,168.28116193409963,118.28116193409963
53,244649.247334829,6810918.430784227,185.30564286832598,135.30564286832595
54,245051.1855236196,6810672.243602579,205.29595532254172,155.29595532254174
55,245089.3738856695,6810389.723723311,210.20502914088203,160.20502914088203
56,244764.8169676684,6810232.155095754,199.26012360338373,149.26012360338376
57,242219.2362628163,6810109.62975995,158.95695195999647,108.95695195999647
58,241725.0,6809962.058807735,130.14823673886806,80.14823673886806
59,241003.3994440578,6809746.600555941,131.79409735818973,81.79409735818973
60,240975.0,6809775.0,131.3800048828125,81.3800048828125
61,240900.0,6809775.0,131.25,81.25
62,240825.0,6809775.0,131.5500030517578,81.55000305175781
63,240750.0,6809700.0,131.5,81.5
64,240708.5689360978,6809658.568936097,131.4933204716552,81.49332047165521
65,240217.7483628177,6809512.017853519,140.52747616964078,90.52747616964078
66,239618.260532017,6809599.706010235,180.46009094300507,130.46009094300507
67,237543.0071799171,6809890.58595595,178.6192222383844,128.6192222383844
68,237387.7406563194,6809912.259343681,163.4043885954901,113.40438859549009
69,236837.0782065381,6809989.1253706,170.63822417421125,120.63822417421127
70,236727.6140820617,6810231.847286019,169.9831029887644,119.9831029887644
71,236128.2784229906,6811204.339119864,214.0442131750786,164.0442131750786
72,235646.8476050853,6811692.502666908,208.1950091209709,158.1950091209709
73,235002.6956655493,6811991.407670345,198.3843161687911,148.38431616879112
74,234839.9593277053,6812022.901535848,198.00072105963696,148.000721059637
75,234700.0179735615,6812050.017973562,185.72455838842006,135.72455838842004
76,233681.8494081634,6812247.308507544,203.24314363967724,153.24314363967727
77,231745.07298663,6812399.152146339,211.65182503985378,161.6518250398538
78,230977.6802366341,6812287.025143395,213.82565509628927,163.82565509628927
79,230462.7009031398,6812262.29909686,197.07419068420842,147.07419068420845
80,230291.6730015913,6812254.087420046,200.53559915832932,150.53559915832935
81,228760.3613485093,6812521.973520125,228.42488858797205,178.42488858797205
82,228015.6461153817,6812557.462764454,193.4975171942333,143.4975171942333
83,227925.0,6812561.779192985,187.85865064277277,137.85865064277277
84,227672.0081337932,6812573.826276356,198.3887584329587,148.38875843295867
85,227106.6676739046,6812348.641491408,193.74444174665533,143.74444174665533
86,226924.4165054606,6812350.583494539,187.54984319954286,137.5498431995429
87,226950.0,6812325.0,184.0,134.0
88,227025.0,6812250.0,183.60000610351562,133.60000610351562
89,227100.0,6812175.0,183.6999969482422,133.6999969482422
90,227175.0,6812175.0,184.3000030517578,134.3000030517578
91,227250.0,6812175.0,184.8000030517578,134.8000030517578
92,227325.0,6812100.0,183.60000610351562,133.60000610351562
93,227400.0,6812025.0,183.60000610351562,133.60000610351562
94,227400.0,6811950.0,183.60000610351562,133.60000610351562
95,227325.0,6811875.0,183.60000610351562,133.60000610351562
96,227325.0,6811800.0,183.60000610351562,133.60000610351562
97,227250.0,6811725.0,183.60000610351562,133.60000610351562
98,227250.0,6811650.0,183.60000610351562,133.60000610351562
99,227325.0,6811575.0,183.60000610351562,133.60000610351562
100,227325.0,6811500.0,183.60000610351562,133.60000610351562
101,227400.0,6811425.0,183.5,133.5
102,227475.0,6811350.0,183.5,133.5
103,227550.0,6811350.0,184.10000610351562,134.10000610351562
104,227475.0,6811275.0,183.39999389648438,133.39999389648438
105,227400.0,6811275.0,183.39999389648438,133.39999389648438
106,227325.0,6811200.0,183.39999389648438,133.39999389648438
107,227400.0,6811125.0,183.39999389648438,133.39999389648438
108,227475.0,6811050.0,183.39999389648438,133.39999389648438
109,227550.0,6810975.0,184.1999969482422,134.1999969482422
110,227550.0,6810900.0,183.39999389648438,133.39999389648438
