=== TOP 120 CUMULATIVE ===
         90195523 function calls (86885269 primitive calls) in 138.869 seconds

   Ordered by: cumulative time
   List reduced from 2992 to 120 due to restriction <120>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
1782316/1781009    0.588    0.000    0.643    0.000 {built-in method builtins.getattr}
    72594    0.568    0.000    0.759    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py:6236(__finalize__)
   543375    0.565    0.000    0.694    0.000 C:\Python312\Lib\site-packages\flopy\utils\datautil.py:623(first_index)
  1080933    0.561    0.000    1.344    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
    21424    0.539    0.000    2.878    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\internals\managers.py:708(_slice_take_blocks_ax0)
  1080933    0.526    0.000    0.763    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\dtypes\generic.py:37(_check)
   185716    0.513    0.000    1.277    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py:6301(__setattr__)
358325/328695    0.507    0.000    1.821    0.000 {built-in method numpy.asarray}
    66551    0.497    0.000    0.497    0.000 {built-in method numpy.array}
    17037    0.495    0.000    1.904    0.000 C:\Python312\Lib\site-packages\flopy\mf6\data\mfdatalist.py:937(_get_file_entry_record)
56000/28000    0.463    0.000    0.610    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\numpy\_core\numeric.py:1185(roll)
    32532    0.462    0.000    2.920    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexes\base.py:475(__new__)
   541647    0.449    0.000    0.722    0.000 C:\Python312\Lib\site-packages\flopy\utils\datautil.py:226(first_item)
122507/122403    0.430    0.000    1.392    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py:6284(__getattr__)
    98800    0.404    0.000    0.492    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py:278(__init__)
478494/477171    0.398    0.000    1.726    0.000 C:\Python312\Lib\site-packages\flopy\mf6\data\mfdatastorage.py:2345(_build_full_data)
183168/22896    0.394    0.000    0.463    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\numpy\_core\_internal.py:90(_array_descr)
       54    0.392    0.007    4.059    0.075 C:\Python312\Lib\site-packages\flopy\utils\binaryfile\__init__.py:1134(_build_index)
    72004    0.391    0.000    0.510    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexes\base.py:649(_simple_new)
