hk,sy,index
1e-08,0.001,0
1e-08,0.0014677992676220691,1
1e-08,0.0021544346900318843,2
1e-08,0.0031622776601683794,3
1e-08,0.004641588833612777,4
1e-08,0.006812920690579608,5
1e-08,0.01,6
1e-08,0.01467799267622069,7
1e-08,0.021544346900318832,8
1e-08,0.03162277660168379,9
1e-08,0.046415888336127774,10
1e-08,0.06812920690579612,11
1e-08,0.1,12
1e-08,0.1467799267622069,13
1e-08,0.21544346900318823,14
1e-08,0.31622776601683794,15
1e-08,0.46415888336127775,16
1e-08,0.6812920690579608,17
1e-08,1.0,18
1e-08,1.467799267622069,19
1e-08,2.154434690031882,20
1e-08,3.1622776601683795,21
1e-08,4.6415888336127775,22
1e-08,6.812920690579608,23
1e-08,10.0,24
1.7782794100389228e-08,0.001,25
1.7782794100389228e-08,0.0014677992676220691,26
1.7782794100389228e-08,0.0021544346900318843,27
1.7782794100389228e-08,0.0031622776601683794,28
1.7782794100389228e-08,0.004641588833612777,29
1.7782794100389228e-08,0.006812920690579608,30
1.7782794100389228e-08,0.01,31
1.7782794100389228e-08,0.01467799267622069,32
1.7782794100389228e-08,0.021544346900318832,33
1.7782794100389228e-08,0.03162277660168379,34
1.7782794100389228e-08,0.046415888336127774,35
1.7782794100389228e-08,0.06812920690579612,36
1.7782794100389228e-08,0.1,37
1.7782794100389228e-08,0.1467799267622069,38
1.7782794100389228e-08,0.21544346900318823,39
1.7782794100389228e-08,0.31622776601683794,40
1.7782794100389228e-08,0.46415888336127775,41
1.7782794100389228e-08,0.6812920690579608,42
1.7782794100389228e-08,1.0,43
1.7782794100389228e-08,1.467799267622069,44
1.7782794100389228e-08,2.154434690031882,45
1.7782794100389228e-08,3.1622776601683795,46
1.7782794100389228e-08,4.6415888336127775,47
1.7782794100389228e-08,6.812920690579608,48
1.7782794100389228e-08,10.0,49
3.162277660168379e-08,0.001,50
3.162277660168379e-08,0.0014677992676220691,51
3.162277660168379e-08,0.0021544346900318843,52
3.162277660168379e-08,0.0031622776601683794,53
3.162277660168379e-08,0.004641588833612777,54
3.162277660168379e-08,0.006812920690579608,55
3.162277660168379e-08,0.01,56
3.162277660168379e-08,0.01467799267622069,57
3.162277660168379e-08,0.021544346900318832,58
3.162277660168379e-08,0.03162277660168379,59
3.162277660168379e-08,0.046415888336127774,60
3.162277660168379e-08,0.06812920690579612,61
3.162277660168379e-08,0.1,62
3.162277660168379e-08,0.1467799267622069,63
3.162277660168379e-08,0.21544346900318823,64
3.162277660168379e-08,0.31622776601683794,65
3.162277660168379e-08,0.46415888336127775,66
3.162277660168379e-08,0.6812920690579608,67
3.162277660168379e-08,1.0,68
3.162277660168379e-08,1.467799267622069,69
3.162277660168379e-08,2.154434690031882,70
3.162277660168379e-08,3.1622776601683795,71
3.162277660168379e-08,4.6415888336127775,72
3.162277660168379e-08,6.812920690579608,73
3.162277660168379e-08,10.0,74
5.6234132519034905e-08,0.001,75
5.6234132519034905e-08,0.0014677992676220691,76
5.6234132519034905e-08,0.0021544346900318843,77
5.6234132519034905e-08,0.0031622776601683794,78
