hk,sy,index
3.162277660168379e-07,0.01467799267622069,157
3.162277660168379e-07,0.021544346900318832,158
3.162277660168379e-07,0.03162277660168379,159
3.162277660168379e-07,0.046415888336127774,160
3.162277660168379e-07,0.06812920690579612,161
3.162277660168379e-07,0.1,162
3.162277660168379e-07,0.1467799267622069,163
3.162277660168379e-07,0.21544346900318823,164
3.162277660168379e-07,0.31622776601683794,165
3.162277660168379e-07,0.46415888336127775,166
3.162277660168379e-07,0.6812920690579608,167
3.162277660168379e-07,1.0,168
3.162277660168379e-07,1.467799267622069,169
3.162277660168379e-07,2.154434690031882,170
3.162277660168379e-07,3.1622776601683795,171
3.162277660168379e-07,4.6415888336127775,172
3.162277660168379e-07,6.812920690579608,173
3.162277660168379e-07,10.0,174
5.62341325190349e-07,0.001,175
5.62341325190349e-07,0.0014677992676220691,176
5.62341325190349e-07,0.0021544346900318843,177
5.62341325190349e-07,0.0031622776601683794,178
5.62341325190349e-07,0.004641588833612777,179
5.62341325190349e-07,0.006812920690579608,180
5.62341325190349e-07,0.01,181
5.62341325190349e-07,0.01467799267622069,182
5.62341325190349e-07,0.021544346900318832,183
5.62341325190349e-07,0.03162277660168379,184
5.62341325190349e-07,0.046415888336127774,185
5.62341325190349e-07,0.06812920690579612,186
5.62341325190349e-07,0.1,187
5.62341325190349e-07,0.1467799267622069,188
5.62341325190349e-07,0.21544346900318823,189
5.62341325190349e-07,0.31622776601683794,190
5.62341325190349e-07,0.46415888336127775,191
5.62341325190349e-07,0.6812920690579608,192
5.62341325190349e-07,1.0,193
5.62341325190349e-07,1.467799267622069,194
5.62341325190349e-07,2.154434690031882,195
5.62341325190349e-07,3.1622776601683795,196
5.62341325190349e-07,4.6415888336127775,197
5.62341325190349e-07,6.812920690579608,198
5.62341325190349e-07,10.0,199
1e-06,0.001,200
1e-06,0.0014677992676220691,201
1e-06,0.0021544346900318843,202
1e-06,0.0031622776601683794,203
1e-06,0.004641588833612777,204
1e-06,0.006812920690579608,205
1e-06,0.01,206
1e-06,0.01467799267622069,207
1e-06,0.021544346900318832,208
1e-06,0.03162277660168379,209
1e-06,0.046415888336127774,210
1e-06,0.06812920690579612,211
1e-06,0.1,212
1e-06,0.1467799267622069,213
1e-06,0.21544346900318823,214
1e-06,0.31622776601683794,215
1e-06,0.46415888336127775,216
1e-06,0.6812920690579608,217
1e-06,1.0,218
1e-06,1.467799267622069,219
1e-06,2.154434690031882,220
1e-06,3.1622776601683795,221
1e-06,4.6415888336127775,222
1e-06,6.812920690579608,223
1e-06,10.0,224
1.778279410038923e-06,0.001,225
1.778279410038923e-06,0.0014677992676220691,226
1.778279410038923e-06,0.0021544346900318843,227
1.778279410038923e-06,0.0031622776601683794,228
1.778279410038923e-06,0.004641588833612777,229
1.778279410038923e-06,0.006812920690579608,230
1.778279410038923e-06,0.01,231
1.778279410038923e-06,0.01467799267622069,232
1.778279410038923e-06,0.021544346900318832,233
1.778279410038923e-06,0.03162277660168379,234
