hk,sy,index
1.778279410038923e-06,0.046415888336127774,235
1.778279410038923e-06,0.06812920690579612,236
1.778279410038923e-06,0.1,237
1.778279410038923e-06,0.1467799267622069,238
1.778279410038923e-06,0.21544346900318823,239
1.778279410038923e-06,0.31622776601683794,240
1.778279410038923e-06,0.46415888336127775,241
1.778279410038923e-06,0.6812920690579608,242
1.778279410038923e-06,1.0,243
1.778279410038923e-06,1.467799267622069,244
1.778279410038923e-06,2.154434690031882,245
1.778279410038923e-06,3.1622776601683795,246
1.778279410038923e-06,4.6415888336127775,247
1.778279410038923e-06,6.812920690579608,248
1.778279410038923e-06,10.0,249
3.162277660168379e-06,0.001,250
3.162277660168379e-06,0.0014677992676220691,251
3.162277660168379e-06,0.0021544346900318843,252
3.162277660168379e-06,0.0031622776601683794,253
3.162277660168379e-06,0.004641588833612777,254
3.162277660168379e-06,0.006812920690579608,255
3.162277660168379e-06,0.01,256
3.162277660168379e-06,0.01467799267622069,257
3.162277660168379e-06,0.021544346900318832,258
3.162277660168379e-06,0.03162277660168379,259
3.162277660168379e-06,0.046415888336127774,260
3.162277660168379e-06,0.06812920690579612,261
3.162277660168379e-06,0.1,262
3.162277660168379e-06,0.1467799267622069,263
3.162277660168379e-06,0.21544346900318823,264
3.162277660168379e-06,0.31622776601683794,265
3.162277660168379e-06,0.46415888336127775,266
3.162277660168379e-06,0.6812920690579608,267
3.162277660168379e-06,1.0,268
3.162277660168379e-06,1.467799267622069,269
3.162277660168379e-06,2.154434690031882,270
3.162277660168379e-06,3.1622776601683795,271
3.162277660168379e-06,4.6415888336127775,272
3.162277660168379e-06,6.812920690579608,273
3.162277660168379e-06,10.0,274
5.623413251903491e-06,0.001,275
5.623413251903491e-06,0.0014677992676220691,276
5.623413251903491e-06,0.0021544346900318843,277
5.623413251903491e-06,0.0031622776601683794,278
5.623413251903491e-06,0.004641588833612777,279
5.623413251903491e-06,0.006812920690579608,280
5.623413251903491e-06,0.01,281
5.623413251903491e-06,0.01467799267622069,282
5.623413251903491e-06,0.021544346900318832,283
5.623413251903491e-06,0.03162277660168379,284
5.623413251903491e-06,0.046415888336127774,285
5.623413251903491e-06,0.06812920690579612,286
5.623413251903491e-06,0.1,287
5.623413251903491e-06,0.1467799267622069,288
5.623413251903491e-06,0.21544346900318823,289
5.623413251903491e-06,0.31622776601683794,290
5.623413251903491e-06,0.46415888336127775,291
5.623413251903491e-06,0.6812920690579608,292
5.623413251903491e-06,1.0,293
5.623413251903491e-06,1.467799267622069,294
5.623413251903491e-06,2.154434690031882,295
5.623413251903491e-06,3.1622776601683795,296
5.623413251903491e-06,4.6415888336127775,297
5.623413251903491e-06,6.812920690579608,298
5.623413251903491e-06,10.0,299
1e-05,0.001,300
1e-05,0.0014677992676220691,301
1e-05,0.0021544346900318843,302
1e-05,0.0031622776601683794,303
1e-05,0.004641588833612777,304
1e-05,0.006812920690579608,305
1e-05,0.01,306
1e-05,0.01467799267622069,307
1e-05,0.021544346900318832,308
1e-05,0.03162277660168379,309
1e-05,0.046415888336127774,310
1e-05,0.06812920690579612,311
1e-05,0.1,312
