hk,sy,index
5.6234132519034905e-08,0.004641588833612777,79
5.6234132519034905e-08,0.006812920690579608,80
5.6234132519034905e-08,0.01,81
5.6234132519034905e-08,0.01467799267622069,82
5.6234132519034905e-08,0.021544346900318832,83
5.6234132519034905e-08,0.03162277660168379,84
5.6234132519034905e-08,0.046415888336127774,85
5.6234132519034905e-08,0.06812920690579612,86
5.6234132519034905e-08,0.1,87
5.6234132519034905e-08,0.1467799267622069,88
5.6234132519034905e-08,0.21544346900318823,89
5.6234132519034905e-08,0.31622776601683794,90
5.6234132519034905e-08,0.46415888336127775,91
5.6234132519034905e-08,0.6812920690579608,92
5.6234132519034905e-08,1.0,93
5.6234132519034905e-08,1.467799267622069,94
5.6234132519034905e-08,2.154434690031882,95
5.6234132519034905e-08,3.1622776601683795,96
5.6234132519034905e-08,4.6415888336127775,97
5.6234132519034905e-08,6.812920690579608,98
5.6234132519034905e-08,10.0,99
1e-07,0.001,100
1e-07,0.0014677992676220691,101
1e-07,0.0021544346900318843,102
1e-07,0.0031622776601683794,103
1e-07,0.004641588833612777,104
1e-07,0.006812920690579608,105
1e-07,0.01,106
1e-07,0.01467799267622069,107
1e-07,0.021544346900318832,108
1e-07,0.03162277660168379,109
1e-07,0.046415888336127774,110
1e-07,0.06812920690579612,111
1e-07,0.1,112
1e-07,0.1467799267622069,113
1e-07,0.21544346900318823,114
1e-07,0.31622776601683794,115
1e-07,0.46415888336127775,116
1e-07,0.6812920690579608,117
1e-07,1.0,118
1e-07,1.467799267622069,119
1e-07,2.154434690031882,120
1e-07,3.1622776601683795,121
1e-07,4.6415888336127775,122
1e-07,6.812920690579608,123
1e-07,10.0,124
1.7782794100389227e-07,0.001,125
1.7782794100389227e-07,0.0014677992676220691,126
1.7782794100389227e-07,0.0021544346900318843,127
1.7782794100389227e-07,0.0031622776601683794,128
1.7782794100389227e-07,0.004641588833612777,129
1.7782794100389227e-07,0.006812920690579608,130
1.7782794100389227e-07,0.01,131
1.7782794100389227e-07,0.01467799267622069,132
1.7782794100389227e-07,0.021544346900318832,133
1.7782794100389227e-07,0.03162277660168379,134
1.7782794100389227e-07,0.046415888336127774,135
1.7782794100389227e-07,0.06812920690579612,136
1.7782794100389227e-07,0.1,137
1.7782794100389227e-07,0.1467799267622069,138
1.7782794100389227e-07,0.21544346900318823,139
1.7782794100389227e-07,0.31622776601683794,140
1.7782794100389227e-07,0.46415888336127775,141
1.7782794100389227e-07,0.6812920690579608,142
1.7782794100389227e-07,1.0,143
1.7782794100389227e-07,1.467799267622069,144
1.7782794100389227e-07,2.154434690031882,145
1.7782794100389227e-07,3.1622776601683795,146
1.7782794100389227e-07,4.6415888336127775,147
1.7782794100389227e-07,6.812920690579608,148
1.7782794100389227e-07,10.0,149
3.162277660168379e-07,0.001,150
3.162277660168379e-07,0.0014677992676220691,151
3.162277660168379e-07,0.0021544346900318843,152
3.162277660168379e-07,0.0031622776601683794,153
3.162277660168379e-07,0.004641588833612777,154
3.162277660168379e-07,0.006812920690579608,155
3.162277660168379e-07,0.01,156
