site_id,candidate_id,x,y,outlet_crs,area_km2,status,site_label,source,source_feature_id,flow_station_id,flow_station_label,flow_station_source,flow_station_x,flow_station_y,flow_station_crs,flow_station_record_years,station_to_outlet_distance_km,station_inside_or_at_outlet,major_dam_upstream,major_withdrawal_upstream,major_regulated_reach,geology_class,piezometer_id,piezometer_label,piezometer_source,piezometer_x,piezometer_y,piezometer_crs,piezometer_record_years,piezometer_distance_km,piezometer_inside_basin
hubeau_J0611610,J061161001,316723.0,6807409.0,EPSG:2154,143.5,delineated,La Rance a Saint-Jouan-de-l'Isle,hubeau_hydrometrie,J061161001,J061161001,La Rance a Saint-Jouan-de-l'Isle,hubeau,316723.0,6807409.0,EPSG:2154,40.3,0.0,true,false,false,false,unknown,,,,,,,,,
hubeau_J0626610,J062661001,326085.0,6808872.0,EPSG:2154,83.3,delineated,Le Neal a Medreac,hubeau_hydrometrie,J062661001,J062661001,Le Neal a Medreac,hubeau,326085.0,6808872.0,EPSG:2154,57.1,0.0,true,false,false,false,unknown,,,,,,,,,
hubeau_J1103010,J110301001,305562.0,6824701.0,EPSG:2154,103.5,delineated,L'Arguenon a Jugon-les-Lacs,hubeau_hydrometrie,J110301001,J110301001,L'Arguenon a Jugon-les-Lacs,hubeau,305562.0,6824701.0,EPSG:2154,53.0,0.0,true,false,false,false,unknown,,,,,,,,,
hubeau_J1114010,J111401001,311559.0,6820098.0,EPSG:2154,112.9,delineated,La Rosette a Megrit,hubeau_hydrometrie,J111401001,J111401001,La Rosette a Megrit,hubeau,311559.0,6820098.0,EPSG:2154,51.8,0.0,true,false,false,false,unknown,,,,,,,,,
hubeau_J1313010,J131301001,288882.0,6834979.0,EPSG:2154,244.345,delineated,Le Gouessant a Andel,hubeau_hydrometrie,J131301001,J131301001,Le Gouessant a Andel,hubeau,288882.0,6834979.0,EPSG:2154,45.0,0.0,true,false,false,false,unknown,,,,,,,,,
hubeau_J1324010,J132401001,286119.0,6835817.0,EPSG:2154,139.3,delineated,L'Evron a Coetmieux,hubeau_hydrometrie,J132401001,J132401001,L'Evron a Coetmieux,hubeau,286119.0,6835817.0,EPSG:2154,42.4,0.0,true,false,false,false,unknown,,,,,,,,,
hubeau_J1513010,J151301001,269011.0,6832180.0,EPSG:2154,135.9,delineated,Le Gouet a Saint-Julien,hubeau_hydrometrie,J151301001,J151301001,Le Gouet a Saint-Julien,hubeau,269011.0,6832180.0,EPSG:2154,52.9,0.0,true,false,false,false,unknown,,,,,,,,,
