comparison_id,simulation_id,simulation_label,solver,mesh_label,mesh_mode,sim_id,run_name,run_folder,source_variable,threshold,persistence_threshold,n_timesteps,catchment_cell_count,active_cell_count_mean,active_cell_count_max,active_cell_count_last,active_cell_count_any,persistent_cell_count,always_active_cell_count,perennial_cell_count,drainage_density_mean_pct,drainage_density_max_pct,drainage_density_last_pct,active_any_ratio,persistent_ratio,always_active_ratio,perennial_ratio,persistence_mean,persistence_max
site_08_natural_n1_10km2_mf6_bouss,mf6_ref,MODFLOW 6 reference,modflow6,generated_geology_river_catchment_mesh,mesh_catchment,155fd9c7-6d9f-4546-9149-c4e9f3508124,site_08_natural_n1_10km2_mf6_bouss__mf6_ref,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_08_natural_n1_10km2_mf6_bouss/workspaces/mf6_ref,accumulation_flux,0.0,0.5,24,33696,5581.208333333333,9625,3051,11009,5193,3003,3003,16.56341504431782,28.564221272554605,9.054487179487179,0.3267153371320038,0.15411324786324787,0.08912037037037036,0.08912037037037036,0.16563415044317822,1.0
