comparison_id,simulation_id,simulation_label,solver,mesh_label,mesh_mode,sim_id,run_name,run_folder,network_role,source_variable,threshold,mode,persistence_threshold,timestep,network_buffer_m,distance_method,catchment_cell_count,active_cell_count,network_cell_count,sim_to_network_sample_count,sim_to_network_distance_mean_m,sim_to_network_distance_median_m,sim_to_network_distance_p95_m,sim_to_network_distance_max_m,network_to_sim_sample_count,network_to_sim_distance_mean_m,network_to_sim_distance_median_m,network_to_sim_distance_p95_m,network_to_sim_distance_max_m,bidirectional_distance_mean_m,bidirectional_distance_quadratic_mean_m,bidirectional_distance_absolute_difference_m,planar_distance_ratio,planar_distance_log10_ratio
site_08_natural_n1_10km2_mf6_bouss,mf6_ref,MODFLOW 6 reference,modflow6,generated_geology_river_catchment_mesh,mesh_catchment,155fd9c7-6d9f-4546-9149-c4e9f3508124,site_08_natural_n1_10km2_mf6_bouss__mf6_ref,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_08_natural_n1_10km2_mf6_bouss/workspaces/mf6_ref,reference,release_flux,0.0,persistent,0.5,-1,0.0,raw_planar_cell_centroid_to_network,33696,4306,1053,4306,4020.4247254245106,3985.098049674779,9201.682005148761,11729.244896925778,1053,24.61880989827523,13.919657716334932,94.52894965236176,357.9398118673606,2022.521767661393,4020.500100560322,3995.8059155262354,163.3070299513616,2.2130048804094793
site_08_natural_n1_10km2_mf6_bouss,bouss_candidate,Boussinesq PETSc TS/SNESVI candidate,boussinesq,generated_geology_river_catchment_mesh,mesh_catchment,5b070bfe-9fc9-4de8-85e8-3165f014c5aa,site_08_natural_n1_10km2_mf6_bouss__bouss_candidate,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_08_natural_n1_10km2_mf6_bouss/workspaces/bouss_candidate,reference,release_flux,0.0,persistent,0.5,-1,0.0,raw_planar_cell_centroid_to_network,33696,7450,1053,7450,4997.565027528133,5020.126581057421,10277.215090551663,11941.137716912088,1053,26.863609678303465,14.072109056890111,111.20149077418,357.9410428981756,2512.2143186032185,4997.637227520343,4970.701417849829,186.03475435263053,2.2695940851513203
