comparison_id,simulation_id,simulation_label,solver,mesh_label,mesh_mode,sim_id,run_name,run_folder,network_role,source_variable,threshold,mode,persistence_threshold,timestep,buffer_m,catchment_cell_count,active_cell_count,network_cell_count,overlap_cell_count,missing_network_cell_count,extra_active_cell_count,network_coverage_ratio,active_precision_ratio,cell_f1_ratio,cell_jaccard_ratio
site_08_natural_n1_10km2_mf6_bouss,mf6_ref,MODFLOW 6 reference,modflow6,generated_geology_river_catchment_mesh,mesh_catchment,155fd9c7-6d9f-4546-9149-c4e9f3508124,site_08_natural_n1_10km2_mf6_bouss__mf6_ref,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_08_natural_n1_10km2_mf6_bouss/workspaces/mf6_ref,reference,release_flux,0.0,persistent,0.5,-1,0.0,33696,4306,1053,374,679,3932,0.35517568850902187,0.08685555039479796,0.139578279529763,0.07502507522567703
site_08_natural_n1_10km2_mf6_bouss,bouss_candidate,Boussinesq PETSc TS/SNESVI candidate,boussinesq,generated_geology_river_catchment_mesh,mesh_catchment,5b070bfe-9fc9-4de8-85e8-3165f014c5aa,site_08_natural_n1_10km2_mf6_bouss__bouss_candidate,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_08_natural_n1_10km2_mf6_bouss/workspaces/bouss_candidate,reference,release_flux,0.0,persistent,0.5,-1,0.0,33696,7450,1053,364,689,7086,0.345679012345679,0.04885906040268456,0.08561684111490062,0.04472293893598722
