comparison_id,simulation_id,simulation_label,solver,mesh_label,mesh_mode,sim_id,run_name,run_folder,reference_role,candidate_role,reference_feature_name,candidate_feature_name,tolerance_m,crs,reference_segment_count,candidate_segment_count,reference_matched_segment_count,reference_missing_segment_count,candidate_matched_segment_count,candidate_extra_segment_count,reference_total_length_m,candidate_total_length_m,matched_reference_length_m,matched_candidate_length_m,missing_reference_length_m,extra_candidate_length_m,reference_coverage_ratio,candidate_match_ratio,missing_reference_ratio,extra_candidate_ratio,length_balance_ratio,length_f1_ratio,hausdorff_distance_m
site_08_natural_n1_10km2_mf6_bouss,mf6_ref,MODFLOW 6 reference,modflow6,generated_geology_river_catchment_mesh,mesh_catchment,155fd9c7-6d9f-4546-9149-c4e9f3508124,site_08_natural_n1_10km2_mf6_bouss__mf6_ref,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_08_natural_n1_10km2_mf6_bouss/workspaces/mf6_ref,reference,generated,hydrographic_network_reference,hydrographic_network_generated,50.0,EPSG:2154,11,156,37,30,68,153,25764.633346038914,92366.92904788462,22213.042558311205,21906.903556054236,3551.5907877277145,70460.02549183038,0.8621524808823358,0.23717258743870673,0.13784751911766446,0.7628274125612933,3.5850278871554453,0.37200813580983216,9508.145371894965
site_08_natural_n1_10km2_mf6_bouss,bouss_candidate,Boussinesq PETSc TS/SNESVI candidate,boussinesq,generated_geology_river_catchment_mesh,mesh_catchment,5b070bfe-9fc9-4de8-85e8-3165f014c5aa,site_08_natural_n1_10km2_mf6_bouss__bouss_candidate,/mnt/c/codes/HydroModPy/examples/projects/10_testbed_workflow/outputs/boussinesq_natural_n1_10km2_testbed/comparisons/site_08_natural_n1_10km2_mf6_bouss/workspaces/bouss_candidate,reference,generated,hydrographic_network_reference,hydrographic_network_generated,50.0,EPSG:2154,11,156,37,30,68,153,25764.633346038914,92366.92904788462,22213.042558311205,21906.903556054236,3551.5907877277145,70460.02549183038,0.8621524808823358,0.23717258743870673,0.13784751911766446,0.7628274125612933,3.5850278871554453,0.37200813580983216,9508.145371894965
