solver,solver_label,wall_time_seconds,results_dir
modflownwt,MODFLOW-NWT,18.527054900070652,C:\codes\HydroModPy-GH\out\sih_tx_4cmp\validation\investigate_surfa_062b168c50\transient_modflownwt
modflow6,MODFLOW 6,24.438735499978065,C:\codes\HydroModPy-GH\out\sih_tx_4cmp\validation\investigate_surfa_062b168c50\transient_modflow6
modflow6_irregular_tri,MODFLOW 6 irregular triangles,16.488340300042182,C:\codes\HydroModPy-GH\out\sih_tx_4cmp\validation\investigate_surfa_062b168c50\transient_modflow_30d11bbf32
boussinesq,Boussinesq,74.15631740004756,C:\codes\HydroModPy-GH\out\sih_tx_4cmp\validation\investigate_surfa_062b168c50\hillslope_surface_baba065f89
