node_id,x,y,z_top,z_bottom
0,461737.5,6863512.5,193.5,143.5
1,461737.5,6870037.5,180.3000030517578,130.3000030517578
2,469462.5,6870037.5,,-10049.0
3,469462.5,6863512.5,,-10049.0
4,465797.5,6868772.5,173.51300233629013,123.51300233629016
5,465412.5,6869072.5,176.71666997273763,126.71666997273763
6,464507.7860326318,6868846.319212643,178.87183238724757,128.87183238724754
7,463752.5,6868097.5,203.11066443549262,153.11066443549265
8,462933.6731656764,6868396.738795325,202.79660226232602,152.796602262326
9,462703.2612046749,6867858.673165676,212.68877631745553,162.68877631745556
10,463602.5,6867552.5,209.01866483900284,159.01866483900284
11,467357.7860326318,6864478.680787357,255.97438356086988,205.97438356086985
12,468418.0557023302,6864779.185303876,234.4273400650465,184.42734006504648
13,468195.2301045336,6865918.843932842,237.84154067140446,-5985.670632375642
14,467447.5,6866222.5,224.8555513848199,174.8555513848199
15,466322.5,6867497.5,192.21022437201606,142.21022437201606
16,466547.5,6867937.5,190.18666432698564,140.18666432698566
17,466366.1790365451,6868899.014016347,144.58472793073722,94.58472793073719
18,467700.0,6865725.0,212.5,162.5
19,467625.0,6865800.0,211.60000610351562,161.60000610351562
20,467550.0,6865875.0,212.0,162.0
21,467475.0,6865875.0,210.6999969482422,160.6999969482422
22,467400.0,6865875.0,210.6999969482422,160.6999969482422
23,467325.0,6865950.0,210.6999969482422,160.6999969482422
24,467250.0,6866025.0,207.5,157.5
25,467175.0,6866025.0,208.10000610351562,158.10000610351562
26,467100.0,6866100.0,206.10000610351562,156.10000610351562
27,467025.0,6866175.0,205.39999389648438,155.39999389648438
28,467025.0,6866250.0,205.10000610351562,155.10000610351562
29,467025.0,6866325.0,205.10000610351562,155.10000610351562
30,467025.0,6866400.0,206.1999969482422,156.1999969482422
31,467025.0,6866475.0,202.8000030517578,152.8000030517578
32,467025.0,6866550.0,202.60000610351562,152.60000610351562
33,466950.0,6866625.0,201.5,151.5
34,466875.0,6866700.0,200.89999389648438,150.89999389648438
35,466800.0,6866700.0,200.0,150.0
36,466725.0,6866775.0,196.89999389648438,146.89999389648438
37,466650.0,6866850.0,195.6999969482422,145.6999969482422
38,466575.0,6866850.0,193.0,143.0
39,466500.0,6866925.0,191.8000030517578,141.8000030517578
40,466500.0,6867000.0,189.60000610351562,139.60000610351562
41,466425.0,6867075.0,186.8000030517578,136.8000030517578
42,466350.0,6867150.0,184.60000610351562,134.60000610351562
43,466275.0,6867225.0,182.39999389648438,132.39999389648438
44,466200.0,6867300.0,180.39999389648438,130.39999389648438
45,466125.0,6867375.0,178.6999969482422,128.6999969482422
46,466050.0,6867450.0,177.6999969482422,127.69999694824219
47,465975.0,6867525.0,175.89999389648438,125.89999389648438
48,465900.0,6867600.0,174.10000610351562,124.10000610351562
49,465900.0,6867675.0,173.6999969482422,123.69999694824219
50,465825.0,6867750.0,171.5,121.5
51,465900.0,6867825.0,172.10000610351562,122.10000610351562
52,465900.0,6867900.0,170.5,120.5
53,465825.0,6867975.0,169.0,119.0
54,465825.0,6868050.0,166.1999969482422,116.19999694824219
55,465900.0,6868125.0,167.3000030517578,117.30000305175781
56,465900.0,6868200.0,165.10000610351562,115.10000610351562
57,465900.0,6868275.0,165.8000030517578,115.80000305175781
58,465900.0,6868350.0,162.39999389648438,112.39999389648438
59,465900.0,6868425.0,161.6999969482422,111.69999694824219
60,465900.0,6868500.0,161.5,111.5
61,465975.0,6868575.0,157.0,107.0
62,466050.0,6868575.0,157.6999969482422,107.69999694824219
63,466125.0,6868650.0,154.1999969482422,104.19999694824219
64,466200.0,6868725.0,151.8000030517578,101.80000305175781
65,466275.0,6868800.0,147.1999969482422,97.19999694824219
66,466275.0,6868837.5,146.0999984741211,96.0999984741211
67,465900.0,6866100.0,216.89999389648438,166.89999389648438
68,465825.0,6866175.0,214.0,164.0
69,465750.0,6866175.0,213.89999389648438,163.89999389648438
70,465675.0,6866250.0,209.39999389648438,159.39999389648438
71,465600.0,6866325.0,208.1999969482422,158.1999969482422
72,465525.0,6866400.0,203.89999389648438,153.89999389648438
73,465525.0,6866475.0,204.1999969482422,154.1999969482422
74,465600.0,6866550.0,205.10000610351562,155.10000610351562
75,465675.0,6866625.0,199.39999389648438,149.39999389648438
76,465750.0,6866700.0,195.6999969482422,145.6999969482422
77,465825.0,6866775.0,192.5,142.5
78,465900.0,6866850.0,190.5,140.5
79,465975.0,6866925.0,190.10000610351562,140.10000610351562
80,465975.0,6867000.0,187.89999389648438,137.89999389648438
81,466050.0,6867075.0,185.10000610351562,135.10000610351562
82,466125.0,6867150.0,183.8000030517578,133.8000030517578
83,466200.0,6867225.0,183.0,133.0
84,464100.0,6867750.0,192.5,142.5
85,464175.0,6867825.0,194.6999969482422,144.6999969482422
86,464250.0,6867900.0,187.1999969482422,137.1999969482422
87,464325.0,6867900.0,186.39999389648438,136.39999389648438
88,464400.0,6867975.0,185.10000610351562,135.10000610351562
89,464475.0,6868050.0,183.10000610351562,133.10000610351562
90,464550.0,6868125.0,180.60000610351562,130.60000610351562
91,464625.0,6868200.0,180.10000610351562,130.10000610351562
92,464700.0,6868275.0,177.60000610351562,127.60000610351562
93,464775.0,6868350.0,175.5,125.5
94,464775.0,6868425.0,174.3000030517578,124.30000305175781
95,464850.0,6868500.0,173.60000610351562,123.60000610351562
96,464925.0,6868500.0,171.60000610351562,121.60000610351562
97,465000.0,6868500.0,170.5,120.5
98,465075.0,6868575.0,169.3000030517578,119.30000305175781
99,465150.0,6868575.0,168.10000610351562,118.10000610351562
100,465225.0,6868650.0,167.60000610351562,117.60000610351562
101,465300.0,6868575.0,165.39999389648438,115.39999389648438
102,465375.0,6868575.0,164.8000030517578,114.80000305175781
103,465450.0,6868500.0,164.39999389648438,114.39999389648438
104,465525.0,6868425.0,164.1999969482422,114.19999694824219
105,465600.0,6868425.0,163.10000610351562,113.10000610351562
106,465675.0,6868425.0,162.10000610351562,112.10000610351562
107,465750.0,6868425.0,162.10000610351562,112.10000610351562
108,465825.0,6868500.0,161.5,111.5
109,461737.5,6865143.75,164.9000015258789,114.9000015258789
110,461737.5,6866775.0,177.0,127.0
111,461737.5,6868406.25,209.64999389648438,159.64999389648438
112,463668.75,6870037.5,181.42499542236328,131.42499542236328
113,465600.0,6870037.5,159.0,109.0
114,467531.25,6870037.5,,-10049.0
115,469462.5,6868406.25,,-10049.0
116,469462.5,6866775.0,,-10049.0
117,469462.5,6865143.75,,-10049.0
118,467531.25,6863512.5,256.3999900817871,206.3999900817871
119,465600.0,6863512.5,190.1999969482422,140.1999969482422
120,463668.75,6863512.5,157.62499618530273,107.62499618530273
121,464971.6211895397,6868962.279178751,177.17099187835163,127.17099187835163
122,464195.3445140242,6868536.552843543,185.7628735057658,135.76287350576578
123,463947.0815296026,6868290.415506837,195.89216039889232,145.89216039889234
124,463479.5577218921,6868197.246265109,201.8774149091517,151.8774149091517
125,463206.6154437842,6868296.992530216,200.59644091252056,150.59644091252056
126,462818.4671851756,6868127.7059805,206.39362755613078,156.3936275561308
127,463003.0074697832,6867756.615443784,210.24096836390765,160.24096836390763
128,463302.7537348917,6867654.557721892,208.41693088427243,158.41693088427246
129,463864.9412125006,6867337.683649351,208.57273336916774,158.57273336916774
130,464219.8381531599,6867047.189389998,213.64029675643127,163.64029675643124
131,464702.2792328837,6866652.296258839,217.19169806729053,167.19169806729053
132,465144.8110613375,6866290.070099583,222.04931676323093,172.04931676323093
133,465489.559482208,6866007.882721473,227.95578334933415,177.95578334933415
134,465829.4289228114,6865729.688941495,235.82896791296417,185.82896791296417
135,466262.1612955499,6865375.483943608,239.52488133166617,189.52488133166617
136,466741.7297389109,6864982.942155267,245.937999974912,195.937999974912
137,467095.7884702663,6864693.133996477,252.5844165169633,202.58441651696327
138,467622.8534500563,6864553.806916486,252.4445509296417,202.44455092964168
139,467887.920867481,6864628.933045616,246.9060575314793,196.9060575314793
140,468152.9882849056,6864704.059174746,243.63017486764207,193.63017486764207
141,468362.349302881,6865064.099961118,232.3907243378489,182.3907243378489
142,468306.6429034319,6865349.01461836,231.77086739788353,181.77086739788353
143,468250.9365039828,6865633.9292756,229.5311942899583,-2599.755102949237
144,467859.4723564501,6866055.196443838,233.3274728457251,183.3274728457251
145,467200.0574900174,6866502.934844647,215.49860401143974,165.49860401143977
146,466998.2830152262,6866731.612582744,209.42101756231406,159.42101756231406
147,466788.6020614859,6866969.250996983,206.23958882390096,156.23958882390096
148,466558.8896925295,6867229.5916818,199.4327080605204,149.4327080605204
149,466425.3148878757,6867698.560225179,189.8188464237688,139.81884642376878
150,466472.1849809771,6868336.8826475,182.99605809598822,132.99605809598825
151,466413.6391301044,6868647.341268172,179.25431351974026,129.25431351974026
