=== TOP 120 CUMULATIVE ===
         67212167 function calls (63744677 primitive calls) in 103.038 seconds

   Ordered by: cumulative time
   List reduced from 3007 to 120 due to restriction <120>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    16560    0.059    0.000    4.199    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py:4142(_take_with_is_copy)
       20    4.109    0.205    4.112    0.206 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pyogrio\raw.py:595(write)
    16560    0.191    0.000    4.038    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py:4027(take)
      270    0.020    0.000    3.888    0.014 C:\Python312\Lib\site-packages\flopy\mf6\mfpackage.py:1329(_add_missing_block_headers)
    26047    0.206    0.000    3.843    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\series.py:6201(_construct_result)
    12960    0.130    0.000    3.816    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py:12678(_inplace_method)
    22472    0.336    0.000    3.646    0.000 C:\Python312\Lib\site-packages\flopy\utils\binaryfile\__init__.py:1313(_get_header)
     4860    0.022    0.000    3.641    0.001 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\frame.py:5433(drop)
     4860    0.048    0.000    3.618    0.001 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py:4757(drop)
     4860    0.084    0.000    3.556    0.001 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py:4796(_drop_axis)
    16560    0.114    0.000    3.373    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\internals\managers.py:869(take)
        2    0.000    0.000    3.171    1.585 C:\codes\HydroModPy-GH\launchers\model_calibration\launcher.py:43(prepare)
     6561    0.192    0.000    3.170    0.000 C:\Python312\Lib\site-packages\flopy\mf6\mfpackage.py:670(_build_repeating_header)
    21420    0.159    0.000    3.152    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\internals\managers.py:623(reindex_indexer)
        2    0.000    0.000    3.151    1.576 C:\codes\HydroModPy-GH\launchers\model_calibration\runtime.py:2654(prepare_calibration_session)
        2    0.001    0.000    3.115    1.558 C:\codes\HydroModPy-GH\launchers\model_calibration\runtime.py:2474(prepare_hydraulic_property_support)
        2    0.001    0.000    3.112    1.556 C:\codes\HydroModPy-GH\launchers\model_calibration\runtime.py:482(_prepare_runtime_hydraulic_property_support)
    32636    0.493    0.000    3.062    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexes\base.py:475(__new__)
    12995    0.040    0.000    3.044    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\series.py:6133(_arith_method)
    12995    0.216    0.000    2.990    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\base.py:1371(_arith_method)
    85033    0.740    0.000    2.940    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\construction.py:517(sanitize_array)
    21424    0.547    0.000    2.878    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\internals\managers.py:708(_slice_take_blocks_ax0)
       27    0.001    0.000    2.876    0.107 C:\Python312\Lib\site-packages\flopy\mf6\modflow\mfgwfrcha.py:301(__init__)
3049515/867456    2.189    0.000    2.869    0.000 C:\Python312\Lib\site-packages\flopy\utils\datautil.py:240(next_item)
    12960    0.071    0.000    2.822    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\series.py:6239(_flex_method)
   131083    0.272    0.000    2.799    0.000 C:\Python312\Lib\site-packages\flopy\utils\binaryfile\__init__.py:168(binaryread)
       27    0.001    0.000    2.722    0.101 C:\Python312\Lib\site-packages\flopy\mf6\modflow\mfgwfchd.py:310(__init__)
    16200    0.163    0.000    2.693    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexes\base.py:3820(get_indexer)
    12960    0.287    0.000    2.664    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexing.py:2348(_align_series)
    14652    0.114    0.000    2.535    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\generic.py:6432(dtypes)
    13032    0.074    0.000    2.529    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\series.py:6110(_cmp_method)
    26320    0.115    0.000    2.454    0.000 C:\Users\dreuzy\AppData\Roaming\Python\Python312\site-packages\pandas\core\indexing.py:2632(check_bool_indexer)
   958878    1.031    0.000    2.395    0.000 C:\Python312\Lib\site-packages\flopy\mf6\data\mfdatautil.py:351(to_string)


