cell_id,geom_type,n0,n1,n2,n3,centroid_x,centroid_y,area_m2,z_top_centroid,z_top_mean,z_bottom_centroid,z_bottom_mean,geology_code,geology_key,hydraulic_conductivity_m_s,storage_coefficient
0,triangle,1132,1371,866,,171313.43574120416,6840110.444888099,272305.7746582031,188.80102827583912,184.18241410549714,138.80102827583912,134.18241410549714,59,1641,6.32455532034e-06,
1,triangle,823,1143,822,,168361.04304553682,6845748.023474104,128314.14477539062,94.7425632433714,87.04701715254187,44.742563243371386,37.047017152541876,62,1981,1e-05,
2,triangle,824,1163,825,,169046.8491960992,6846502.2610680135,46210.164794921875,96.59075251186219,97.08005364204097,46.590752511862206,47.08005364204096,108,2201,1e-05,
3,triangle,1067,1372,839,,166874.96017555622,6838233.568324792,193605.22314453125,161.19272500434113,166.82604470556979,111.19272500434114,116.8260447055698,59,1641,6.32455532034e-06,
4,triangle,893,1111,602,,171403.11196340353,6846840.04752807,19244.45166015625,70.81748866156974,72.01139853135686,20.817488661569755,22.011398531356857,62,1981,1e-05,
5,triangle,700,1297,699,,174594.7303272401,6835535.974928754,1768901.4653320312,108.61111029754005,86.62282244321113,58.61111029754004,36.62282244321113,59,1641,6.32455532034e-06,
6,triangle,1132,1527,1371,,170911.341773006,6840195.813537535,214056.6494140625,183.3671754155041,183.04819150062474,133.3671754155041,133.04819150062474,59,1641,6.32455532034e-06,
7,triangle,1222,1315,505,,167988.07601775238,6839286.2300293045,34144.609130859375,118.3198636280355,119.7956807107128,68.3198636280355,69.79568071071279,59,1641,6.32455532034e-06,
8,triangle,1072,1247,911,,168471.0388262598,6837465.465296991,508981.8190917969,127.84051482099247,148.92152596971192,77.84051482099245,98.92152596971192,59,1641,6.32455532034e-06,
9,triangle,839,1372,846,,167079.2292430615,6838473.283766965,219704.46826171875,163.7287548252176,167.10942133840612,113.72875482521758,117.10942133840611,59,1641,6.32455532034e-06,
10,triangle,821,1000,658,,167331.5916186661,6845167.007618065,33672.46240234375,76.18825467586679,71.39212600846852,26.188254675866784,21.392126008468527,62,1981,1e-05,
11,triangle,880,1306,1133,,167582.59237231364,6847500.864942894,165994.62060546875,97.18993559897345,95.61169496490027,47.189935598973456,45.61169496490027,37,1421,1e-05,
12,triangle,823,1241,824,,168652.82785414628,6846232.638305847,41075.87744140625,92.70308143180023,92.87963652717985,42.70308143180023,42.879636527179834,108,2201,1e-05,
13,triangle,914,1470,1436,,161519.921474793,6843627.43995593,226113.2587890625,99.93471767663088,106.13119001953852,49.93471767663088,56.131190019538515,37,1421,1e-05,
14,triangle,871,1479,1451,,162723.0312328654,6845282.182845272,196082.5224609375,108.34724303262226,107.00510649257501,58.347243032622266,57.00510649257501,37,1421,1e-05,
15,triangle,1150,1491,702,,170323.39757207755,6836308.944734524,2050553.4084472656,100.42668901388814,98.36275195290413,50.42668901388814,48.36275195290413,59,1641,6.32455532034e-06,
16,triangle,1436,1470,965,,161430.44998780827,6843308.592377541,181792.86108398438,103.97383696478983,98.3543682578644,53.97383696478984,48.35436825786439,37,1421,1e-05,
17,triangle,1038,1040,968,,172641.25103669355,6843278.5461628325,32157.3779296875,125.59018179231109,120.87221889880745,75.5901817923111,70.87221889880745,59,1641,6.32455532034e-06,
18,triangle,18,1388,17,,163148.50316917765,6839979.762489022,8070.113525390625,23.83500275190526,24.203064208112078,-26.16499724809474,-25.796935791887922,30,1701,7.36806299728e-06,
19,triangle,700,1412,1297,,173944.458473561,6836148.428511386,1887679.5961914062,91.65235233425597,77.01883542122023,41.65235233425595,27.018835421220242,59,1641,6.32455532034e-06,
20,triangle,928,1437,943,,163804.3126296834,6838317.255898929,205711.4541015625,121.42365143227529,112.64869841886313,71.4236514322753,62.64869841886313,59,1641,6.32455532034e-06,
21,triangle,79,138,140,,167509.9073904597,6845900.0,1697.91845703125,51.8137849727326,50.355432126401304,1.8137849727325996,0.35543212640130833,108,2201,1e-05,
22,triangle,755,1159,83,,165915.43291677444,6844701.153072468,65850.2900390625,73.07473466773854,72.84805255089886,23.074734667738543,22.848052550898856,37,1421,1e-05,
23,triangle,1056,1302,1153,,161685.63926424502,6845524.921876229,310899.046875,106.17416221947344,104.00623722649415,56.174162219473445,54.00623722649416,37,1421,1e-05,
24,triangle,830,1049,829,,172096.00500217426,6847659.897112402,24330.447021484375,88.10852197479002,82.37502454864993,38.10852197479002,32.375024548649925,62,1981,9.999999999999999e-06,
25,triangle,504,978,503,,168896.837366214,6841340.898265603,9105.64892578125,68.17498401274754,70.10779493109266,18.174984012747544,20.107794931092663,59,1641,6.32455532034e-06,
26,triangle,698,1297,697,,176565.18487269466,6837427.6415954195,1765819.173828125,118.23291850808943,106.9372999591505,68.23291850808943,56.937299959150494,59,1641,6.32455532034e-06,
27,triangle,548,978,504,,168946.837366214,6841365.898265603,6648.9453125,69.1266499557845,70.57446210638562,19.126649955784508,20.57446210638563,59,1641,6.32455532034e-06,
28,triangle,506,1204,505,,168143.659381403,6839410.42069435,7724.180419921875,112.83847968064003,114.46921799077387,62.838479680640035,64.46921799077387,59,1641,6.32455532034e-06,
29,triangle,489,1203,490,,167953.5172268532,6840911.5789125785,9740.127685546875,83.68790035472352,85.63165380762774,33.68790035472352,35.63165380762774,59,1641,6.32455532034e-06,
30,triangle,684,1131,683,,162446.6020550618,6851230.127057527,2164661.389892578,80.70871201028993,81.74796197336768,30.708712010289922,31.74796197336767,37,1421,1e-05,
31,triangle,1231,1329,855,,174758.40568895882,6843528.179644279,491638.2312011719,119.92244080675863,113.08437953302655,69.92244080675863,63.08437953302653,59,1641,6.32455532034e-06,
32,triangle,774,926,773,,167800.69723757004,6846345.70549994,47565.0849609375,93.12666861211349,85.00061884034322,43.12666861211349,35.00061884034321,37,1421,1.0000000000000003e-05,
33,triangle,968,1512,1038,,172763.67591975385,6843265.670194671,45763.98388671875,127.83248271703049,124.2211156002736,77.8324827170305,74.2211156002736,59,1641,6.32455532034e-06,
34,triangle,1131,1193,683,,161387.98330921936,6850539.254855745,2461823.914794922,74.80715169501131,80.01445663286448,24.807151695011306,30.01445663286448,37,1421,1e-05,
35,triangle,1154,1165,848,,160587.34987272075,6844381.247224882,234009.9599609375,95.94152915909072,95.49186800427044,45.94152915909072,45.49186800427044,37,1421,1e-05,
36,triangle,878,1165,1154,,160509.9393646998,6843944.849933521,238172.67236328125,89.80682252797926,95.38710429842224,39.80682252797926,45.38710429842225,37,1421,1e-05,
37,triangle,503,978,502,,168871.837366214,6841290.898265603,5269.20361328125,68.55582323633433,70.57446210638562,18.555823236334327,20.57446210638563,59,1641,6.32455532034e-06,
38,triangle,529,901,528,,167380.55121072617,6840381.141223342,7746.612548828125,88.78311417916822,89.36287662577206,38.78311417916822,39.36287662577205,59,1641,6.32455532034e-06,
39,triangle,478,900,477,,167708.09887656986,6839968.303571428,9348.623779296875,97.03200944013417,95.74414177534216,47.03200944013418,45.74414177534215,59,1641,6.32455532034e-06,
40,triangle,480,901,481,,167555.55121072617,6840206.141223342,7812.98876953125,89.62482037887203,90.62954430969133,39.62482037887204,40.62954430969132,59,1641,6.32455532034e-06,
41,triangle,507,899,508,,167995.9795076954,6839590.997726911,8889.805419921875,109.04705933229883,107.2012161167627,59.047059332298836,57.2012161167627,59,1641,6.32455532034e-06,
42,triangle,520,902,521,,168212.5,6840562.5,9843.75,85.06666819254552,84.42500178019206,35.06666819254552,34.425001780192055,59,1641,6.32455532034e-06,
43,triangle,1233,1531,990,,164021.70236868176,6846192.938465625,134610.60375976562,97.82148877877313,100.70178418047256,47.82148877877313,50.70178418047257,37,1421,1e-05,
44,triangle,642,951,643,,172025.0,6846275.0,8437.5,65.10000186496306,63.29999923706055,15.100001864963062,13.299999237060547,62,1981,1e-05,
45,triangle,1072,1150,702,,169375.9984337458,6836383.960629164,1739779.2512207031,113.44785233916141,119.16166712316279,63.44785233916141,69.16166712316277,59,1641,6.32455532034e-06,
