id,x,y,crs,station_name,altitude,depth_m,start_date,end_date
03175X0338/PZ,-1.72312419470659,48.0658581486807,EPSG:4326,Saint-Jacques-de-la-Lande,35.0,60.0,2003-12-05,2026-03-04
03172X0088/PZ,-1.68506949452701,48.1655558215065,EPSG:4326,Saint-Grégoire,38.0,15.0,2005-12-20,2026-03-04
