date_obs_elab,resultat_obs_elab,grandeur_hydro_elab,libelle_qualification,specific_discharge
1971-05-28,0.038,QmnJ,Bonne,0.003161397670549085
1971-05-29,0.046,QmnJ,Bonne,0.003826955074875208
1971-05-30,0.095,QmnJ,Bonne,0.007903494176372712
1971-05-31,0.063,QmnJ,Bonne,0.0052412645590682195
1971-06-01,0.04,QmnJ,Bonne,0.0033277870216306157
1971-06-02,0.034,QmnJ,Bonne,0.0028286189683860235
1971-06-03,0.21,QmnJ,Bonne,0.01747088186356073
1971-06-04,0.102,QmnJ,Bonne,0.00848585690515807
1971-06-05,0.058,QmnJ,Bonne,0.004825291181364393
1971-06-06,0.047,QmnJ,Bonne,0.003910149750415973
1971-06-07,0.039,QmnJ,Bonne,0.0032445923460898505
1971-06-08,0.033,QmnJ,Bonne,0.0027454242928452582
1971-06-09,0.046,QmnJ,Bonne,0.003826955074875208
1971-06-10,0.044,QmnJ,Bonne,0.003660565723793677
1971-06-11,0.035,QmnJ,Bonne,0.002911813643926789
1971-06-12,0.036,QmnJ,Bonne,0.002995008319467554
1971-06-13,0.034,QmnJ,Bonne,0.0028286189683860235
1971-06-14,0.035,QmnJ,Bonne,0.002911813643926789
1971-06-15,0.03,QmnJ,Bonne,0.0024958402662229617
1971-06-16,0.029,QmnJ,Bonne,0.0024126455906821965
1971-06-17,0.031,QmnJ,Bonne,0.0025790349417637273
1971-06-18,0.032,QmnJ,Bonne,0.0026622296173044926
1971-06-19,0.031,QmnJ,Bonne,0.0025790349417637273
1971-06-20,0.028,QmnJ,Bonne,0.0023294509151414312
1971-06-21,0.024,QmnJ,Bonne,0.0019966722129783694
1971-06-22,0.024,QmnJ,Bonne,0.0019966722129783694
1971-06-23,0.022,QmnJ,Bonne,0.0018302828618968385
1971-06-24,0.019,QmnJ,Bonne,0.0015806988352745424
1971-06-25,0.021,QmnJ,Bonne,0.0017470881863560733
1971-06-26,0.023,QmnJ,Bonne,0.001913477537437604
1971-06-27,0.021,QmnJ,Bonne,0.0017470881863560733
1971-06-28,0.026,QmnJ,Bonne,0.0021630615640599003
1971-06-29,0.021,QmnJ,Bonne,0.0017470881863560733
1971-06-30,0.022,QmnJ,Bonne,0.0018302828618968385
1971-07-01,0.019,QmnJ,Bonne,0.0015806988352745424
1971-07-02,0.019,QmnJ,Bonne,0.0015806988352745424
1971-07-03,0.018,QmnJ,Bonne,0.001497504159733777
1971-07-04,0.016,QmnJ,Bonne,0.0013311148086522463
1971-07-05,0.016,QmnJ,Bonne,0.0013311148086522463
1971-07-06,0.014,QmnJ,Bonne,0.0011647254575707156
1971-07-07,0.012,QmnJ,Bonne,0.0009983361064891847
1971-07-08,0.01,QmnJ,Bonne,0.0008319467554076539
1971-07-09,0.01,QmnJ,Bonne,0.0008319467554076539
1971-07-10,0.01,QmnJ,Bonne,0.0008319467554076539
1971-07-11,0.01,QmnJ,Bonne,0.0008319467554076539
1971-07-12,0.009,QmnJ,Bonne,0.0007487520798668885
1971-07-13,0.007,QmnJ,Bonne,0.0005823627287853578
1971-07-14,0.007,QmnJ,Bonne,0.0005823627287853578
1971-07-15,0.007,QmnJ,Bonne,0.0005823627287853578
1971-07-16,0.007,QmnJ,Bonne,0.0005823627287853578
1971-07-17,0.007,QmnJ,Bonne,0.0005823627287853578
1971-07-18,0.007,QmnJ,Bonne,0.0005823627287853578
1971-07-19,0.003,QmnJ,Bonne,0.0002495840266222962
1971-07-20,0.002,QmnJ,Bonne,0.00016638935108153079
1971-07-21,0.005,QmnJ,Bonne,0.00041597337770382697
1971-07-22,0.013,QmnJ,Bonne,0.0010815307820299502
1971-07-23,0.017,QmnJ,Bonne,0.0014143094841930117
1971-07-24,0.011,QmnJ,Bonne,0.0009151414309484193
1971-07-25,0.029,QmnJ,Bonne,0.0024126455906821965
1971-07-26,0.015,QmnJ,Bonne,0.0012479201331114808
1971-07-27,0.01,QmnJ,Bonne,0.0008319467554076539
1971-07-28,0.012,QmnJ,Bonne,0.0009983361064891847
1971-07-29,0.012,QmnJ,Bonne,0.0009983361064891847
1971-07-30,0.01,QmnJ,Bonne,0.0008319467554076539
1971-07-31,0.008,QmnJ,Bonne,0.0006655574043261231
1971-08-01,0.007,QmnJ,Bonne,0.0005823627287853578
1971-08-02,0.007,QmnJ,Bonne,0.0005823627287853578
1971-08-03,0.009,QmnJ,Bonne,0.0007487520798668885
1971-08-04,0.014,QmnJ,Bonne,0.0011647254575707156
1971-08-05,0.024,QmnJ,Bonne,0.0019966722129783694
1971-08-06,0.022,QmnJ,Bonne,0.0018302828618968385
1971-08-07,0.015,QmnJ,Bonne,0.0012479201331114808
1971-08-08,0.011,QmnJ,Bonne,0.0009151414309484193
1971-08-09,0.01,QmnJ,Bonne,0.0008319467554076539
1971-08-10,0.01,QmnJ,Bonne,0.0008319467554076539
1971-08-11,0.009,QmnJ,Bonne,0.0007487520798668885
1971-08-12,0.008,QmnJ,Bonne,0.0006655574043261231
1971-08-13,0.01,QmnJ,Bonne,0.0008319467554076539
1971-08-14,0.021,QmnJ,Bonne,0.0017470881863560733
1971-08-15,0.016,QmnJ,Bonne,0.0013311148086522463
1971-08-16,0.013,QmnJ,Bonne,0.0010815307820299502
1971-08-17,0.009,QmnJ,Bonne,0.0007487520798668885
1971-08-18,0.007,QmnJ,Bonne,0.0005823627287853578
1971-08-19,0.007,QmnJ,Bonne,0.0005823627287853578
1971-08-20,0.007,QmnJ,Bonne,0.0005823627287853578
1971-08-21,0.008,QmnJ,Bonne,0.0006655574043261231
1971-08-22,0.01,QmnJ,Bonne,0.0008319467554076539
1971-08-23,0.01,QmnJ,Bonne,0.0008319467554076539
1971-08-24,0.009,QmnJ,Bonne,0.0007487520798668885
1971-08-25,0.006,QmnJ,Bonne,0.0004991680532445924
1971-08-26,0.004,QmnJ,Bonne,0.00033277870216306157
1971-08-27,0.004,QmnJ,Bonne,0.00033277870216306157
1971-08-28,0.004,QmnJ,Bonne,0.00033277870216306157
1971-11-01,0.0,QmnJ,Bonne,0.0
1971-11-02,0.0,QmnJ,Bonne,0.0
1971-11-03,0.0,QmnJ,Bonne,0.0
1971-11-04,0.0,QmnJ,Bonne,0.0
1971-11-05,0.013,QmnJ,Bonne,0.0010815307820299502
1971-11-06,0.025,QmnJ,Bonne,0.002079866888519135
1971-11-07,0.016,QmnJ,Bonne,0.0013311148086522463
1971-11-08,0.02,QmnJ,Bonne,0.0016638935108153079
1971-11-09,0.032,QmnJ,Bonne,0.0026622296173044926
1971-11-10,0.032,QmnJ,Bonne,0.0026622296173044926
1971-11-11,0.025,QmnJ,Bonne,0.002079866888519135
1971-11-12,0.019,QmnJ,Bonne,0.0015806988352745424
1971-11-13,0.019,QmnJ,Bonne,0.0015806988352745424
1971-11-14,0.02,QmnJ,Bonne,0.0016638935108153079
1971-11-15,0.019,QmnJ,Bonne,0.0015806988352745424
1971-11-16,0.019,QmnJ,Bonne,0.0015806988352745424
1971-11-17,0.019,QmnJ,Bonne,0.0015806988352745424
1971-11-18,0.02,QmnJ,Bonne,0.0016638935108153079
1971-11-19,0.023,QmnJ,Bonne,0.001913477537437604
1971-11-20,0.024,QmnJ,Bonne,0.0019966722129783694
1971-11-21,0.033,QmnJ,Bonne,0.0027454242928452582
1971-11-22,0.031,QmnJ,Bonne,0.0025790349417637273
1971-11-23,0.033,QmnJ,Bonne,0.0027454242928452582
1971-11-24,0.039,QmnJ,Bonne,0.0032445923460898505
1971-11-25,0.036,QmnJ,Bonne,0.002995008319467554
1971-11-26,0.031,QmnJ,Bonne,0.0025790349417637273
1971-11-27,0.028,QmnJ,Bonne,0.0023294509151414312
1971-11-28,0.054,QmnJ,Bonne,0.004492512479201331
1971-11-29,0.037,QmnJ,Bonne,0.0030782029950083196
1971-11-30,0.074,QmnJ,Bonne,0.006156405990016639
1971-12-01,0.043,QmnJ,Bonne,0.003577371048252912
1971-12-02,0.057,QmnJ,Bonne,0.004742096505823627
1971-12-03,0.045,QmnJ,Bonne,0.0037437603993344427
1971-12-04,0.034,QmnJ,Bonne,0.0028286189683860235
1971-12-05,0.032,QmnJ,Bonne,0.0026622296173044926
1971-12-06,0.032,QmnJ,Bonne,0.0026622296173044926
1971-12-07,0.032,QmnJ,Bonne,0.0026622296173044926
1971-12-08,0.032,QmnJ,Bonne,0.0026622296173044926
1971-12-09,0.032,QmnJ,Bonne,0.0026622296173044926
1971-12-10,0.032,QmnJ,Bonne,0.0026622296173044926
1971-12-11,0.032,QmnJ,Bonne,0.0026622296173044926
1971-12-12,0.028,QmnJ,Bonne,0.0023294509151414312
1971-12-13,0.024,QmnJ,Bonne,0.0019966722129783694
1971-12-14,0.024,QmnJ,Bonne,0.0019966722129783694
1971-12-15,0.024,QmnJ,Bonne,0.0019966722129783694
1971-12-16,0.024,QmnJ,Bonne,0.0019966722129783694
1971-12-17,0.024,QmnJ,Bonne,0.0019966722129783694
1971-12-18,0.024,QmnJ,Bonne,0.0019966722129783694
1971-12-19,0.032,QmnJ,Bonne,0.0026622296173044926
1971-12-20,0.037,QmnJ,Bonne,0.0030782029950083196
1971-12-21,0.032,QmnJ,Bonne,0.0026622296173044926
1971-12-22,0.032,QmnJ,Bonne,0.0026622296173044926
1971-12-23,0.031,QmnJ,Bonne,0.0025790349417637273
1971-12-24,0.03,QmnJ,Bonne,0.0024958402662229617
1971-12-25,0.028,QmnJ,Bonne,0.0023294509151414312
1971-12-26,0.028,QmnJ,Bonne,0.0023294509151414312
1971-12-27,0.026,QmnJ,Bonne,0.0021630615640599003
1971-12-28,0.028,QmnJ,Bonne,0.0023294509151414312
1971-12-29,0.028,QmnJ,Bonne,0.0023294509151414312
1971-12-30,0.024,QmnJ,Bonne,0.0019966722129783694
1971-12-31,0.024,QmnJ,Bonne,0.0019966722129783694
1972-01-01,0.024,QmnJ,Bonne,0.0019966722129783694
1972-01-02,0.026,QmnJ,Bonne,0.0021630615640599003
1972-01-03,0.025,QmnJ,Bonne,0.002079866888519135
1972-01-04,0.024,QmnJ,Bonne,0.0019966722129783694
1972-01-05,0.025,QmnJ,Bonne,0.002079866888519135
1972-01-06,0.025,QmnJ,Bonne,0.002079866888519135
1972-01-07,0.024,QmnJ,Bonne,0.0019966722129783694
1972-01-08,0.027,QmnJ,Bonne,0.0022462562396006656
1972-01-09,0.03,QmnJ,Bonne,0.0024958402662229617
1972-01-10,0.041,QmnJ,Bonne,0.0034109816971713814
1972-01-11,0.057,QmnJ,Bonne,0.004742096505823627
1972-01-12,0.076,QmnJ,Bonne,0.00632279534109817
1972-01-13,0.095,QmnJ,Bonne,0.007903494176372712
1972-01-14,0.118,QmnJ,Bonne,0.009816971713810315
1972-01-15,0.142,QmnJ,Bonne,0.011813643926788684
1972-01-16,0.207,QmnJ,Bonne,0.017221297836938435
1972-01-17,0.182,QmnJ,Bonne,0.0151414309484193
1972-01-18,0.1,QmnJ,Bonne,0.00831946755407654
1972-01-19,0.117,QmnJ,Bonne,0.009733777038269551
1972-01-20,0.119,QmnJ,Bonne,0.009900166389351081
1972-01-21,0.088,QmnJ,Bonne,0.007321131447587354
1972-01-22,0.073,QmnJ,Bonne,0.0060732113144758735
1972-01-23,0.074,QmnJ,Bonne,0.006156405990016639
1972-01-24,0.116,QmnJ,Bonne,0.009650582362728786
1972-01-25,0.104,QmnJ,Bonne,0.008652246256239601
1972-01-26,0.186,QmnJ,Bonne,0.015474209650582363
1972-01-27,0.162,QmnJ,Bonne,0.013477537437603994
1972-01-28,0.158,QmnJ,Bonne,0.013144758735440932
1972-01-29,0.131,QmnJ,Bonne,0.010898502495840267
1972-02-07,0.142,QmnJ,Bonne,0.011813643926788684
1972-02-08,0.148,QmnJ,Bonne,0.012312811980033278
1972-02-09,0.153,QmnJ,Bonne,0.012728785357737105
1972-02-10,0.155,QmnJ,Bonne,0.012895174708818636
1972-02-11,0.423,QmnJ,Bonne,0.03519134775374376
1972-02-12,0.307,QmnJ,Bonne,0.025540765391014974
1972-02-13,0.942,QmnJ,Bonne,0.078369384359401
1972-02-14,1.03,QmnJ,Bonne,0.08569051580698836
1972-02-15,0.882,QmnJ,Bonne,0.07337770382695508
1972-02-16,0.746,QmnJ,Bonne,0.06206322795341098
1972-02-17,0.622,QmnJ,Bonne,0.05174708818635607
1972-02-18,0.509,QmnJ,Bonne,0.04234608985024959
1972-02-19,0.397,QmnJ,Bonne,0.03302828618968386
1972-02-20,0.297,QmnJ,Bonne,0.02470881863560732
1972-02-21,0.265,QmnJ,Bonne,0.02204658901830283
1972-02-22,0.251,QmnJ,Bonne,0.020881863560732114
1972-02-23,0.235,QmnJ,Bonne,0.019550748752079867
1972-02-24,0.217,QmnJ,Bonne,0.018053244592346092
1972-02-25,0.202,QmnJ,Bonne,0.016805324459234612
1972-02-26,0.188,QmnJ,Bonne,0.015640599001663893
1972-02-28,0.165,QmnJ,Bonne,0.013727121464226291
1972-02-29,0.158,QmnJ,Bonne,0.013144758735440932
1972-03-01,0.161,QmnJ,Bonne,0.013394342762063229
1972-03-02,0.153,QmnJ,Bonne,0.012728785357737105
1972-03-03,0.297,QmnJ,Bonne,0.02470881863560732
1972-03-04,0.353,QmnJ,Bonne,0.029367720465890184
1972-03-05,0.73,QmnJ,Bonne,0.06073211314475874
1972-03-06,0.494,QmnJ,Bonne,0.0410981697171381
1972-03-07,0.446,QmnJ,Bonne,0.037104825291181365
1972-03-08,0.398,QmnJ,Bonne,0.03311148086522463
1972-03-09,0.35,QmnJ,Bonne,0.029118136439267885
1972-03-10,0.303,QmnJ,Bonne,0.025207986688851915
1972-03-11,0.262,QmnJ,Bonne,0.021797004991680535
1972-03-12,0.228,QmnJ,Bonne,0.01896838602329451
1972-03-13,0.209,QmnJ,Bonne,0.017387687188019967
1972-03-14,0.194,QmnJ,Bonne,0.016139767054908487
1972-03-15,0.186,QmnJ,Bonne,0.015474209650582363
1972-03-16,0.176,QmnJ,Bonne,0.014642262895174708
1972-03-17,0.173,QmnJ,Bonne,0.014392678868552411
1972-03-18,0.163,QmnJ,Bonne,0.01356073211314476
1972-03-19,0.144,QmnJ,Bonne,0.011980033277870216
1972-03-20,0.131,QmnJ,Bonne,0.010898502495840267
1972-03-21,0.135,QmnJ,Bonne,0.011231281198003328
1972-03-22,0.135,QmnJ,Bonne,0.011231281198003328
1972-03-23,0.135,QmnJ,Bonne,0.011231281198003328
1972-03-24,0.135,QmnJ,Bonne,0.011231281198003328
1972-03-25,0.135,QmnJ,Bonne,0.011231281198003328
1972-03-26,0.132,QmnJ,Bonne,0.010981697171381033
1972-03-27,0.128,QmnJ,Bonne,0.01064891846921797
1972-03-28,0.121,QmnJ,Bonne,0.010066555740432612
1972-03-29,0.108,QmnJ,Bonne,0.008985024958402662
1972-03-30,0.106,QmnJ,Bonne,0.008818635607321131
1972-03-31,0.106,QmnJ,Bonne,0.008818635607321131
1972-04-01,0.098,QmnJ,Bonne,0.008153078202995009
1972-04-02,0.096,QmnJ,Bonne,0.007986688851913478
1972-04-03,0.096,QmnJ,Bonne,0.007986688851913478
1972-04-04,0.145,QmnJ,Bonne,0.012063227953410981
1972-04-05,0.125,QmnJ,Bonne,0.010399334442595675
1972-04-06,0.136,QmnJ,Bonne,0.011314475873544094
1972-04-07,0.127,QmnJ,Bonne,0.010565723793677205
1972-04-08,0.109,QmnJ,Bonne,0.009068219633943428
1972-04-09,0.218,QmnJ,Bonne,0.018136439267886856
1972-04-10,0.145,QmnJ,Bonne,0.012063227953410981
1972-04-11,0.136,QmnJ,Bonne,0.011314475873544094
1972-04-12,0.119,QmnJ,Bonne,0.009900166389351081
1972-04-13,0.106,QmnJ,Bonne,0.008818635607321131
1972-04-14,0.172,QmnJ,Bonne,0.014309484193011647
1972-04-15,0.113,QmnJ,Bonne,0.00940099833610649
1972-04-16,0.093,QmnJ,Bonne,0.007737104825291182
1972-04-17,0.088,QmnJ,Bonne,0.007321131447587354
1972-04-18,0.088,QmnJ,Bonne,0.007321131447587354
1972-04-19,0.086,QmnJ,Bonne,0.007154742096505824
1972-04-20,0.088,QmnJ,Bonne,0.007321131447587354
1972-04-21,0.09,QmnJ,Bonne,0.0074875207986688855
1972-04-22,0.088,QmnJ,Bonne,0.007321131447587354
1972-04-23,0.088,QmnJ,Bonne,0.007321131447587354
1972-04-24,0.086,QmnJ,Bonne,0.007154742096505824
1972-04-25,0.082,QmnJ,Bonne,0.006821963394342763
1972-04-26,0.072,QmnJ,Bonne,0.005990016638935108
1972-04-27,0.072,QmnJ,Bonne,0.005990016638935108
1972-04-28,0.072,QmnJ,Bonne,0.005990016638935108
1972-04-29,0.123,QmnJ,Bonne,0.010232945091514144
1972-04-30,0.127,QmnJ,Bonne,0.010565723793677205
1972-05-01,0.093,QmnJ,Bonne,0.007737104825291182
1972-05-02,0.086,QmnJ,Bonne,0.007154742096505824
1972-05-03,0.08,QmnJ,Bonne,0.0066555740432612314
1972-05-04,0.085,QmnJ,Bonne,0.007071547420965059
1972-05-05,0.245,QmnJ,Bonne,0.02038269550748752
1972-05-06,0.128,QmnJ,Bonne,0.01064891846921797
1972-05-07,0.101,QmnJ,Bonne,0.008402662229617306
1972-05-08,0.088,QmnJ,Bonne,0.007321131447587354
1972-05-09,0.099,QmnJ,Bonne,0.008236272878535775
1972-05-10,0.095,QmnJ,Bonne,0.007903494176372712
1972-05-11,0.096,QmnJ,Bonne,0.007986688851913478
1972-05-12,0.137,QmnJ,Bonne,0.01139767054908486
1972-05-13,0.122,QmnJ,Bonne,0.010149750415973378
1972-05-14,0.095,QmnJ,Bonne,0.007903494176372712
1972-05-15,0.086,QmnJ,Bonne,0.007154742096505824
1972-05-16,0.084,QmnJ,Bonne,0.006988352745424293
1972-05-17,0.08,QmnJ,Bonne,0.0066555740432612314
1972-05-18,0.08,QmnJ,Bonne,0.0066555740432612314
1972-05-19,0.074,QmnJ,Bonne,0.006156405990016639
1972-05-20,0.072,QmnJ,Bonne,0.005990016638935108
1972-05-21,0.07,QmnJ,Bonne,0.005823627287853578
1972-05-22,0.072,QmnJ,Bonne,0.005990016638935108
1972-05-23,0.084,QmnJ,Bonne,0.006988352745424293
1972-05-24,0.122,QmnJ,Bonne,0.010149750415973378
1972-05-25,0.091,QmnJ,Bonne,0.00757071547420965
1972-05-26,0.094,QmnJ,Bonne,0.007820299500831946
1972-05-27,0.08,QmnJ,Bonne,0.0066555740432612314
1972-05-28,0.076,QmnJ,Bonne,0.00632279534109817
1972-05-29,0.071,QmnJ,Bonne,0.005906821963394342
1972-05-30,0.067,QmnJ,Bonne,0.005574043261231282
