date_obs_elab,resultat_obs_elab,grandeur_hydro_elab,libelle_qualification,specific_discharge
2019-03-25,0.202,QmnJ,Bonne,0.01303225806451613
2019-03-26,0.199,QmnJ,Bonne,0.012838709677419355
2019-03-27,0.195,QmnJ,Bonne,0.012580645161290323
2019-03-28,0.192,QmnJ,Bonne,0.012387096774193548
2019-03-29,0.189,QmnJ,Bonne,0.012193548387096775
2019-03-30,0.188,QmnJ,Bonne,0.012129032258064516
2019-03-31,0.186,QmnJ,Bonne,0.012
2019-04-01,0.185,QmnJ,Bonne,0.011935483870967743
2019-04-02,0.184,QmnJ,Bonne,0.011870967741935483
2019-04-03,0.182,QmnJ,Bonne,0.011741935483870968
2019-04-04,0.202,QmnJ,Bonne,0.01303225806451613
2019-04-05,0.417,QmnJ,Bonne,0.026903225806451613
2019-04-06,0.274,QmnJ,Bonne,0.01767741935483871
2019-04-07,0.225,QmnJ,Bonne,0.014516129032258065
2019-04-08,0.242,QmnJ,Bonne,0.01561290322580645
2019-04-09,0.209,QmnJ,Bonne,0.013483870967741935
2019-04-10,0.19,QmnJ,Bonne,0.012258064516129033
2019-04-11,0.178,QmnJ,Bonne,0.011483870967741935
2019-04-12,0.161,QmnJ,Bonne,0.010387096774193548
2019-04-13,0.155,QmnJ,Bonne,0.01
2019-04-14,0.152,QmnJ,Bonne,0.009806451612903225
2019-04-15,0.164,QmnJ,Bonne,0.010580645161290323
2019-04-16,0.18,QmnJ,Bonne,0.01161290322580645
2019-04-17,0.157,QmnJ,Bonne,0.010129032258064516
2019-04-18,0.15,QmnJ,Bonne,0.00967741935483871
2019-04-19,0.145,QmnJ,Bonne,0.009354838709677418
2019-04-20,0.141,QmnJ,Bonne,0.009096774193548386
2019-04-21,0.14,QmnJ,Bonne,0.00903225806451613
2019-04-22,0.142,QmnJ,Bonne,0.009161290322580644
2019-04-23,0.143,QmnJ,Bonne,0.009225806451612903
2019-04-24,0.166,QmnJ,Bonne,0.01070967741935484
2019-04-25,0.18,QmnJ,Bonne,0.01161290322580645
2019-04-26,0.155,QmnJ,Bonne,0.01
2019-04-27,0.148,QmnJ,Bonne,0.009548387096774193
2019-04-28,0.139,QmnJ,Bonne,0.008967741935483872
2019-04-29,0.136,QmnJ,Bonne,0.008774193548387097
2019-04-30,0.131,QmnJ,Bonne,0.008451612903225807
2019-05-01,0.131,QmnJ,Bonne,0.008451612903225807
2019-05-02,0.129,QmnJ,Bonne,0.00832258064516129
2019-05-03,0.126,QmnJ,Bonne,0.008129032258064516
2019-05-04,0.136,QmnJ,Bonne,0.008774193548387097
2019-05-05,0.132,QmnJ,Bonne,0.008516129032258065
2019-05-06,0.129,QmnJ,Bonne,0.00832258064516129
2019-05-07,0.17,QmnJ,Bonne,0.010967741935483872
2019-05-08,0.359,QmnJ,Bonne,0.023161290322580644
2019-05-09,0.214,QmnJ,Bonne,0.013806451612903226
2019-05-10,0.206,QmnJ,Bonne,0.01329032258064516
2019-05-11,0.203,QmnJ,Bonne,0.013096774193548388
2019-05-12,0.15,QmnJ,Bonne,0.00967741935483871
2019-05-13,0.138,QmnJ,Bonne,0.008903225806451613
2019-05-14,0.129,QmnJ,Bonne,0.00832258064516129
2019-05-15,0.123,QmnJ,Bonne,0.007935483870967742
2019-05-16,0.121,QmnJ,Bonne,0.007806451612903225
2019-05-17,0.12,QmnJ,Bonne,0.007741935483870968
2019-05-18,0.125,QmnJ,Bonne,0.008064516129032258
2019-05-19,0.143,QmnJ,Bonne,0.009225806451612903
2019-05-20,0.162,QmnJ,Bonne,0.010451612903225807
2019-05-21,0.144,QmnJ,Bonne,0.00929032258064516
2019-05-22,0.122,QmnJ,Bonne,0.007870967741935483
2019-05-23,0.113,QmnJ,Bonne,0.007290322580645161
2019-05-24,0.108,QmnJ,Bonne,0.006967741935483871
2019-05-25,0.107,QmnJ,Bonne,0.006903225806451613
2019-05-26,0.108,QmnJ,Bonne,0.006967741935483871
2019-05-27,0.104,QmnJ,Bonne,0.006709677419354838
2019-05-28,0.1,QmnJ,Bonne,0.0064516129032258064
2019-05-29,0.1,QmnJ,Bonne,0.0064516129032258064
2019-05-30,0.104,QmnJ,Bonne,0.006709677419354838
2019-05-31,0.099,QmnJ,Bonne,0.006387096774193549
2019-06-01,0.091,QmnJ,Bonne,0.005870967741935484
2019-06-02,0.092,QmnJ,Bonne,0.005935483870967742
2019-06-03,0.088,QmnJ,Bonne,0.005677419354838709
2019-06-04,0.092,QmnJ,Bonne,0.005935483870967742
2019-06-05,0.098,QmnJ,Bonne,0.00632258064516129
2019-06-06,0.097,QmnJ,Bonne,0.0062580645161290326
2019-06-07,0.429,QmnJ,Bonne,0.02767741935483871
2019-06-08,0.145,QmnJ,Bonne,0.009354838709677418
2019-06-09,0.12,QmnJ,Bonne,0.007741935483870968
2019-06-10,0.124,QmnJ,Bonne,0.008
2019-06-11,0.173,QmnJ,Bonne,0.011161290322580644
2019-06-12,0.396,QmnJ,Bonne,0.025548387096774195
2019-06-13,0.194,QmnJ,Bonne,0.012516129032258065
2019-06-14,0.151,QmnJ,Bonne,0.009741935483870968
2019-06-15,0.157,QmnJ,Bonne,0.010129032258064516
2019-06-16,0.182,QmnJ,Bonne,0.011741935483870968
2019-06-17,0.141,QmnJ,Bonne,0.009096774193548386
2019-06-18,0.181,QmnJ,Bonne,0.01167741935483871
2019-06-19,0.166,QmnJ,Bonne,0.01070967741935484
2019-06-20,0.128,QmnJ,Bonne,0.008258064516129033
2019-06-21,0.122,QmnJ,Bonne,0.007870967741935483
2019-06-22,0.122,QmnJ,Bonne,0.007870967741935483
2019-06-23,0.119,QmnJ,Bonne,0.007677419354838709
2019-06-24,0.131,QmnJ,Bonne,0.008451612903225807
2019-06-25,0.161,QmnJ,Bonne,0.010387096774193548
2019-06-26,0.137,QmnJ,Bonne,0.008838709677419355
2019-06-27,0.114,QmnJ,Bonne,0.00735483870967742
2019-06-28,0.103,QmnJ,Bonne,0.00664516129032258
2019-06-29,0.103,QmnJ,Bonne,0.00664516129032258
2019-06-30,0.099,QmnJ,Bonne,0.006387096774193549
2019-07-01,0.095,QmnJ,Bonne,0.006129032258064516
2019-07-02,0.091,QmnJ,Bonne,0.005870967741935484
2019-07-03,0.087,QmnJ,Bonne,0.0056129032258064515
2019-07-04,0.083,QmnJ,Bonne,0.00535483870967742
2019-07-05,0.08,QmnJ,Bonne,0.005161290322580645
2019-07-06,0.076,QmnJ,Bonne,0.004903225806451613
2019-07-07,0.073,QmnJ,Bonne,0.004709677419354839
2019-07-08,0.069,QmnJ,Bonne,0.004451612903225806
2019-07-09,0.06,QmnJ,Bonne,0.003870967741935484
2019-07-10,0.056,QmnJ,Bonne,0.003612903225806452
2019-07-11,0.055,QmnJ,Bonne,0.0035483870967741938
2019-07-12,0.054,QmnJ,Bonne,0.0034838709677419357
2019-07-13,0.053,QmnJ,Bonne,0.003419354838709677
2019-07-14,0.05,QmnJ,Bonne,0.0032258064516129032
2019-07-15,0.048,QmnJ,Bonne,0.003096774193548387
2019-07-16,0.057,QmnJ,Bonne,0.00367741935483871
2019-07-17,0.059,QmnJ,Bonne,0.0038064516129032258
2019-07-18,0.063,QmnJ,Bonne,0.004064516129032258
2019-07-19,0.067,QmnJ,Bonne,0.00432258064516129
2019-07-20,0.067,QmnJ,Bonne,0.00432258064516129
2019-07-21,0.06,QmnJ,Bonne,0.003870967741935484
2019-07-22,0.057,QmnJ,Bonne,0.00367741935483871
2019-07-23,0.053,QmnJ,Bonne,0.003419354838709677
2019-07-24,0.05,QmnJ,Bonne,0.0032258064516129032
2019-07-25,0.05,QmnJ,Bonne,0.0032258064516129032
2019-07-26,0.051,QmnJ,Bonne,0.003290322580645161
2019-07-27,0.05,QmnJ,Bonne,0.0032258064516129032
2019-07-28,0.048,QmnJ,Bonne,0.003096774193548387
2019-07-29,0.053,QmnJ,Bonne,0.003419354838709677
2019-07-30,0.061,QmnJ,Bonne,0.0039354838709677415
2019-07-31,0.055,QmnJ,Bonne,0.0035483870967741938
2019-08-01,0.056,QmnJ,Bonne,0.003612903225806452
2019-08-02,0.051,QmnJ,Bonne,0.003290322580645161
2019-08-03,0.047,QmnJ,Bonne,0.003032258064516129
2019-08-04,0.046,QmnJ,Bonne,0.002967741935483871
2019-08-05,0.046,QmnJ,Bonne,0.002967741935483871
2019-08-06,0.046,QmnJ,Bonne,0.002967741935483871
2019-08-07,0.045,QmnJ,Bonne,0.0029032258064516127
2019-08-08,0.05,QmnJ,Bonne,0.0032258064516129032
2019-08-09,0.071,QmnJ,Bonne,0.004580645161290322
2019-08-10,0.057,QmnJ,Bonne,0.00367741935483871
2019-08-11,0.051,QmnJ,Bonne,0.003290322580645161
2019-08-12,0.049,QmnJ,Bonne,0.003161290322580645
2019-08-13,0.046,QmnJ,Bonne,0.002967741935483871
2019-08-14,0.054,QmnJ,Bonne,0.0034838709677419357
2019-08-15,0.051,QmnJ,Bonne,0.003290322580645161
2019-08-16,0.05,QmnJ,Bonne,0.0032258064516129032
2019-08-17,0.065,QmnJ,Bonne,0.004193548387096774
2019-08-18,0.309,QmnJ,Bonne,0.019935483870967743
2019-08-19,0.055,QmnJ,Bonne,0.0035483870967741938
2019-08-20,0.062,QmnJ,Bonne,0.004
2019-08-21,0.066,QmnJ,Bonne,0.0042580645161290325
2019-08-22,0.062,QmnJ,Bonne,0.004
2019-08-23,0.056,QmnJ,Bonne,0.003612903225806452
2019-08-24,0.051,QmnJ,Bonne,0.003290322580645161
2019-08-25,0.048,QmnJ,Bonne,0.003096774193548387
2019-08-26,0.044,QmnJ,Bonne,0.0028387096774193546
2019-08-27,0.044,QmnJ,Bonne,0.0028387096774193546
2019-08-28,0.042,QmnJ,Bonne,0.002709677419354839
2019-08-29,0.035,QmnJ,Bonne,0.0022580645161290325
2019-08-30,0.034,QmnJ,Bonne,0.0021935483870967744
2019-08-31,0.034,QmnJ,Bonne,0.0021935483870967744
2019-09-01,0.032,QmnJ,Bonne,0.002064516129032258
2019-09-02,0.029,QmnJ,Bonne,0.001870967741935484
2019-09-03,0.033,QmnJ,Bonne,0.0021290322580645163
2019-09-04,0.034,QmnJ,Bonne,0.0021935483870967744
2019-09-05,0.029,QmnJ,Bonne,0.001870967741935484
2019-09-06,0.03,QmnJ,Bonne,0.001935483870967742
2019-09-07,0.031,QmnJ,Bonne,0.002
2019-09-08,0.032,QmnJ,Bonne,0.002064516129032258
2019-09-09,0.038,QmnJ,Bonne,0.0024516129032258064
2019-09-10,0.035,QmnJ,Bonne,0.0022580645161290325
2019-09-11,0.032,QmnJ,Bonne,0.002064516129032258
2019-09-12,0.036,QmnJ,Bonne,0.00232258064516129
2019-09-13,0.031,QmnJ,Bonne,0.002
2019-09-14,0.033,QmnJ,Bonne,0.0021290322580645163
2019-09-15,0.032,QmnJ,Bonne,0.002064516129032258
2019-09-16,0.034,QmnJ,Bonne,0.0021935483870967744
2019-09-17,0.037,QmnJ,Bonne,0.0023870967741935483
2019-09-18,0.033,QmnJ,Bonne,0.0021290322580645163
2019-09-19,0.034,QmnJ,Bonne,0.0021935483870967744
2019-09-20,0.037,QmnJ,Bonne,0.0023870967741935483
2019-09-21,0.042,QmnJ,Bonne,0.002709677419354839
2019-09-22,0.052,QmnJ,Bonne,0.003354838709677419
2019-09-23,0.059,QmnJ,Bonne,0.0038064516129032258
2019-09-24,0.128,QmnJ,Bonne,0.008258064516129033
2019-09-25,0.076,QmnJ,Bonne,0.004903225806451613
2019-09-26,0.079,QmnJ,Bonne,0.0050967741935483875
2019-09-27,0.073,QmnJ,Bonne,0.004709677419354839
2019-09-28,0.069,QmnJ,Bonne,0.004451612903225806
2019-09-29,0.079,QmnJ,Bonne,0.0050967741935483875
2019-09-30,0.081,QmnJ,Bonne,0.005225806451612904
2019-10-01,0.097,QmnJ,Bonne,0.0062580645161290326
2019-10-02,0.082,QmnJ,Bonne,0.005290322580645161
2019-10-03,0.084,QmnJ,Bonne,0.005419354838709678
2019-10-04,0.09,QmnJ,Bonne,0.005806451612903225
2019-10-05,0.089,QmnJ,Bonne,0.005741935483870968
2019-10-06,0.091,QmnJ,Bonne,0.005870967741935484
2019-10-07,0.122,QmnJ,Bonne,0.007870967741935483
2019-10-08,0.144,QmnJ,Bonne,0.00929032258064516
2019-10-09,0.08,QmnJ,Bonne,0.005161290322580645
2019-10-10,0.077,QmnJ,Bonne,0.004967741935483871
2019-10-11,0.071,QmnJ,Bonne,0.004580645161290322
2019-10-12,0.066,QmnJ,Bonne,0.0042580645161290325
2019-10-13,0.067,QmnJ,Bonne,0.00432258064516129
2019-10-14,0.101,QmnJ,Bonne,0.006516129032258065
2019-10-15,0.087,QmnJ,Bonne,0.0056129032258064515
2019-10-16,0.673,QmnJ,Bonne,0.04341935483870968
2019-10-17,0.27,QmnJ,Bonne,0.01741935483870968
2019-10-18,0.372,QmnJ,Bonne,0.024
2019-10-19,0.299,QmnJ,Bonne,0.01929032258064516
2019-10-20,0.218,QmnJ,Bonne,0.014064516129032258
2019-10-21,0.2,QmnJ,Bonne,0.012903225806451613
2019-10-22,0.188,QmnJ,Bonne,0.012129032258064516
2019-10-23,0.183,QmnJ,Bonne,0.011806451612903225
2019-10-24,0.229,QmnJ,Bonne,0.014774193548387098
2019-10-25,0.196,QmnJ,Bonne,0.01264516129032258
2019-10-26,0.26,QmnJ,Bonne,0.016774193548387096
2019-10-27,0.597,QmnJ,Bonne,0.03851612903225806
2019-10-28,0.325,QmnJ,Bonne,0.020967741935483872
2019-10-29,0.38,QmnJ,Bonne,0.024516129032258065
2019-10-30,0.421,QmnJ,Bonne,0.027161290322580644
2019-10-31,0.539,QmnJ,Bonne,0.0347741935483871
2019-11-01,0.746,QmnJ,Bonne,0.048129032258064516
2019-11-02,0.708,QmnJ,Bonne,0.045677419354838704
2019-11-03,1.016,QmnJ,Bonne,0.0655483870967742
2019-11-04,0.782,QmnJ,Bonne,0.050451612903225806
2019-11-05,0.785,QmnJ,Bonne,0.05064516129032258
2019-11-06,0.689,QmnJ,Bonne,0.0444516129032258
2019-11-07,0.629,QmnJ,Bonne,0.04058064516129032
2019-11-08,0.578,QmnJ,Bonne,0.03729032258064516
2019-11-09,0.716,QmnJ,Bonne,0.04619354838709677
2019-11-10,0.575,QmnJ,Bonne,0.037096774193548385
2019-11-11,0.544,QmnJ,Bonne,0.03509677419354839
2019-11-12,0.515,QmnJ,Bonne,0.0332258064516129
2019-11-13,0.567,QmnJ,Bonne,0.036580645161290316
2019-11-14,0.547,QmnJ,Bonne,0.03529032258064516
2019-11-15,0.494,QmnJ,Bonne,0.031870967741935485
2019-11-16,0.466,QmnJ,Bonne,0.03006451612903226
2019-11-17,0.422,QmnJ,Bonne,0.0272258064516129
2019-11-18,0.419,QmnJ,Bonne,0.02703225806451613
2019-11-19,0.381,QmnJ,Bonne,0.024580645161290323
2019-11-20,0.365,QmnJ,Bonne,0.023548387096774193
2019-11-21,0.528,QmnJ,Bonne,0.03406451612903226
2019-11-22,0.612,QmnJ,Bonne,0.03948387096774193
2019-11-23,0.565,QmnJ,Bonne,0.0364516129032258
2019-11-24,0.495,QmnJ,Bonne,0.03193548387096774
2019-11-25,0.649,QmnJ,Bonne,0.04187096774193549
2019-11-26,0.739,QmnJ,Bonne,0.047677419354838706
2019-11-27,0.712,QmnJ,Bonne,0.04593548387096774
2019-11-28,0.811,QmnJ,Bonne,0.05232258064516129
2019-11-29,0.706,QmnJ,Bonne,0.04554838709677419
2019-11-30,0.842,QmnJ,Bonne,0.05432258064516129
2019-12-01,0.703,QmnJ,Bonne,0.045354838709677416
2019-12-02,0.646,QmnJ,Bonne,0.041677419354838714
2019-12-03,0.617,QmnJ,Bonne,0.03980645161290323
2019-12-04,0.594,QmnJ,Bonne,0.03832258064516129
2019-12-05,0.572,QmnJ,Bonne,0.03690322580645161
2019-12-06,0.583,QmnJ,Bonne,0.037612903225806446
2019-12-07,0.566,QmnJ,Bonne,0.03651612903225806
2019-12-08,0.601,QmnJ,Bonne,0.0387741935483871
2019-12-09,0.55,QmnJ,Bonne,0.035483870967741936
2019-12-10,0.589,QmnJ,Bonne,0.038
2019-12-11,0.632,QmnJ,Bonne,0.0407741935483871
2019-12-12,0.801,QmnJ,Bonne,0.05167741935483871
2019-12-13,0.667,QmnJ,Bonne,0.04303225806451613
2019-12-14,0.622,QmnJ,Bonne,0.040129032258064516
2019-12-15,0.64,QmnJ,Bonne,0.04129032258064516
2019-12-16,0.813,QmnJ,Bonne,0.0524516129032258
2019-12-17,0.888,QmnJ,Bonne,0.05729032258064516
2019-12-18,0.799,QmnJ,Bonne,0.051548387096774194
2019-12-19,1.596,QmnJ,Bonne,0.10296774193548387
2019-12-20,1.323,QmnJ,Bonne,0.08535483870967742
2019-12-21,1.651,QmnJ,Bonne,0.10651612903225807
2019-12-22,1.304,QmnJ,Bonne,0.08412903225806452
2019-12-23,1.12,QmnJ,Bonne,0.07225806451612904
2019-12-24,1.072,QmnJ,Bonne,0.06916129032258064
2019-12-25,0.886,QmnJ,Bonne,0.057161290322580646
2019-12-26,0.813,QmnJ,Bonne,0.0524516129032258
2019-12-27,0.747,QmnJ,Bonne,0.048193548387096774
2019-12-28,0.698,QmnJ,Bonne,0.04503225806451613
2019-12-29,0.657,QmnJ,Bonne,0.04238709677419355
2019-12-30,0.622,QmnJ,Bonne,0.040129032258064516
2019-12-31,0.606,QmnJ,Bonne,0.039096774193548386
2020-01-01,0.612,QmnJ,Bonne,0.03948387096774193
2020-01-02,0.571,QmnJ,Bonne,0.036838709677419354
2020-01-03,0.562,QmnJ,Bonne,0.036258064516129035
2020-01-04,0.527,QmnJ,Bonne,0.034
2020-01-05,0.497,QmnJ,Bonne,0.03206451612903226
2020-01-06,0.473,QmnJ,Bonne,0.030516129032258064
2020-01-07,0.465,QmnJ,Bonne,0.030000000000000002
2020-01-08,0.483,QmnJ,Bonne,0.031161290322580644
2020-01-09,0.724,QmnJ,Bonne,0.04670967741935484
2020-01-10,0.536,QmnJ,Bonne,0.03458064516129032
2020-01-11,0.475,QmnJ,Bonne,0.03064516129032258
2020-01-12,0.487,QmnJ,Bonne,0.031419354838709675
2020-01-13,0.592,QmnJ,Bonne,0.03819354838709677
2020-01-14,1.609,QmnJ,Bonne,0.10380645161290322
2020-01-15,1.429,QmnJ,Bonne,0.09219354838709677
2020-01-16,1.34,QmnJ,Bonne,0.08645161290322581
2020-01-17,1.31,QmnJ,Bonne,0.08451612903225807
2020-01-18,0.98,QmnJ,Bonne,0.0632258064516129
2020-01-19,0.864,QmnJ,Bonne,0.05574193548387097
2020-01-20,0.786,QmnJ,Bonne,0.050709677419354844
2020-01-21,0.731,QmnJ,Bonne,0.047161290322580644
2020-01-22,0.682,QmnJ,Bonne,0.044000000000000004
2020-01-23,0.647,QmnJ,Bonne,0.04174193548387097
2020-01-24,0.616,QmnJ,Bonne,0.03974193548387097
2020-01-25,0.593,QmnJ,Bonne,0.03825806451612903
2020-01-26,0.648,QmnJ,Bonne,0.04180645161290323
2020-01-27,0.649,QmnJ,Bonne,0.04187096774193549
2020-01-28,0.644,QmnJ,Bonne,0.04154838709677419
2020-01-29,0.562,QmnJ,Bonne,0.036258064516129035
2020-01-30,0.689,QmnJ,Bonne,0.0444516129032258
2020-01-31,0.645,QmnJ,Bonne,0.04161290322580645
2020-02-01,1.116,QmnJ,Bonne,0.07200000000000001
2020-02-02,0.971,QmnJ,Bonne,0.06264516129032258
2020-02-03,0.802,QmnJ,Bonne,0.051741935483870974
2020-02-04,0.745,QmnJ,Bonne,0.04806451612903226
2020-02-05,0.699,QmnJ,Bonne,0.045096774193548385
2020-02-06,0.669,QmnJ,Bonne,0.04316129032258065
2020-02-07,0.645,QmnJ,Bonne,0.04161290322580645
2020-02-08,0.684,QmnJ,Bonne,0.04412903225806452
2020-02-09,0.767,QmnJ,Bonne,0.049483870967741934
2020-02-10,0.646,QmnJ,Bonne,0.041677419354838714
2020-02-11,0.612,QmnJ,Bonne,0.03948387096774193
2020-02-12,0.598,QmnJ,Bonne,0.03858064516129032
2020-02-13,0.79,QmnJ,Bonne,0.050967741935483875
2020-02-14,0.599,QmnJ,Bonne,0.038645161290322576
2020-02-15,0.827,QmnJ,Bonne,0.053354838709677416
2020-02-16,2.319,QmnJ,Douteuse,0.14961290322580645
2020-02-17,1.127,QmnJ,Bonne,0.07270967741935484
2020-02-18,0.977,QmnJ,Bonne,0.06303225806451612
2020-02-19,0.89,QmnJ,Bonne,0.05741935483870968
2020-02-20,0.833,QmnJ,Bonne,0.05374193548387097
2020-02-21,0.747,QmnJ,Bonne,0.048193548387096774
2020-02-22,0.698,QmnJ,Bonne,0.04503225806451613
2020-02-23,0.68,QmnJ,Bonne,0.04387096774193549
2020-02-24,0.674,QmnJ,Bonne,0.043483870967741936
2020-02-25,0.688,QmnJ,Bonne,0.044387096774193543
2020-02-26,0.62,QmnJ,Bonne,0.04
2020-02-27,0.741,QmnJ,Bonne,0.04780645161290323
2020-02-28,0.614,QmnJ,Bonne,0.03961290322580645
2020-02-29,0.868,QmnJ,Bonne,0.056
2020-03-01,0.766,QmnJ,Bonne,0.04941935483870968
2020-03-02,0.71,QmnJ,Bonne,0.045806451612903226
2020-03-03,0.675,QmnJ,Bonne,0.043548387096774194
2020-03-04,0.734,QmnJ,Bonne,0.04735483870967742
2020-03-05,1.095,QmnJ,Bonne,0.07064516129032258
2020-03-06,0.793,QmnJ,Bonne,0.05116129032258065
2020-03-07,0.728,QmnJ,Bonne,0.04696774193548387
2020-03-08,0.82,QmnJ,Bonne,0.05290322580645161
2020-03-09,0.713,QmnJ,Bonne,0.046
2020-03-10,0.698,QmnJ,Bonne,0.04503225806451613
2020-03-11,0.655,QmnJ,Bonne,0.04225806451612903
2020-03-12,0.625,QmnJ,Bonne,0.04032258064516129
2020-03-13,0.597,QmnJ,Bonne,0.03851612903225806
2020-03-14,0.602,QmnJ,Bonne,0.038838709677419356
2020-03-15,0.586,QmnJ,Bonne,0.037806451612903226
2020-03-16,0.558,QmnJ,Bonne,0.036000000000000004
2020-03-17,0.531,QmnJ,Bonne,0.03425806451612903
2020-03-18,0.505,QmnJ,Bonne,0.03258064516129032
2020-03-19,0.481,QmnJ,Bonne,0.03103225806451613
2020-03-20,0.457,QmnJ,Bonne,0.029483870967741937
2020-03-21,0.434,QmnJ,Bonne,0.028
2020-03-22,0.411,QmnJ,Bonne,0.026516129032258064
2020-03-23,0.389,QmnJ,Bonne,0.025096774193548388
2020-03-24,0.368,QmnJ,Bonne,0.023741935483870966
