date_obs_elab,resultat_obs_elab,grandeur_hydro_elab,libelle_qualification,specific_discharge
2019-03-17,0.113,QmnJ,Bonne,0.016865671641791046
2019-03-18,0.107,QmnJ,Bonne,0.01597014925373134
2019-03-19,0.105,QmnJ,Bonne,0.015671641791044775
2019-03-20,0.103,QmnJ,Bonne,0.015373134328358207
2019-03-21,0.101,QmnJ,Bonne,0.015074626865671643
2019-03-22,0.098,QmnJ,Bonne,0.014626865671641792
2019-03-23,0.096,QmnJ,Bonne,0.014328358208955224
2019-03-24,0.095,QmnJ,Bonne,0.01417910447761194
2019-03-25,0.091,QmnJ,Bonne,0.013582089552238805
2019-03-26,0.089,QmnJ,Bonne,0.013283582089552238
2019-03-27,0.087,QmnJ,Bonne,0.01298507462686567
2019-03-28,0.084,QmnJ,Bonne,0.01253731343283582
2019-03-29,0.083,QmnJ,Bonne,0.012388059701492538
2019-03-30,0.08,QmnJ,Bonne,0.011940298507462687
2019-03-31,0.075,QmnJ,Bonne,0.011194029850746268
2019-04-01,0.072,QmnJ,Bonne,0.010746268656716417
2019-04-02,0.069,QmnJ,Bonne,0.010298507462686568
2019-04-03,0.068,QmnJ,Bonne,0.010149253731343283
2019-04-04,0.077,QmnJ,Bonne,0.011492537313432836
2019-04-05,0.151,QmnJ,Bonne,0.02253731343283582
2019-04-06,0.1,QmnJ,Bonne,0.014925373134328358
2019-04-07,0.087,QmnJ,Bonne,0.01298507462686567
2019-04-08,0.105,QmnJ,Bonne,0.015671641791044775
2019-04-09,0.088,QmnJ,Bonne,0.013134328358208954
2019-04-10,0.08,QmnJ,Bonne,0.011940298507462687
2019-04-11,0.079,QmnJ,Bonne,0.011791044776119404
2019-04-12,0.074,QmnJ,Bonne,0.011044776119402985
2019-04-13,0.073,QmnJ,Bonne,0.0108955223880597
2019-04-14,0.071,QmnJ,Bonne,0.010597014925373132
2019-04-15,0.072,QmnJ,Bonne,0.010746268656716417
2019-04-16,0.073,QmnJ,Bonne,0.0108955223880597
2019-04-17,0.064,QmnJ,Bonne,0.00955223880597015
2019-04-18,0.06,QmnJ,Bonne,0.008955223880597014
2019-04-19,0.057,QmnJ,Bonne,0.008507462686567165
2019-04-20,0.055,QmnJ,Bonne,0.008208955223880597
2019-04-21,0.053,QmnJ,Bonne,0.007910447761194029
2019-04-22,0.053,QmnJ,Bonne,0.007910447761194029
2019-04-23,0.053,QmnJ,Bonne,0.007910447761194029
2019-04-24,0.059,QmnJ,Bonne,0.00880597014925373
2019-04-25,0.061,QmnJ,Bonne,0.009104477611940298
2019-04-26,0.056,QmnJ,Bonne,0.00835820895522388
2019-04-27,0.053,QmnJ,Bonne,0.007910447761194029
2019-04-28,0.051,QmnJ,Bonne,0.007611940298507462
2019-04-29,0.052,QmnJ,Bonne,0.007761194029850746
2019-04-30,0.05,QmnJ,Bonne,0.007462686567164179
2019-05-01,0.049,QmnJ,Bonne,0.007313432835820896
2019-05-02,0.047,QmnJ,Bonne,0.007014925373134328
2019-05-03,0.047,QmnJ,Bonne,0.007014925373134328
2019-05-04,0.046,QmnJ,Bonne,0.006865671641791044
2019-05-05,0.045,QmnJ,Bonne,0.006716417910447761
2019-05-06,0.044,QmnJ,Bonne,0.006567164179104477
2019-05-07,0.057,QmnJ,Bonne,0.008507462686567165
2019-05-08,0.104,QmnJ,Bonne,0.015522388059701492
2019-05-09,0.069,QmnJ,Bonne,0.010298507462686568
2019-05-10,0.068,QmnJ,Bonne,0.010149253731343283
2019-05-11,0.066,QmnJ,Bonne,0.009850746268656717
2019-05-12,0.055,QmnJ,Bonne,0.008208955223880597
2019-05-13,0.054,QmnJ,Bonne,0.008059701492537314
2019-05-14,0.053,QmnJ,Bonne,0.007910447761194029
2019-05-15,0.05,QmnJ,Bonne,0.007462686567164179
2019-05-16,0.05,QmnJ,Bonne,0.007462686567164179
2019-05-17,0.05,QmnJ,Bonne,0.007462686567164179
2019-05-18,0.051,QmnJ,Bonne,0.007611940298507462
2019-05-19,0.05,QmnJ,Bonne,0.007462686567164179
2019-05-20,0.057,QmnJ,Bonne,0.008507462686567165
2019-05-21,0.051,QmnJ,Bonne,0.007611940298507462
2019-05-22,0.044,QmnJ,Bonne,0.006567164179104477
2019-05-23,0.042,QmnJ,Bonne,0.00626865671641791
2019-05-24,0.041,QmnJ,Bonne,0.006119402985074627
2019-05-25,0.04,QmnJ,Bonne,0.005970149253731343
2019-05-26,0.039,QmnJ,Bonne,0.0058208955223880594
2019-05-27,0.039,QmnJ,Bonne,0.0058208955223880594
2019-05-28,0.037,QmnJ,Bonne,0.0055223880597014925
2019-05-29,0.039,QmnJ,Bonne,0.0058208955223880594
2019-05-30,0.039,QmnJ,Bonne,0.0058208955223880594
2019-05-31,0.036,QmnJ,Bonne,0.005373134328358209
2019-06-01,0.034,QmnJ,Bonne,0.005074626865671642
2019-06-02,0.034,QmnJ,Bonne,0.005074626865671642
2019-06-03,0.032,QmnJ,Bonne,0.004776119402985075
2019-06-04,0.033,QmnJ,Bonne,0.004925373134328359
2019-06-05,0.034,QmnJ,Bonne,0.005074626865671642
2019-06-06,0.035,QmnJ,Bonne,0.0052238805970149255
2019-06-07,0.134,QmnJ,Bonne,0.02
2019-06-08,0.049,QmnJ,Bonne,0.007313432835820896
2019-06-09,0.043,QmnJ,Bonne,0.006417910447761193
2019-06-10,0.044,QmnJ,Bonne,0.006567164179104477
2019-06-11,0.057,QmnJ,Bonne,0.008507462686567165
2019-06-12,0.115,QmnJ,Bonne,0.017164179104477612
2019-06-13,0.061,QmnJ,Bonne,0.009104477611940298
2019-06-14,0.052,QmnJ,Bonne,0.007761194029850746
2019-06-15,0.052,QmnJ,Bonne,0.007761194029850746
2019-06-16,0.057,QmnJ,Bonne,0.008507462686567165
2019-06-17,0.048,QmnJ,Bonne,0.007164179104477612
2019-06-18,0.058,QmnJ,Bonne,0.008656716417910448
2019-06-19,0.054,QmnJ,Bonne,0.008059701492537314
2019-06-20,0.049,QmnJ,Bonne,0.007313432835820896
2019-06-21,0.046,QmnJ,Bonne,0.006865671641791044
2019-06-22,0.044,QmnJ,Bonne,0.006567164179104477
2019-06-23,0.042,QmnJ,Bonne,0.00626865671641791
2019-06-24,0.045,QmnJ,Bonne,0.006716417910447761
2019-06-25,0.052,QmnJ,Bonne,0.007761194029850746
2019-06-26,0.046,QmnJ,Bonne,0.006865671641791044
2019-06-27,0.041,QmnJ,Bonne,0.006119402985074627
2019-06-28,0.037,QmnJ,Bonne,0.0055223880597014925
2019-06-29,0.035,QmnJ,Bonne,0.0052238805970149255
2019-06-30,0.034,QmnJ,Bonne,0.005074626865671642
2019-07-01,0.032,QmnJ,Bonne,0.004776119402985075
2019-07-02,0.03,QmnJ,Bonne,0.004477611940298507
2019-07-03,0.029,QmnJ,Bonne,0.004328358208955224
2019-07-04,0.028,QmnJ,Bonne,0.00417910447761194
2019-07-05,0.027,QmnJ,Bonne,0.004029850746268657
2019-07-06,0.027,QmnJ,Bonne,0.004029850746268657
2019-07-07,0.026,QmnJ,Bonne,0.003880597014925373
2019-07-08,0.025,QmnJ,Bonne,0.0037313432835820895
2019-07-09,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-10,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-11,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-12,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-13,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-14,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-15,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-16,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-17,0.022,QmnJ,Bonne,0.0032835820895522386
2019-07-18,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-19,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-20,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-21,0.022,QmnJ,Bonne,0.0032835820895522386
2019-07-22,0.025,QmnJ,Bonne,0.0037313432835820895
2019-07-23,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-24,0.023,QmnJ,Bonne,0.003432835820895522
2019-07-25,0.022,QmnJ,Bonne,0.0032835820895522386
2019-07-26,0.019,QmnJ,Bonne,0.0028358208955223878
2019-07-27,0.019,QmnJ,Bonne,0.0028358208955223878
2019-07-28,0.018,QmnJ,Bonne,0.0026865671641791043
2019-07-29,0.02,QmnJ,Bonne,0.0029850746268656717
2019-07-30,0.02,QmnJ,Bonne,0.0029850746268656717
2019-07-31,0.019,QmnJ,Bonne,0.0028358208955223878
2019-08-01,0.019,QmnJ,Bonne,0.0028358208955223878
2019-08-02,0.018,QmnJ,Bonne,0.0026865671641791043
2019-08-03,0.017,QmnJ,Bonne,0.002537313432835821
2019-08-04,0.017,QmnJ,Bonne,0.002537313432835821
2019-08-05,0.018,QmnJ,Bonne,0.0026865671641791043
2019-08-06,0.019,QmnJ,Bonne,0.0028358208955223878
2019-08-07,0.018,QmnJ,Bonne,0.0026865671641791043
2019-08-08,0.02,QmnJ,Bonne,0.0029850746268656717
2019-08-09,0.027,QmnJ,Bonne,0.004029850746268657
2019-08-10,0.019,QmnJ,Bonne,0.0028358208955223878
2019-08-11,0.019,QmnJ,Bonne,0.0028358208955223878
2019-08-12,0.021,QmnJ,Bonne,0.003134328358208955
2019-08-13,0.02,QmnJ,Bonne,0.0029850746268656717
2019-08-14,0.02,QmnJ,Bonne,0.0029850746268656717
2019-08-15,0.017,QmnJ,Bonne,0.002537313432835821
2019-08-16,0.017,QmnJ,Bonne,0.002537313432835821
2019-08-17,0.026,QmnJ,Bonne,0.003880597014925373
2019-08-18,0.032,QmnJ,Bonne,0.004776119402985075
2019-08-19,0.024,QmnJ,Bonne,0.003582089552238806
2019-08-20,0.02,QmnJ,Bonne,0.0029850746268656717
2019-08-21,0.018,QmnJ,Bonne,0.0026865671641791043
2019-08-22,0.016,QmnJ,Bonne,0.0023880597014925373
2019-08-23,0.015,QmnJ,Bonne,0.0022388059701492534
2019-08-24,0.014,QmnJ,Bonne,0.00208955223880597
2019-08-25,0.014,QmnJ,Bonne,0.00208955223880597
2019-08-26,0.013,QmnJ,Bonne,0.0019402985074626865
2019-08-27,0.015,QmnJ,Bonne,0.0022388059701492534
2019-08-28,0.014,QmnJ,Bonne,0.00208955223880597
2019-08-29,0.013,QmnJ,Bonne,0.0019402985074626865
2019-08-30,0.011,QmnJ,Bonne,0.0016417910447761193
2019-08-31,0.011,QmnJ,Bonne,0.0016417910447761193
2019-09-01,0.011,QmnJ,Bonne,0.0016417910447761193
2019-09-02,0.01,QmnJ,Bonne,0.0014925373134328358
2019-09-03,0.01,QmnJ,Bonne,0.0014925373134328358
2019-09-04,0.01,QmnJ,Bonne,0.0014925373134328358
2019-09-05,0.009,QmnJ,Bonne,0.0013432835820895521
2019-09-06,0.009,QmnJ,Bonne,0.0013432835820895521
2019-09-07,0.01,QmnJ,Bonne,0.0014925373134328358
2019-09-08,0.01,QmnJ,Bonne,0.0014925373134328358
2019-09-09,0.013,QmnJ,Bonne,0.0019402985074626865
2019-09-10,0.012,QmnJ,Bonne,0.001791044776119403
2019-09-11,0.01,QmnJ,Bonne,0.0014925373134328358
2019-09-12,0.01,QmnJ,Bonne,0.0014925373134328358
2019-09-13,0.009,QmnJ,Bonne,0.0013432835820895521
2019-09-14,0.008,QmnJ,Bonne,0.0011940298507462687
2019-09-15,0.007,QmnJ,Bonne,0.001044776119402985
2019-09-16,0.008,QmnJ,Bonne,0.0011940298507462687
2019-09-17,0.007,QmnJ,Bonne,0.001044776119402985
2019-09-18,0.007,QmnJ,Bonne,0.001044776119402985
2019-09-19,0.006,QmnJ,Bonne,0.0008955223880597015
2019-09-20,0.005,QmnJ,Bonne,0.0007462686567164179
2019-09-21,0.006,QmnJ,Bonne,0.0008955223880597015
2019-09-22,0.009,QmnJ,Bonne,0.0013432835820895521
2019-09-23,0.011,QmnJ,Bonne,0.0016417910447761193
2019-09-24,0.078,QmnJ,Bonne,0.011641791044776119
2019-09-25,0.018,QmnJ,Bonne,0.0026865671641791043
2019-09-26,0.018,QmnJ,Bonne,0.0026865671641791043
2019-09-27,0.014,QmnJ,Bonne,0.00208955223880597
2019-09-28,0.013,QmnJ,Bonne,0.0019402985074626865
2019-09-29,0.014,QmnJ,Bonne,0.00208955223880597
2019-09-30,0.013,QmnJ,Bonne,0.0019402985074626865
2019-10-01,0.022,QmnJ,Bonne,0.0032835820895522386
2019-10-02,0.013,QmnJ,Bonne,0.0019402985074626865
2019-10-03,0.01,QmnJ,Bonne,0.0014925373134328358
2019-10-04,0.01,QmnJ,Bonne,0.0014925373134328358
2019-10-05,0.008,QmnJ,Bonne,0.0011940298507462687
2019-10-06,0.01,QmnJ,Bonne,0.0014925373134328358
2019-10-07,0.019,QmnJ,Bonne,0.0028358208955223878
2019-10-08,0.042,QmnJ,Bonne,0.00626865671641791
2019-10-09,0.015,QmnJ,Bonne,0.0022388059701492534
2019-10-10,0.013,QmnJ,Bonne,0.0019402985074626865
2019-10-11,0.01,QmnJ,Bonne,0.0014925373134328358
2019-10-12,0.009,QmnJ,Bonne,0.0013432835820895521
2019-10-13,0.008,QmnJ,Bonne,0.0011940298507462687
2019-10-14,0.018,QmnJ,Bonne,0.0026865671641791043
2019-10-15,0.011,QmnJ,Bonne,0.0016417910447761193
2019-10-16,0.357,QmnJ,Bonne,0.05328358208955224
2019-10-17,0.072,QmnJ,Bonne,0.010746268656716417
2019-10-18,0.143,QmnJ,Bonne,0.02134328358208955
2019-10-19,0.064,QmnJ,Bonne,0.00955223880597015
2019-10-20,0.034,QmnJ,Bonne,0.005074626865671642
2019-10-21,0.027,QmnJ,Bonne,0.004029850746268657
2019-10-22,0.024,QmnJ,Bonne,0.003582089552238806
2019-10-23,0.023,QmnJ,Bonne,0.003432835820895522
2019-10-24,0.034,QmnJ,Bonne,0.005074626865671642
2019-10-25,0.022,QmnJ,Bonne,0.0032835820895522386
2019-10-26,0.099,QmnJ,Bonne,0.014776119402985075
2019-10-27,0.23,QmnJ,Bonne,0.034328358208955224
2019-10-28,0.066,QmnJ,Bonne,0.009850746268656717
2019-10-29,0.088,QmnJ,Bonne,0.013134328358208954
2019-10-30,0.148,QmnJ,Bonne,0.02208955223880597
2019-10-31,0.142,QmnJ,Bonne,0.021194029850746265
2019-11-01,0.393,QmnJ,Bonne,0.05865671641791045
2019-11-02,0.29,QmnJ,Bonne,0.043283582089552235
2019-11-03,0.528,QmnJ,Bonne,0.07880597014925374
2019-11-04,0.416,QmnJ,Bonne,0.06208955223880597
2019-11-05,0.38,QmnJ,Bonne,0.05671641791044776
2019-11-06,0.341,QmnJ,Bonne,0.0508955223880597
2019-11-07,0.326,QmnJ,Bonne,0.048656716417910445
2019-11-08,0.307,QmnJ,Bonne,0.04582089552238806
2019-11-09,0.347,QmnJ,Bonne,0.0517910447761194
2019-11-10,0.298,QmnJ,Bonne,0.044477611940298506
2019-11-11,0.287,QmnJ,Bonne,0.04283582089552238
2019-11-12,0.268,QmnJ,Bonne,0.04
2019-11-13,0.29,QmnJ,Bonne,0.043283582089552235
2019-11-14,0.268,QmnJ,Bonne,0.04
2019-11-15,0.258,QmnJ,Bonne,0.038507462686567163
2019-11-16,0.256,QmnJ,Bonne,0.0382089552238806
2019-11-17,0.227,QmnJ,Bonne,0.03388059701492537
2019-11-18,0.225,QmnJ,Bonne,0.033582089552238806
2019-11-19,0.224,QmnJ,Bonne,0.03343283582089552
2019-11-20,0.212,QmnJ,Bonne,0.031641791044776116
2019-11-21,0.267,QmnJ,Bonne,0.039850746268656714
2019-11-22,0.275,QmnJ,Bonne,0.041044776119402986
2019-11-23,0.254,QmnJ,Bonne,0.03791044776119403
2019-11-24,0.252,QmnJ,Bonne,0.037611940298507465
2019-11-25,0.306,QmnJ,Bonne,0.04567164179104478
2019-11-26,0.346,QmnJ,Bonne,0.05164179104477611
2019-11-27,0.335,QmnJ,Bonne,0.05
2019-11-28,0.37,QmnJ,Bonne,0.05522388059701493
2019-11-29,0.319,QmnJ,Bonne,0.04761194029850746
2019-11-30,0.378,QmnJ,Bonne,0.05641791044776119
2019-12-01,0.316,QmnJ,Bonne,0.047164179104477615
2019-12-02,0.303,QmnJ,Bonne,0.045223880597014925
2019-12-03,0.286,QmnJ,Bonne,0.0426865671641791
2019-12-04,0.289,QmnJ,Bonne,0.04313432835820895
2019-12-05,0.294,QmnJ,Bonne,0.04388059701492537
2019-12-06,0.3,QmnJ,Bonne,0.04477611940298507
2019-12-07,0.271,QmnJ,Bonne,0.04044776119402985
2019-12-08,0.281,QmnJ,Bonne,0.04194029850746269
2019-12-09,0.247,QmnJ,Bonne,0.03686567164179105
2019-12-10,0.286,QmnJ,Bonne,0.0426865671641791
2019-12-11,0.27,QmnJ,Bonne,0.04029850746268657
2019-12-12,0.363,QmnJ,Bonne,0.054179104477611935
2019-12-13,0.325,QmnJ,Bonne,0.048507462686567165
2019-12-14,0.316,QmnJ,Bonne,0.047164179104477615
2019-12-15,0.304,QmnJ,Bonne,0.045373134328358204
2019-12-16,0.372,QmnJ,Bonne,0.05552238805970149
2019-12-17,0.399,QmnJ,Bonne,0.05955223880597015
2019-12-18,0.385,QmnJ,Bonne,0.057462686567164176
2019-12-19,0.615,QmnJ,Bonne,0.0917910447761194
2019-12-20,0.546,QmnJ,Bonne,0.08149253731343284
2019-12-21,0.632,QmnJ,Bonne,0.09432835820895523
2019-12-22,0.543,QmnJ,Bonne,0.08104477611940299
2019-12-23,0.5,QmnJ,Bonne,0.07462686567164178
2019-12-24,0.488,QmnJ,Bonne,0.07283582089552239
2019-12-25,0.427,QmnJ,Bonne,0.06373134328358208
2019-12-26,0.421,QmnJ,Bonne,0.06283582089552238
2019-12-27,0.385,QmnJ,Bonne,0.057462686567164176
2019-12-28,0.357,QmnJ,Bonne,0.05328358208955224
2019-12-29,0.332,QmnJ,Bonne,0.04955223880597015
2019-12-30,0.32,QmnJ,Bonne,0.04776119402985075
2019-12-31,0.33,QmnJ,Bonne,0.049253731343283584
2020-01-01,0.319,QmnJ,Bonne,0.04761194029850746
2020-01-02,0.301,QmnJ,Bonne,0.04492537313432836
2020-01-03,0.274,QmnJ,Bonne,0.040895522388059706
2020-01-04,0.254,QmnJ,Bonne,0.03791044776119403
2020-01-05,0.244,QmnJ,Bonne,0.036417910447761194
2020-01-06,0.268,QmnJ,Bonne,0.04
2020-01-07,0.29,QmnJ,Bonne,0.043283582089552235
2020-01-08,0.28,QmnJ,Bonne,0.041791044776119404
2020-01-09,0.363,QmnJ,Bonne,0.054179104477611935
2020-01-10,0.27,QmnJ,Bonne,0.04029850746268657
2020-01-11,0.252,QmnJ,Bonne,0.037611940298507465
2020-01-12,0.243,QmnJ,Bonne,0.03626865671641791
2020-01-13,0.295,QmnJ,Bonne,0.04402985074626865
2020-01-14,0.619,QmnJ,Bonne,0.09238805970149254
2020-01-15,0.573,QmnJ,Bonne,0.08552238805970148
2020-01-16,0.558,QmnJ,Bonne,0.08328358208955225
2020-01-17,0.538,QmnJ,Bonne,0.08029850746268657
2020-01-18,0.462,QmnJ,Bonne,0.06895522388059702
2020-01-19,0.429,QmnJ,Bonne,0.06402985074626866
2020-01-20,0.402,QmnJ,Bonne,0.060000000000000005
2020-01-21,0.379,QmnJ,Bonne,0.05656716417910448
2020-01-22,0.36,QmnJ,Bonne,0.05373134328358209
2020-01-23,0.347,QmnJ,Bonne,0.0517910447761194
2020-01-24,0.333,QmnJ,Bonne,0.04970149253731344
2020-01-25,0.33,QmnJ,Bonne,0.049253731343283584
2020-01-26,0.339,QmnJ,Bonne,0.050597014925373135
2020-01-27,0.332,QmnJ,Bonne,0.04955223880597015
2020-01-28,0.321,QmnJ,Bonne,0.047910447761194026
2020-01-29,0.288,QmnJ,Bonne,0.04298507462686567
2020-01-30,0.363,QmnJ,Bonne,0.054179104477611935
2020-01-31,0.332,QmnJ,Bonne,0.04955223880597015
2020-02-01,0.476,QmnJ,Bonne,0.07104477611940298
2020-02-02,0.452,QmnJ,Bonne,0.06746268656716418
2020-02-03,0.383,QmnJ,Bonne,0.05716417910447761
2020-02-04,0.36,QmnJ,Bonne,0.05373134328358209
2020-02-05,0.345,QmnJ,Bonne,0.05149253731343283
2020-02-06,0.334,QmnJ,Bonne,0.049850746268656716
2020-02-07,0.342,QmnJ,Bonne,0.05104477611940299
2020-02-08,0.332,QmnJ,Bonne,0.04955223880597015
2020-02-09,0.387,QmnJ,Bonne,0.05776119402985075
2020-02-10,0.313,QmnJ,Bonne,0.04671641791044776
2020-02-11,0.293,QmnJ,Bonne,0.04373134328358209
2020-02-12,0.296,QmnJ,Bonne,0.04417910447761194
2020-02-13,0.378,QmnJ,Bonne,0.05641791044776119
2020-02-14,0.302,QmnJ,Bonne,0.04507462686567164
2020-02-15,0.375,QmnJ,Douteuse,0.055970149253731345
2020-02-16,0.706,QmnJ,Douteuse,0.1053731343283582
2020-02-17,0.485,QmnJ,Bonne,0.07238805970149254
2020-02-18,0.451,QmnJ,Bonne,0.06731343283582089
2020-02-19,0.418,QmnJ,Bonne,0.06238805970149253
2020-02-20,0.382,QmnJ,Bonne,0.05701492537313433
2020-02-21,0.358,QmnJ,Bonne,0.053432835820895516
2020-02-22,0.349,QmnJ,Bonne,0.052089552238805965
2020-02-23,0.348,QmnJ,Bonne,0.05194029850746268
2020-02-24,0.346,QmnJ,Bonne,0.05164179104477611
2020-02-25,0.32,QmnJ,Bonne,0.04776119402985075
2020-02-26,0.296,QmnJ,Bonne,0.04417910447761194
2020-02-27,0.357,QmnJ,Bonne,0.05328358208955224
2020-02-28,0.334,QmnJ,Bonne,0.049850746268656716
2020-02-29,0.402,QmnJ,Bonne,0.060000000000000005
2020-03-01,0.382,QmnJ,Bonne,0.05701492537313433
2020-03-02,0.351,QmnJ,Bonne,0.05238805970149253
2020-03-03,0.345,QmnJ,Bonne,0.05149253731343283
2020-03-04,0.384,QmnJ,Bonne,0.057313432835820896
2020-03-05,0.476,QmnJ,Bonne,0.07104477611940298
2020-03-06,0.398,QmnJ,Bonne,0.059402985074626866
2020-03-07,0.393,QmnJ,Bonne,0.05865671641791045
2020-03-08,0.413,QmnJ,Bonne,0.061641791044776115
2020-03-09,0.386,QmnJ,Bonne,0.05761194029850746
2020-03-10,0.389,QmnJ,Bonne,0.058059701492537315
2020-03-11,0.367,QmnJ,Bonne,0.054776119402985074
2020-03-12,0.341,QmnJ,Bonne,0.0508955223880597
2020-03-13,0.34,QmnJ,Bonne,0.05074626865671642
2020-03-14,0.346,QmnJ,Bonne,0.05164179104477611
2020-03-15,0.326,QmnJ,Bonne,0.048656716417910445
2020-03-16,0.292,QmnJ,Bonne,0.0435820895522388
2020-03-17,0.287,QmnJ,Bonne,0.04283582089552238
2020-03-18,0.28,QmnJ,Bonne,0.041791044776119404
2020-03-19,0.259,QmnJ,Bonne,0.03865671641791045
2020-03-20,0.218,QmnJ,Bonne,0.03253731343283582
2020-03-21,0.225,QmnJ,Bonne,0.033582089552238806
2020-03-22,0.219,QmnJ,Bonne,0.0326865671641791
