datetime,value
2012-05-25,4
2012-06-25,4
2012-07-25,4
2012-08-23,4
2012-09-25,4
2013-05-24,4
2013-06-26,4
2013-07-23,3
2013-08-26,4
2013-09-23,4
2013-10-24,4
2014-05-22,4
2014-06-26,4
2014-07-24,4
2014-08-23,4
2014-09-24,4
2015-05-26,4
2015-06-24,4
2015-07-24,4
2015-08-26,4
2015-09-23,4
2016-05-26,4
2016-06-24,4
2016-07-25,4
2016-08-23,4
2016-09-15,4
2016-09-23,4
2016-10-11,4
2016-10-25,4
2017-05-24,4
2017-06-14,4
2017-06-23,4
2017-07-11,4
2017-07-25,4
2017-08-10,4
2017-08-24,4
2017-09-13,4
2017-09-25,4
2017-10-18,4
2017-11-22,4
2018-05-24,4
2018-06-25,4
2018-07-25,4
2018-08-23,4
2018-09-26,4
2018-10-24,4
2019-04-25,5
2019-05-24,4
2019-06-12,4
2019-06-25,4
2019-07-11,4
2019-07-24,4
2019-08-13,4
2019-08-22,4
2019-09-12,4
2019-09-23,4
2019-10-10,4
2020-05-25,4
2020-06-25,5
2020-07-23,4
2020-08-25,4
2020-09-24,4
2021-05-25,4
2021-06-25,4
2021-07-23,4
2021-08-25,4
2021-09-24,4
2021-10-25,4
2022-05-25,4
2022-06-13,4
2022-06-24,4
2022-07-11,4
2022-07-23,4
2022-08-08,4
2022-08-25,3
2022-09-12,4
2022-09-26,4
2022-10-11,4
2022-10-25,4
2023-03-24,4
2023-04-21,4
2023-05-23,4
2023-06-26,4
2023-07-25,4
2023-08-08,4
2023-08-24,4
2023-09-11,4
2023-09-25,4
2023-10-25,4
2024-05-24,4
2024-06-24,4
2024-07-25,4
2024-08-25,4
2024-09-25,4
2025-05-26,4
2025-06-25,4
2025-07-25,4
2025-08-12,4
2025-08-25,4
2025-09-08,4
2025-09-24,4
2025-10-24,4
