scenario_id,scenario_label,solver,solver_label,rmse_vs_analytical_m,max_abs_error_vs_analytical_m,row_spread_m,min_clearance_m,mean_clearance_m,max_clearance_m,surface_lock_fraction,below_surface_fraction,locked_length_from_toe_m,results_dir,postprocess_dir
offset_25cm,Head offset 25 cm,modflownwt,MODFLOW-NWT,0.01309579819019048,0.0263513197728642,9.601374014780593e-06,0.11630897521972638,0.1604839725494385,0.2699999999999996,0.0,0.0,0.0,C:\codes\HydroModPy-GH\out\sih_20260412_smoke\validation\investigate_surfa_413bd6031c\offset_25cm_modflownwt_cf96c058,C:\codes\HydroModPy-GH\out\sih_20260412_smoke\validation\investigate_surfa_413bd6031c\offset_25cm_modflownwt_cf96c058\results_simulations\hillslope_surface_offset_25cm_modflownwt\_postprocess
offset_25cm,Head offset 25 cm,modflow6,MODFLOW 6,0.012561962200505518,0.0263513197728642,1.4531141462808403e-06,0.11409498235081283,0.15907261191719876,0.2699999999999996,0.0,0.0,0.0,C:\codes\HydroModPy-GH\out\sih_20260412_smoke\validation\investigate_surfa_413bd6031c\offset_25cm_modflow6_32a56ddb,C:\codes\HydroModPy-GH\out\sih_20260412_smoke\validation\investigate_surfa_413bd6031c\offset_25cm_modflow6_32a56ddb\results_simulations\hillslope_surface_offset_25cm_modflow6\_postprocess
offset_25cm,Head offset 25 cm,boussinesq,Boussinesq,0.19251944545263291,0.24438500881870873,0.0006729597959177336,-0.057245997609116195,-0.023309109356486467,-4.576237593312271e-05,0.525,0.475,45.0,C:\codes\HydroModPy-GH\out\sih_20260412_smoke\validation\investigate_surfa_413bd6031c\offset_25cm_boussinesq,C:\codes\HydroModPy-GH\out\sih_20260412_smoke\validation\investigate_surfa_413bd6031c\offset_25cm_boussinesq\results_simulations\flow_validation__boussinesq\_postprocess
