edge_id,node_a,node_b,cell_a,cell_b,length_m,edge_kind,is_river,geology_a_key,geology_b_key
0,0,798,734,,1891.666666666977,boundary,False,2021,
1,0,833,725,,1956.8181818181765,boundary,False,2021,
2,0,1541,725,734,2150.5380038299722,internal,False,2021,2021
3,1,805,984,,1891.666666666977,boundary,False,2061,
4,1,806,956,,1956.8181818181765,boundary,False,2061,
5,1,1600,956,984,1916.7291972151622,internal,False,2061,2061
6,2,815,709,,1956.8181818181765,boundary,False,2021,
7,2,816,714,,1891.666666666977,boundary,False,2021,
8,2,1538,709,714,1957.5969978866997,internal,False,2021,2021
9,3,823,183,,1891.666666666977,boundary,False,1621,
10,3,824,204,,1956.8181818181765,boundary,False,1701,
11,3,1402,183,204,2464.98128746842,geology_interface,False,1621,1701
12,4,5,347,2658,106.06601717798213,internal,True,2021,2021
13,4,284,431,2338,106.06601717798213,internal,True,2021,2021
14,4,1184,431,1335,194.15962768424262,internal,False,2021,2021
15,4,1370,347,1335,228.32022896170415,internal,False,2021,2021
16,4,1689,2338,2658,118.58541225631423,internal,False,2021,2021
17,5,6,860,2612,75.0,internal,True,2021,2021
18,5,1370,347,1401,228.32022896170415,internal,False,2021,2021
19,5,1394,860,1401,159.98190816988583,internal,False,2021,2021
20,5,1689,2612,2658,118.58541225631423,internal,False,2021,2021
21,6,7,321,2423,75.0,internal,True,2021,2021
22,6,1394,321,860,141.28517366097347,internal,False,2021,2021
23,6,1689,2423,2612,118.58541225631423,internal,False,2021,2021
24,7,8,899,2313,75.0,internal,True,2021,2021
25,7,1165,899,1334,153.17413204940516,internal,False,2021,2021
26,7,1394,321,1334,159.93370392492352,internal,False,2021,2021
27,7,1689,2423,2505,159.0990257669732,internal,False,2021,2021
28,7,1726,2313,2505,185.6741517269813,internal,False,2021,2021
29,8,9,1789,2417,75.0,internal,True,2021,2021
30,8,1165,899,1789,112.8878427416473,internal,False,2021,2021
31,8,1726,2313,2417,153.45496788244694,internal,False,2021,2021
32,9,10,1902,2300,106.06601717798213,internal,True,2021,2021
33,9,1165,1789,1902,115.21725282542182,internal,False,2021,2021
34,9,1642,2390,2412,294.2601227771222,internal,False,2021,2021
35,9,1690,2300,2412,194.68192067063117,internal,False,2021,2021
36,9,1726,2390,2417,154.5055459071666,internal,False,2021,2021
37,10,11,274,2659,106.06601717798213,internal,True,2021,2021
38,10,1165,274,1902,120.55064782930894,internal,False,2021,2021
39,10,1690,2300,2659,118.37083421443307,internal,False,2021,2021
40,11,12,543,2613,75.0,internal,True,2021,2021
41,11,972,752,823,269.16616127884436,internal,False,2021,2021
42,11,1165,274,823,195.67805711293988,internal,False,2021,2021
43,11,1348,543,752,200.49833198023734,internal,False,2021,2021
44,11,1690,2613,2659,112.34882531310981,internal,False,2021,2021
45,12,13,479,2424,75.0,internal,True,2021,2021
46,12,1348,543,1763,200.49833198023734,internal,False,2021,2021
47,12,1425,479,1763,151.9118483193921,internal,False,2021,2021
48,12,1690,2424,2613,111.03576818774616,internal,False,2021,2021
49,13,14,1164,2511,75.0,internal,True,2021,2021
50,13,1425,479,1164,120.22590160544355,internal,False,2021,2021
51,13,1690,2424,2705,152.5962813598357,internal,False,2021,2021
52,13,1756,2511,2705,105.81810498000343,internal,False,2021,2021
53,14,15,550,2425,75.0,internal,True,2021,2021
54,14,1425,1164,1997,130.6955438179496,internal,False,2021,2021
55,14,1426,550,1997,146.59038626165756,internal,False,2021,2021
