cell_id,geology_key,fraction
0,2061,1.0
1,2061,1.0
2,2061,1.0
3,2061,1.0
4,2061,1.0
5,2061,0.9642857142857143
5,2021,0.03571428571428571
6,2061,0.10714285714285714
6,2021,0.8928571428571429
7,2061,1.0
8,2021,1.0
9,2061,1.0
10,1701,0.03571428571428571
10,2021,0.9642857142857143
11,2021,1.0
12,2021,1.0
13,2061,1.0
14,2021,1.0
15,2061,1.0
16,2061,1.0
17,2061,0.9285714285714286
17,2021,0.07142857142857142
18,2061,1.0
19,2061,1.0
20,2061,1.0
21,2021,1.0
22,2061,1.0
23,2021,1.0
24,1701,0.14285714285714285
24,2021,0.8571428571428571
25,2061,1.0
26,2061,1.0
27,2021,1.0
28,2061,1.0
29,2061,1.0
30,2021,1.0
31,2061,1.0
32,2061,0.25
32,2021,0.75
33,2061,0.07142857142857142
33,2021,0.9285714285714286
34,2061,1.0
35,2061,0.32142857142857145
35,2021,0.6785714285714286
36,2061,1.0
37,2061,1.0
38,2061,1.0
39,2061,0.9642857142857143
39,2021,0.03571428571428571
40,2061,1.0
41,2061,0.5
41,1701,0.5
42,2061,0.9642857142857143
42,2021,0.03571428571428571
43,2021,1.0
44,2021,1.0
45,2021,1.0
46,2061,1.0
47,2021,1.0
48,2021,1.0
49,2061,1.0
50,2061,1.0
51,1701,0.35714285714285715
51,2021,0.6428571428571429
52,2061,0.9642857142857143
52,2021,0.03571428571428571
53,2061,1.0
54,2021,1.0
55,1701,1.0
56,2061,1.0
57,2061,0.9642857142857143
57,2021,0.03571428571428571
58,2061,1.0
59,2021,1.0
60,2061,1.0
61,2021,1.0
62,2061,1.0
63,2021,1.0
64,2061,1.0
65,2021,1.0
66,2061,0.9642857142857143
66,2021,0.03571428571428571
67,2061,1.0
68,2021,1.0
69,2021,1.0
70,2061,0.07142857142857142
70,2021,0.9285714285714286
71,2061,1.0
72,2061,0.9285714285714286
72,2021,0.07142857142857142
73,2061,1.0
74,2021,1.0
75,2061,1.0
76,2021,1.0
77,2061,1.0
78,2061,1.0
79,1621,0.5357142857142857
79,1701,0.4642857142857143
80,2021,1.0
81,2061,1.0
82,2021,1.0
83,2061,1.0
84,2021,1.0
85,2021,1.0
86,2061,1.0
87,2021,1.0
88,2061,0.9285714285714286
88,2021,0.07142857142857142
89,2061,1.0
90,2061,1.0
91,2021,1.0
92,2021,1.0
93,2061,1.0
94,2021,1.0
95,2061,1.0
96,2061,0.9642857142857143
96,1961,0.03571428571428571
97,2021,1.0
98,2061,1.0
99,2021,1.0
100,2061,1.0
101,2061,1.0
102,2021,1.0
103,2061,1.0
104,2061,1.0
105,2021,1.0
106,2021,1.0
107,2061,0.8214285714285714
107,1961,0.17857142857142858
108,2021,1.0
109,2021,1.0
110,2021,1.0
111,2061,1.0
112,2021,1.0
113,2061,0.35714285714285715
113,2021,0.6428571428571429
114,2061,1.0
115,2021,1.0
116,2061,0.10714285714285714
116,2021,0.8928571428571429
117,2021,1.0
118,2061,1.0
119,2061,0.4642857142857143
119,2021,0.5357142857142857
120,2061,1.0
121,2021,1.0
122,2061,0.9642857142857143
122,2021,0.03571428571428571
123,2021,1.0
124,2061,1.0
125,2021,1.0
126,2021,1.0
127,2061,1.0
128,2061,1.0
129,2061,1.0
130,2021,1.0
131,2061,1.0
132,2021,1.0
133,2061,1.0
134,2061,1.0
135,1621,0.8571428571428571
135,1701,0.07142857142857142
135,2021,0.07142857142857142
136,2061,1.0
137,2061,1.0
138,2021,1.0
139,2061,0.10714285714285714
139,2021,0.8928571428571429
140,2021,1.0
141,2061,1.0
142,2061,1.0
143,2061,1.0
144,2061,1.0
145,2061,1.0
146,2021,1.0
147,2061,1.0
148,2061,1.0
149,2061,1.0
150,2061,1.0
151,2061,1.0
152,2061,1.0
153,2061,1.0
154,2061,1.0
155,2061,1.0
156,2021,1.0
157,2061,1.0
158,2061,1.0
159,2061,1.0
160,2061,0.9285714285714286
160,2021,0.07142857142857142
161,2021,1.0
162,2061,0.9285714285714286
162,1961,0.07142857142857142
163,2061,1.0
164,2021,1.0
165,2061,1.0
166,2061,1.0
167,2061,0.03571428571428571
167,2021,0.9642857142857143
168,2061,1.0
169,2061,1.0
170,2021,1.0
171,2021,1.0
172,2021,1.0
173,2061,1.0
174,2061,1.0
175,2061,1.0
176,2021,1.0
177,2061,1.0
178,2061,1.0
179,1961,0.5357142857142857
179,2021,0.4642857142857143
180,2061,0.9642857142857143
180,2021,0.03571428571428571
181,2021,1.0
182,2061,1.0
183,1621,1.0
184,2021,1.0
185,2061,1.0
186,2061,1.0
187,2021,1.0
188,2021,1.0
189,2061,1.0
190,2061,1.0
191,2061,1.0
192,2061,1.0
193,2061,1.0
194,2021,1.0
195,1961,0.03571428571428571
195,2021,0.9642857142857143
196,2021,1.0
197,2021,1.0
198,2021,1.0
199,2061,1.0
200,2061,1.0
201,2061,0.9642857142857143
201,2021,0.03571428571428571
202,2061,1.0
203,2021,1.0
204,1621,0.39285714285714285
204,1701,0.6071428571428571
205,2061,1.0
206,2061,1.0
207,2061,1.0
208,2021,1.0
209,2021,1.0
210,2061,1.0
211,2061,1.0
212,2061,1.0
213,2021,1.0
214,2061,1.0
215,2061,1.0
216,2021,1.0
217,2021,1.0
218,2021,1.0
219,2061,1.0
220,2021,1.0
221,2061,0.9285714285714286
221,2021,0.07142857142857142
222,2061,1.0
223,2021,1.0
224,2021,1.0
225,2021,1.0
226,2021,1.0
227,2061,0.17857142857142858
227,2021,0.8214285714285714
228,2021,1.0
229,2061,1.0
230,2061,1.0
231,2061,1.0
232,2021,1.0
233,2021,1.0
234,2021,1.0
235,2021,1.0
236,2021,1.0
237,2021,1.0
238,2061,0.5
238,2021,0.5
239,2061,1.0
240,2061,1.0
241,2061,1.0
242,2061,1.0
243,2021,1.0
244,2021,1.0
245,2061,1.0
246,2061,1.0
247,2021,1.0
248,2021,1.0
249,2021,1.0
250,2021,1.0
251,2061,1.0
252,2021,1.0
253,2061,1.0
254,2061,1.0
255,2021,1.0
256,2061,1.0
257,2061,1.0
258,2021,1.0
259,2061,1.0
260,2061,1.0
261,2061,0.9285714285714286
261,2021,0.07142857142857142
262,2061,1.0
263,2021,1.0
264,2061,1.0
265,2061,1.0
266,2061,1.0
267,2021,1.0
268,2061,1.0
269,2061,0.9285714285714286
269,2021,0.07142857142857142
270,2061,1.0
271,2061,1.0
272,2021,1.0
273,2061,1.0
274,2021,1.0
275,2021,1.0
276,2021,1.0
277,2021,1.0
278,2021,1.0
279,2021,1.0
280,2021,1.0
281,2021,1.0
282,2021,1.0
283,2021,1.0
284,2021,1.0
285,2061,1.0
286,2061,1.0
287,2021,1.0
288,2021,1.0
289,2061,1.0
290,2061,1.0
291,2061,1.0
292,2061,1.0
293,2021,1.0
294,2021,1.0
295,2021,1.0
296,2021,1.0
297,2061,1.0
298,2061,0.8928571428571429
298,2021,0.10714285714285714
299,2061,1.0
300,2061,1.0
301,2061,1.0
302,2061,1.0
303,2061,1.0
304,2061,1.0
305,2021,1.0
306,2021,1.0
307,2061,1.0
308,2021,1.0
309,2061,1.0
310,2021,1.0
311,2021,1.0
312,2021,1.0
313,2061,1.0
314,2021,1.0
315,2021,1.0
316,2021,1.0
317,2021,1.0
318,2021,1.0
319,2021,1.0
320,2021,1.0
321,2021,1.0
322,2061,1.0
323,1961,0.21428571428571427
323,2021,0.7857142857142857
324,2061,1.0
325,2021,1.0
326,2061,1.0
327,2021,1.0
328,2061,1.0
329,2061,1.0
330,2061,1.0
331,1701,0.21428571428571427
331,2021,0.7857142857142857
332,2061,0.07142857142857142
332,2021,0.9285714285714286
333,1701,1.0
334,2021,1.0
335,2021,1.0
336,2061,0.9285714285714286
336,2021,0.07142857142857142
337,2061,0.9285714285714286
337,2021,0.07142857142857142
