point_id,point_label,x_m,solver,solver_label,elapsed_days,head_m,clearance_m
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,360.0,8.350424748161018,-1.5870752518389821
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,390.0,7.8878996785169635,-2.0496003214830365
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,420.0,7.4981716549229835,-2.4393283450770165
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,450.0,7.165647689354613,-2.7718523106453867
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,480.0,6.8802684928789155,-3.0572315071210845
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,510.0,6.634515650448272,-3.3029843495517284
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,540.0,6.422436757864626,-3.5150632421353736
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,570.0,6.2391551300574735,-3.6983448699425265
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,600.0,6.080595946187021,-3.856904053812979
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,630.0,5.943315164065436,-3.994184835934564
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,660.0,5.824381561228882,-4.113118438771118
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,690.0,5.721289151416382,-4.216210848583618
upper_slope,Upper slope,5.0,boussinesq,Boussinesq,720.0,5.631888835142161,-4.305611164857839
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,30.0,5.641932328542073,-2.6705676714579267
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,60.0,6.12058671315511,-2.1919132868448896
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,90.0,6.360261599222819,-1.9522384007771807
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,120.0,6.564436594645183,-1.7480634053548174
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,150.0,6.941171487172444,-1.3713285128275556
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,180.0,7.232161204020183,-1.0803387959798174
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,210.0,7.311166445414226,-1.0013335545857744
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,240.0,7.376153786977132,-0.9363462130228681
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,270.0,7.62508487701416,-0.6874151229858398
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,300.0,7.794010480244954,-0.5184895197550459
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,330.0,7.770240783691406,-0.5422592163085938
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,360.0,7.753184636433919,-0.559315363566081
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,390.0,7.922883828481038,-0.3896161715189619
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,420.0,8.016964276631674,-0.29553572336832623
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,450.0,7.9380472501118975,-0.3744527498881025
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,480.0,7.884062925974528,-0.4284370740254717
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,510.0,8.020894686381022,-0.29160531361897846
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,540.0,8.085324923197428,-0.2271750768025722
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,570.0,7.987745761871338,-0.3247542381286621
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,600.0,7.92221736907959,-0.39028263092041016
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,630.0,8.049209594726562,-0.2632904052734375
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,660.0,8.105168342590332,-0.20733165740966797
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,690.0,8.002262751261393,-0.31023724873860736
mid_slope,Mid slope,135.0,modflownwt,MODFLOW-NWT,720.0,7.931943575541179,-0.3805564244588213
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,30.0,8.272876228123891,-0.03962377187610855
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,60.0,8.249315699480825,-0.06318430051917545
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,90.0,8.10372328554857,-0.20877671445142987
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,120.0,8.010695081645258,-0.3018049183547422
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,150.0,8.113821373878082,-0.198678626121918
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,180.0,8.149454933835282,-0.16304506616471848
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,210.0,8.03303961648375,-0.27946038351625013
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,240.0,7.956244719233012,-0.3562552807669883
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,270.0,8.074522655556807,-0.23797734444319296
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,300.0,8.123034068803722,-0.18946593119627764
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,330.0,8.014086632332964,-0.2984133676670364
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,360.0,7.941754194861964,-0.3707458051380357
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,390.0,8.06394495864361,-0.24855504135638995
mid_slope,Mid slope,135.0,modflow6,MODFLOW 6,420.0,8.115882260266643,-0.19661773973335706
